Lat,Lon,Boya,Pixel
37.8118,-0.784483,1.2055,0.03345610304839081
37.760617,-0.8078,0.8549,0.01977329235523939
37.761783,-0.78355,0.8559,0.021561751193884347
37.748233,-0.749617,0.6627,0.018162233134110767
37.74045,-0.727117,0.415,0.026924038409358926
37.710417,-0.778383,0.2778,0.02163870001418723
37.718,-0.839783,1.1208,0.03235911267499129
37.694517,-0.8104,0.4573,0.028611400889025793
37.666817,-0.809683,0.145,0.030916962151726086
37.659833,-0.781967,0.2482,0.016049330071028736
37.6518,-0.728883,0.5752,0.02822277032666736
37.68735,-0.783783,0.1752,0.030906245733300846
37.8118,-0.784483,0.6388,0.016828901651832793
37.760617,-0.8078,0.9606,0.0
37.761783,-0.78355,0.905,0.016063533257693052
37.748233,-0.749617,0.5685,0.01823162124492228
37.74045,-0.727117,0.445,0.011385101229987211
37.710417,-0.778383,0.4183,0.015032986748135753
37.718,-0.839783,0.8986,0.0480633390446504
37.694517,-0.8104,0.6498,0.027583030983805656
37.666817,-0.809683,0.6111,0.022612405113048024
37.659833,-0.781967,0.4551,0.01662023448281818
37.6518,-0.728883,0.1782,0.0
37.68735,-0.783783,0.4792,0.020525769227080874
37.74045,-0.727117,0.22,0.02029106802203589
37.8118,-0.784483,0.2661,0.02329118994788991
37.760617,-0.8078,0.4463,0.020461275656190183
37.761783,-0.78355,0.339,0.012508598259753652
37.748233,-0.749617,0.2316,0.022302789406643972
37.74045,-0.727117,0.72,0.034540186118748456
37.710417,-0.778383,0.3462,0.01437018314997355
37.718,-0.839783,0.5733,0.025171579896575876
37.694517,-0.8104,0.5151,0.01892189888490571
37.666817,-0.809683,0.4193,0.023703908133837912
37.659833,-0.781967,0.5274,0.017057624749011464
37.6518,-0.728883,0.3112,0.022119025699794292
37.68735,-0.783783,0.6303,0.015287269165532457
37.8118,-0.784483,0.282,0.019195501614982884
37.760617,-0.8078,0.3873,0.02016561706033018
37.761783,-0.78355,0.3392,0.019409738894965913
37.748233,-0.749617,0.2881,0.018589309313231044
37.74045,-0.727117,0.15,0.02865211396581597
37.710417,-0.778383,0.3093,0.016609633651872475
37.718,-0.839783,0.5096,0.025028875097632408
37.694517,-0.8104,0.4459,0.012243146445446959
37.666817,-0.809683,0.4966,0.03278895519259903
37.659833,-0.781967,0.4527,0.01488371840160754
37.6518,-0.728883,0.3647,0.02478946393562688
37.68735,-0.783783,0.3692,0.026222956056396168
37.8118,-0.784483,0.3713,0.024091802537441254
37.760617,-0.8078,0.9685,0.023233417007658217
37.761783,-0.78355,1.0018,0.019541667024087574
37.748233,-0.749617,0.5543,0.021615082553277414
37.710417,-0.778383,0.3704,0.027538691750831075
37.718,-0.839783,1.2307,0.021664448289407626
37.694517,-0.8104,0.9973,0.028784476324088044
37.666817,-0.809683,1.3542,0.03497719992366102
37.659833,-0.781967,1.1665,0.025247821998265054
37.6518,-0.728883,0.5769,0.020534295692212053
37.68735,-0.783783,0.4939,0.02538071448604266
37.8118,-0.784483,13.3862,0.01747023459109995
37.760617,-0.8078,16.4526,0.020808511103192966
37.761783,-0.78355,14.8515,0.0130163355368293
37.748233,-0.749617,14.4718,0.009370361351304583
37.74045,-0.727117,7.145,9.194225357431505e-05
37.710417,-0.778383,18.1624,0.012839896914859613
37.718,-0.839783,17.2703,0.010835339263495471
37.694517,-0.8104,18.0257,0.016425790265202522
37.666817,-0.809683,16.6669,0.013939694087538455
37.659833,-0.781967,14.565,0.011327113749252425
37.6518,-0.728883,17.6161,0.017285997979342937
37.68735,-0.783783,17.7467,0.02067860019289785
37.74045,-0.727117,0.295,0.020279476884752512
37.74045,-0.727117,0.17,0.02687404863536358
37.8118,-0.784483,0.2386,0.032898670683304466
37.760617,-0.8078,0.3391,0.03340654344194465
37.761783,-0.78355,0.2347,0.03310428435603777
37.748233,-0.749617,0.1737,0.028799646844466526
37.710417,-0.778383,0.2924,0.03222865963147746
37.718,-0.839783,0.4127,0.040129206660721034
37.694517,-0.8104,0.3615,0.049927934176392026
37.666817,-0.809683,0.3693,0.03226260861588849
37.659833,-0.781967,0.347,0.029874145984649658
37.6518,-0.728883,0.3961,0.036172404057449765
37.68735,-0.783783,0.3276,0.037743393745687276
37.8118,-0.784483,0.3049,0.0
37.760617,-0.8078,0.328,0.008066458317140738
37.761783,-0.78355,0.2743,0.029995214194059372
37.748233,-0.749617,0.4799,0.03194906500478586
37.74045,-0.727117,0.585,0.0
37.710417,-0.778383,0.3113,0.000265228684939858
37.718,-0.839783,0.5216,0.005341140346394645
37.694517,-0.8104,0.4698,0.0
37.666817,-0.809683,0.528,0.0
37.659833,-0.781967,0.4646,0.0
37.6518,-0.728883,0.2801,0.0
37.68735,-0.783783,0.4333,0.0
37.8118,-0.784483,0.4446,0.009113738753108514
37.760617,-0.8078,0.3554,0.005584325020511945
37.761783,-0.78355,0.6864,0.016994643904682662
37.748233,-0.749617,0.7599,0.010409700399678614
37.74045,-0.727117,0.54,0.02313151438203123
37.710417,-0.778383,0.4897,0.012803906238534384
37.718,-0.839783,0.3541,0.01648880823308395
37.694517,-0.8104,0.3683,0.014050274156033993
37.666817,-0.809683,0.3683,0.012710490263998508
37.659833,-0.781967,0.5931,0.014490307101772891
37.6518,-0.728883,0.7277,0.0044382202516620355
37.68735,-0.783783,0.3675,0.009968900095878376
37.8118,-0.784483,0.1587,0.014105446610806717
37.760617,-0.8078,0.5263,0.03199644055631426
37.761783,-0.78355,1.051,0.01994819433376607
37.748233,-0.749617,1.427,0.0
37.74045,-0.727117,0.47,0.026216792460117076
37.710417,-0.778383,0.8915,0.033736942129002676
37.718,-0.839783,0.6328,0.030992278622256383
37.694517,-0.8104,0.3806,0.03442478573156728
37.666817,-0.809683,0.2742,0.02681017853319645
37.659833,-0.781967,0.3257,0.03053210944765144
37.6518,-0.728883,0.2891,0.021291619425432548
37.68735,-0.783783,0.4262,0.028062562665177718
37.8118,-0.784483,0.3492,0.013544448340932528
37.760617,-0.8078,1.2258,0.008003517623162933
37.761783,-0.78355,1.2824,0.01009095566243761
37.748233,-0.749617,1.5318,0.01641704633625017
37.74045,-0.727117,1.285,0.017886293431123097
37.710417,-0.778383,2.1163,0.00936205097888079
37.718,-0.839783,1.4272,0.028771895294388134
37.694517,-0.8104,1.6102,0.014275292089829842
37.666817,-0.809683,1.3295,0.01942370656049914
37.659833,-0.781967,1.1708,0.013135689465949932
37.6518,-0.728883,1.441,0.013576212390843365
37.68735,-0.783783,1.6781,0.010373829036123224
37.8118,-0.784483,0.293,0.012311465934746794
37.760617,-0.8078,0.3756,0.008127314866416983
37.761783,-0.78355,0.3101,0.01361439149412844
37.748233,-0.749617,0.3078,0.018341190181672573
37.74045,-0.727117,0.225,0.02431531074560351
37.710417,-0.778383,0.414,0.00921187311824825
37.718,-0.839783,0.6773,0.022781999574767217
37.694517,-0.8104,0.452,0.013061271359523138
37.666817,-0.809683,0.5787,0.030853355303406715
37.659833,-0.781967,0.5945,0.016249729475627344
37.6518,-0.728883,0.5976,0.012066852973981036
