Lat,Lon,Boya,Pixel
37.8118,-0.784483,1.2055,0.03247777765823735
37.760617,-0.8078,0.8549,0.04291111106673876
37.761783,-0.78355,0.8559,0.043988888876305685
37.748233,-0.749617,0.6627,0.03902222216129303
37.74045,-0.727117,0.415,0.042177777737379074
37.710417,-0.778383,0.2778,0.0475555554860168
37.718,-0.839783,1.1208,0.04391111060976982
37.694517,-0.8104,0.4573,0.0480666673845715
37.666817,-0.809683,0.145,0.050711110648181706
37.659833,-0.781967,0.2482,0.049055555628405675
37.6518,-0.728883,0.5752,0.05133333264125718
37.68735,-0.783783,0.1752,0.05091111072235637
37.8118,-0.784483,0.6388,0.015588888588051
37.760617,-0.8078,0.9606,0.17434444361262852
37.761783,-0.78355,0.905,0.01565555576235056
37.748233,-0.749617,0.5685,0.03369999987383684
37.74045,-0.727117,0.445,0.0392222222354677
37.710417,-0.778383,0.4183,0.020544444314307637
37.718,-0.839783,0.8986,0.017688888849483594
37.694517,-0.8104,0.6498,0.014555555664830737
37.666817,-0.809683,0.6111,0.014333333199222883
37.659833,-0.781967,0.4551,0.01448888900793261
37.6518,-0.728883,0.1782,0.3135111133257548
37.68735,-0.783783,0.4792,0.015777777569989365
37.74045,-0.727117,0.22,0.07560000071922938
37.8118,-0.784483,0.2661,0.05356666652692689
37.760617,-0.8078,0.4463,0.05094444461994701
37.761783,-0.78355,0.339,0.044744443976216845
37.748233,-0.749617,0.2316,0.045744443933169045
37.74045,-0.727117,0.72,0.048144444823265076
37.710417,-0.778383,0.3462,0.039677777638038
37.718,-0.839783,0.5733,0.044133332868417106
37.694517,-0.8104,0.5151,0.04118888907962375
37.666817,-0.809683,0.4193,0.04409999979866876
37.659833,-0.781967,0.5274,0.04288888971010844
37.6518,-0.728883,0.3112,0.03989999989668528
37.68735,-0.783783,0.6303,0.035933333138624825
37.8118,-0.784483,0.282,0.03728888928890228
37.760617,-0.8078,0.3873,0.05345555519064268
37.761783,-0.78355,0.3392,0.046488888561725616
37.748233,-0.749617,0.2881,0.03463333369129234
37.74045,-0.727117,0.15,0.046855555640326604
37.710417,-0.778383,0.3093,0.0478888890809483
37.718,-0.839783,0.5096,0.054633333451218076
37.694517,-0.8104,0.4459,0.05132222258382373
37.666817,-0.809683,0.4966,0.060400000462929405
37.659833,-0.781967,0.4527,0.0534999995595879
37.6518,-0.728883,0.3647,0.052677777492337756
37.68735,-0.783783,0.3692,0.05263333353731367
37.8118,-0.784483,0.3713,0.0457333338757356
37.760617,-0.8078,0.9685,0.05996666683091058
37.761783,-0.78355,1.0018,0.05924444397290548
37.748233,-0.749617,0.5543,0.04474444439013799
37.710417,-0.778383,0.3704,0.059977778130107455
37.718,-0.839783,1.2307,0.05618888884782791
37.694517,-0.8104,0.9973,0.05926666615737809
37.666817,-0.809683,1.3542,0.06497777667310503
37.659833,-0.781967,1.1665,0.06545555674367481
37.6518,-0.728883,0.5769,0.052888888865709305
37.68735,-0.783783,0.4939,0.06316666677594185
37.8118,-0.784483,13.3862,0.03967777805195914
37.760617,-0.8078,16.4526,0.030977777515848477
37.761783,-0.78355,14.8515,0.028433333047562175
37.748233,-0.749617,14.4718,0.036255555848280586
37.74045,-0.727117,7.145,0.13888888557751974
37.710417,-0.778383,18.1624,0.028433333254522748
37.718,-0.839783,17.2703,0.03152222248415152
37.694517,-0.8104,18.0257,0.04317777810825242
37.666817,-0.809683,16.6669,0.03334444471531444
