Date,1m,6m
2024-05-13 20:01:00,22.63171,
2024-05-13 21:01:00,22.69483,
2024-05-13 22:01:00,22.68545
2024-05-13 23:01:00,22.65772
2024-05-14 00:01:00,22.55333
2024-05-14 01:01:00,22.45211
2024-05-14 02:01:00,22.4219
2024-05-14 03:01:00,22.37958
2024-05-14 04:01:00,22.38897
2024-05-14 05:01:00,22.35608
2024-05-14 06:01:00,22.36437
2024-05-14 07:01:00,22.37363
2024-05-14 08:01:00,22.39912
2024-05-14 09:01:00,22.43723
2024-05-14 10:01:00,22.51983
2024-05-14 11:01:00,22.63532
2024-05-14 12:01:00,22.77233
2024-05-14 13:01:00,22.69994
2024-05-14 14:01:00,22.79731
2024-05-14 15:01:00,22.86352
2024-05-14 16:01:00,22.90305
2024-05-14 17:01:00,22.96236
2024-05-14 18:01:00,22.98143
2024-05-14 19:01:00,22.97717
2024-05-14 20:01:00,22.97275
2024-05-14 21:01:00,22.93906
2024-05-14 22:01:00,22.90303
2024-05-14 23:01:00,22.86868
2024-05-15 00:01:00,22.83401
2024-05-15 01:01:00,22.78474
2024-05-15 02:01:00,22.75056
2024-05-15 03:01:00,22.69729
2024-05-15 04:01:00,22.65947
2024-05-15 05:01:00,22.60178
2024-05-15 06:01:00,22.56689
2024-05-15 07:01:00,22.54578
