Date,Buoy,Latitude,Longitude,rtoa_B1,rtoa_B2,rtoa_B3,rtoa_B4,rtoa_B5,rtoa_B6,rtoa_B7,rtoa_B8,rtoa_B8A,rtoa_B9,rtoa_B10,rtoa_B11,rtoa_B12,Chl,Turbidez,dif_norm_rtoa_B2_B3,dif_inv_rtoa_B2_B3,dif_norm_rtoa_B2_B4,dif_inv_rtoa_B2_B4,dif_norm_rtoa_B2_B5,dif_inv_rtoa_B2_B5,dif_norm_rtoa_B3_B4,dif_inv_rtoa_B3_B4,dif_norm_rtoa_B3_B5,dif_inv_rtoa_B3_B5,dif_norm_rtoa_B4_B5,dif_inv_rtoa_B4_B5,dall_gitelson_rtoa_B2_B3_B4,dall_gitelson_rtoa_B2_B3_B5,dall_gitelson_rtoa_B2_B4_B3,dall_gitelson_rtoa_B2_B4_B5,dall_gitelson_rtoa_B2_B5_B3,dall_gitelson_rtoa_B2_B5_B4,dall_gitelson_rtoa_B3_B4_B2,dall_gitelson_rtoa_B3_B4_B5,dall_gitelson_rtoa_B3_B5_B2,dall_gitelson_rtoa_B3_B5_B4,dall_gitelson_rtoa_B4_B5_B2,dall_gitelson_rtoa_B4_B5_B3,dif_norm_4_bands_rtoa_B2_B3_B4_B5,dif_norm_4_bands_rtoa_B2_B4_B3_B5,dif_norm_4_bands_rtoa_B2_B5_B3_B4,dif_norm_4_bands_rtoa_B3_B4_B2_B5,dif_norm_4_bands_rtoa_B3_B5_B2_B4,dif_norm_4_bands_rtoa_B4_B5_B2_B3,dif_rel_4bands_rtoa_B2_B3_B4_B5,dif_rel_4bands_rtoa_B2_B3_B5_B4,dif_rel_4bands_rtoa_B2_B4_B3_B5,dif_rel_4bands_rtoa_B2_B4_B5_B3,dif_rel_4bands_rtoa_B2_B5_B3_B4,dif_rel_4bands_rtoa_B2_B5_B4_B3,dif_rel_4bands_rtoa_B3_B2_B4_B5,dif_rel_4bands_rtoa_B3_B2_B5_B4,dif_rel_4bands_rtoa_B3_B4_B5_B2,dif_rel_4bands_rtoa_B3_B5_B4_B2,dif_rel_4bands_rtoa_B4_B2_B5_B3,dif_rel_4bands_rtoa_B4_B3_B5_B2,sum_norm_3bands_rtoa_B2_B4_B3,sum_norm_3bands_rtoa_B3_B5_B4
2018-10-03,CTD9,4171106,693183,0.1219,0.0956,0.0756,0.0418,0.0313,0.0207,0.0205,0.015,0.0148,0.0047,0.0006,0.0058,0.0038,0.105,2.6765,0.117,-2.767,0.392,-13.463,0.507,-21.489,0.288,-10.696,0.414,-18.721,0.144,-8.025,-0.116,-0.087,-1.018,-0.421,-1.625,-0.898,-1.023,-0.335,-1.79,-0.783,-0.767,-0.607,0.274,0.503,0.548,0.266,0.322,0.061,-0.071,0.516,-0.128,1.873,1.246,2.501,-0.545,0.042,1.481,1.978,0.023,0.226,0.803,0.911
2018-10-03,CTD10,4170388,695646,0.1196,0.0864,0.06,0.0303,0.024,0.0195,0.0185,0.0141,0.0135,0.0044,0.0006,0.0048,0.0033,0.933,3.5565,0.18,-5.093,0.481,-21.429,0.565,-30.093,0.329,-16.337,0.429,-25.0,0.116,-8.663,-0.154,-0.122,-1.286,-0.514,-1.806,-0.912,-1.411,-0.392,-2.16,-0.758,-0.749,-0.52,0.486,0.668,0.691,0.269,0.308,0.043,0.178,0.648,0.351,2.451,1.62,3.095,-0.568,-0.098,1.702,2.149,-0.049,0.227,0.797,0.93
2018-10-03,CTD11,4169609,700351,0.118,0.0863,0.0588,0.03,0.0238,0.0198,0.0185,0.0146,0.014,0.0047,0.0005,0.0056,0.0041,0.5325,1.0465,0.19,-5.419,0.484,-21.746,0.568,-30.429,0.324,-16.327,0.424,-25.01,0.115,-8.683,-0.163,-0.129,-1.279,-0.518,-1.789,-0.913,-1.409,-0.389,-2.158,-0.75,-0.749,-0.511,0.511,0.682,0.704,0.262,0.301,0.043,0.207,0.674,0.406,2.472,1.666,3.116,-0.579,-0.112,1.684,2.123,-0.057,0.234,0.802,0.93
2018-10-03,CTD12,4173438,695414,0.1201,0.0897,0.0671,0.0311,0.024,0.0192,0.0181,0.0134,0.0132,0.005,0.0004,0.0037,0.0023,1.1425,2.6795,0.144,-3.755,0.485,-21.006,0.578,-30.518,0.367,-17.251,0.473,-26.764,0.129,-9.512,-0.117,-0.09,-1.41,-0.504,-2.048,-0.949,-1.547,-0.414,-2.401,-0.832,-0.853,-0.638,0.41,0.643,0.669,0.317,0.357,0.045,0.041,0.565,0.088,2.527,1.58,3.274,-0.548,-0.024,1.89,2.449,-0.011,0.196,0.77,0.928
2018-11-07,CTD1,4187246,695025,0.1276,0.0901,0.0617,0.0317,0.0263,0.0221,0.0195,0.0162,0.0146,0.0063,0.0008,0.0043,0.0031,0.619,56.1135,0.187,-5.109,0.479,-20.447,0.548,-26.924,0.321,-15.338,0.402,-21.815,0.093,-6.477,-0.162,-0.134,-1.262,-0.538,-1.661,-0.853,-1.382,-0.403,-1.966,-0.692,-0.584,-0.4,0.49,0.664,0.683,0.258,0.291,0.036,0.255,0.631,0.496,2.416,1.479,2.912,-0.521,-0.145,1.654,1.994,-0.074,0.222,0.802,0.942
2018-11-07,CTD2,4181518,693105,0.1262,0.0914,0.0613,0.0291,0.024,0.021,0.0173,0.0144,0.0123,0.0063,0.0007,0.0025,0.0017,0.469,1.2255,0.197,-5.372,0.517,-23.423,0.584,-30.726,0.356,-18.051,0.437,-25.353,0.096,-7.302,-0.156,-0.129,-1.436,-0.562,-1.883,-0.894,-1.65,-0.433,-2.317,-0.738,-0.667,-0.448,0.567,0.73,0.746,0.279,0.31,0.033,0.279,0.666,0.587,2.749,1.702,3.334,-0.542,-0.154,1.844,2.236,-0.073,0.212,0.789,0.944
2018-11-07,CTD3,4181698,695238,0.1255,0.0904,0.0598,0.0286,0.0233,0.0194,0.0168,0.0132,0.0122,0.0054,0.0007,0.0021,0.0015,0.923,1.124,0.204,-5.66,0.519,-23.903,0.59,-31.857,0.353,-18.243,0.439,-26.196,0.102,-7.953,-0.162,-0.132,-1.429,-0.557,-1.905,-0.911,-1.649,-0.425,-2.368,-0.749,-0.719,-0.476,0.59,0.744,0.759,0.274,0.307,0.035,0.284,0.697,0.594,2.771,1.789,3.402,-0.566,-0.153,1.833,2.25,-0.073,0.221,0.792,0.94
2018-11-07,CTD4,4180266,698264,0.1254,0.0881,0.0564,0.0285,0.0226,0.0186,0.0174,0.0132,0.0126,0.0059,0.0005,0.0023,0.0012,1.267,0.8835,0.219,-6.38,0.511,-23.737,0.592,-32.897,0.329,-17.357,0.428,-26.517,0.115,-9.16,-0.182,-0.144,-1.339,-0.536,-1.855,-0.938,-1.529,-0.392,-2.336,-0.756,-0.807,-0.517,0.62,0.754,0.771,0.252,0.29,0.041,0.301,0.769,0.596,2.691,1.919,3.393,-0.621,-0.153,1.722,2.172,-0.077,0.249,0.807,0.931
2018-11-07,CTD5,4179450,700268,0.1308,0.1004,0.0697,0.0279,0.0226,0.0189,0.0161,0.0131,0.0114,0.0054,0.0007,0.0019,0.0014,0.601,0.566,0.18,-4.387,0.565,-25.882,0.633,-34.288,0.428,-21.495,0.51,-29.901,0.105,-8.405,-0.122,-0.099,-1.804,-0.585,-2.39,-0.957,-2.158,-0.486,-3.002,-0.834,-0.844,-0.586,0.608,0.785,0.797,0.34,0.367,0.031,0.206,0.63,0.514,3.274,1.944,4.042,-0.54,-0.116,2.273,2.806,-0.046,0.175,0.754,0.946
2018-11-07,CTD6,4176009,695829,0.1267,0.0941,0.0662,0.0297,0.0239,0.0193,0.0164,0.0127,0.012,0.0057,0.0008,0.0018,0.001,1.458,1.319,0.174,-4.479,0.52,-23.043,0.595,-31.214,0.381,-18.564,0.469,-26.735,0.108,-8.171,-0.133,-0.107,-1.525,-0.551,-2.066,-0.927,-1.747,-0.444,-2.516,-0.794,-0.769,-0.541,0.521,0.715,0.732,0.309,0.342,0.036,0.179,0.617,0.398,2.807,1.708,3.489,-0.539,-0.101,1.975,2.454,-0.045,0.195,0.772,0.94
2018-11-07,CTD7,4176724,690397,0.124,0.0874,0.0575,0.0285,0.0238,0.0206,0.0174,0.0138,0.0132,0.006,0.0005,0.0024,0.0018,0.414,1.684,0.206,-5.95,0.508,-23.646,0.572,-30.575,0.337,-17.696,0.415,-24.626,0.09,-6.929,-0.17,-0.142,-1.36,-0.563,-1.758,-0.871,-1.547,-0.421,-2.152,-0.702,-0.606,-0.398,0.572,0.724,0.74,0.261,0.291,0.032,0.323,0.685,0.651,2.653,1.655,3.177,-0.54,-0.177,1.745,2.09,-0.088,0.223,0.8,0.945
2018-11-07,CTD8,4174178,693048,0.1309,0.1008,0.0741,0.0335,0.026,0.0197,0.0173,0.0133,0.0122,0.0052,0.0007,0.002,0.0011,1.0395,2.366,0.153,-3.575,0.501,-19.93,0.59,-28.541,0.377,-16.355,0.481,-24.966,0.126,-8.611,-0.12,-0.093,-1.477,-0.518,-2.115,-0.956,-1.649,-0.425,-2.517,-0.836,-0.868,-0.638,0.449,0.672,0.695,0.32,0.358,0.043,0.072,0.584,0.159,2.658,1.665,3.425,-0.553,-0.041,1.954,2.518,-0.019,0.194,0.768,0.93
2018-11-07,CTD9,4171106,693183,0.1274,0.1002,0.0758,0.0396,0.0285,0.0196,0.0175,0.0136,0.0124,0.0054,0.0005,0.0038,0.0024,0.204,4.5305,0.139,-3.213,0.433,-15.272,0.557,-25.108,0.314,-12.06,0.453,-21.895,0.163,-9.835,-0.127,-0.092,-1.158,-0.435,-1.903,-0.994,-1.208,-0.344,-2.194,-0.867,-0.985,-0.746,0.358,0.581,0.621,0.281,0.338,0.063,-0.068,0.602,-0.129,2.154,1.602,2.993,-0.633,0.037,1.63,2.264,0.019,0.238,0.794,0.904
2018-11-07,CTD10,4170388,695646,0.1238,0.0876,0.0576,0.0282,0.0227,0.0189,0.0162,0.0127,0.0117,0.0054,0.0004,0.0024,0.0015,0.9485,2.3665000000000003,0.207,-5.946,0.513,-24.045,0.588,-32.637,0.343,-18.1,0.435,-26.692,0.108,-8.592,-0.168,-0.135,-1.385,-0.546,-1.88,-0.92,-1.586,-0.411,-2.338,-0.753,-0.753,-0.495,0.589,0.74,0.756,0.267,0.301,0.038,0.279,0.716,0.569,2.712,1.816,3.369,-0.585,-0.147,1.783,2.216,-0.072,0.23,0.798,0.936
2018-11-07,CTD11,4169609,700351,0.1223,0.0881,0.058,0.0279,0.0226,0.0179,0.0156,0.0125,0.0112,0.0054,0.0007,0.0028,0.0016,1.1535,2.8200000000000003,0.206,-5.891,0.519,-24.492,0.592,-32.897,0.35,-18.601,0.439,-27.006,0.105,-8.405,-0.164,-0.133,-1.421,-0.554,-1.908,-0.918,-1.639,-0.42,-2.379,-0.753,-0.741,-0.488,0.596,0.747,0.763,0.272,0.305,0.036,0.284,0.709,0.591,2.768,1.819,3.417,-0.576,-0.152,1.822,2.25,-0.073,0.225,0.794,0.938
2018-11-07,CTD12,4173438,695414,0.1246,0.0908,0.0624,0.0282,0.0225,0.0192,0.0168,0.0134,0.012,0.0052,0.0005,0.002,0.0014,0.944,1.0945,0.185,-5.012,0.526,-24.448,0.603,-33.431,0.377,-19.435,0.47,-28.419,0.112,-8.983,-0.141,-0.113,-1.526,-0.55,-2.086,-0.943,-1.765,-0.437,-2.58,-0.801,-0.816,-0.561,0.56,0.737,0.754,0.302,0.335,0.037,0.202,0.657,0.447,2.859,1.823,3.584,-0.566,-0.111,1.965,2.463,-0.05,0.204,0.777,0.937
2019-03-12,CTD1,4187246,695025,0.1294,0.0949,0.0689,0.0387,0.0319,0.0271,0.0264,0.0205,0.0201,0.0075,0.0008,0.0072,0.005,0.1644999999999999,0.671,0.159,-3.976,0.421,-15.302,0.497,-20.811,0.281,-11.326,0.367,-16.834,0.096,-5.508,-0.154,-0.127,-1.054,-0.488,-1.434,-0.805,-1.075,-0.361,-1.598,-0.651,-0.523,-0.38,0.368,0.558,0.586,0.238,0.277,0.042,0.164,0.553,0.292,1.989,1.195,2.413,-0.487,-0.098,1.444,1.752,-0.055,0.226,0.816,0.937
2019-03-12,CTD2,4181518,693105,0.1296,0.0984,0.0703,0.0345,0.0281,0.0251,0.0232,0.0183,0.0174,0.0067,0.0006,0.0055,0.0032,0.508,1.3584999999999998,0.167,-4.062,0.481,-18.823,0.556,-25.425,0.342,-14.761,0.429,-21.362,0.102,-6.602,-0.14,-0.114,-1.323,-0.529,-1.787,-0.877,-1.452,-0.415,-2.102,-0.737,-0.65,-0.464,0.449,0.649,0.671,0.283,0.318,0.038,0.172,0.585,0.35,2.452,1.464,3.011,-0.513,-0.1,1.752,2.151,-0.049,0.205,0.788,0.939
2019-03-12,CTD3,4181698,695238,0.1287,0.0972,0.0693,0.0337,0.0277,0.0234,0.0217,0.0178,0.0173,0.0065,0.0007,0.0053,0.0033,0.49,0.9635,0.168,-4.142,0.485,-19.386,0.556,-25.813,0.346,-15.244,0.429,-21.671,0.098,-6.427,-0.14,-0.115,-1.343,-0.537,-1.789,-0.87,-1.482,-0.422,-2.106,-0.73,-0.625,-0.445,0.454,0.655,0.675,0.285,0.318,0.036,0.186,0.581,0.382,2.485,1.453,3.023,-0.504,-0.109,1.771,2.155,-0.053,0.201,0.786,0.942
2019-03-12,CTD4,4180266,698264,0.1256,0.0905,0.0606,0.0318,0.0269,0.0231,0.0209,0.0168,0.0158,0.0064,0.0006,0.0055,0.0033,0.3195,0.6275,0.198,-5.452,0.48,-20.397,0.542,-26.125,0.312,-14.945,0.385,-20.673,0.083,-5.728,-0.173,-0.147,-1.236,-0.549,-1.583,-0.831,-1.353,-0.402,-1.871,-0.657,-0.518,-0.347,0.509,0.671,0.688,0.245,0.276,0.032,0.311,0.647,0.593,2.402,1.459,2.84,-0.513,-0.176,1.608,1.901,-0.093,0.228,0.809,0.947
2019-03-12,CTD5,4179450,700268,0.1307,0.1051,0.0788,0.0322,0.0254,0.0224,0.0209,0.0168,0.016,0.0067,0.0006,0.0056,0.0041,0.209,0.609,0.143,-3.176,0.531,-21.541,0.611,-29.855,0.42,-18.366,0.512,-26.68,0.118,-8.314,-0.102,-0.081,-1.697,-0.547,-2.353,-0.961,-1.93,-0.466,-2.804,-0.859,-0.874,-0.655,0.457,0.7,0.718,0.357,0.389,0.037,0.066,0.545,0.162,2.942,1.691,3.729,-0.518,-0.039,2.206,2.796,-0.016,0.167,0.747,0.939
2019-03-12,CTD6,4176009,695829,0.1259,0.0942,0.0668,0.0311,0.0256,0.0226,0.0205,0.0161,0.0151,0.0062,0.0006,0.0049,0.0031,0.3355,0.7795000000000001,0.17,-4.354,0.504,-21.539,0.573,-28.447,0.365,-17.184,0.446,-24.092,0.097,-6.908,-0.135,-0.111,-1.439,-0.551,-1.9,-0.885,-1.619,-0.44,-2.27,-0.749,-0.651,-0.461,0.483,0.683,0.701,0.298,0.329,0.034,0.195,0.587,0.42,2.646,1.532,3.214,-0.506,-0.114,1.876,2.279,-0.053,0.194,0.778,0.944
2019-03-12,CTD7,4176724,690397,0.1249,0.0904,0.0621,0.0318,0.0265,0.0227,0.0211,0.0165,0.016,0.0063,0.0008,0.0047,0.0027,0.258,1.153,0.186,-5.041,0.48,-20.385,0.547,-26.674,0.323,-15.343,0.402,-21.633,0.091,-6.289,-0.16,-0.134,-1.266,-0.54,-1.656,-0.848,-1.387,-0.407,-1.956,-0.688,-0.569,-0.391,0.485,0.661,0.681,0.259,0.291,0.035,0.256,0.622,0.499,2.416,1.458,2.899,-0.513,-0.146,1.66,1.992,-0.075,0.219,0.801,0.944
2019-03-12,CTD8,4174178,693048,0.1231,0.0888,0.0611,0.0299,0.0246,0.0209,0.0192,0.0152,0.0143,0.006,0.0005,0.0042,0.0026,0.2665,0.8455,0.185,-5.105,0.496,-22.184,0.566,-29.389,0.343,-17.078,0.426,-24.284,0.097,-7.206,-0.153,-0.126,-1.355,-0.546,-1.796,-0.879,-1.517,-0.42,-2.156,-0.726,-0.64,-0.44,0.508,0.687,0.705,0.275,0.307,0.035,0.238,0.631,0.486,2.567,1.566,3.12,-0.527,-0.135,1.766,2.147,-0.066,0.212,0.792,0.942
2019-03-12,CTD9,4171106,693183,0.1282,0.1036,0.0842,0.05,0.0376,0.0222,0.0215,0.0171,0.0158,0.0065,0.0006,0.0061,0.0041,0.155,0.54,0.103,-2.224,0.349,-10.347,0.467,-16.943,0.255,-8.124,0.383,-14.719,0.142,-6.596,-0.111,-0.084,-0.871,-0.389,-1.427,-0.847,-0.842,-0.305,-1.525,-0.736,-0.683,-0.555,0.221,0.44,0.492,0.242,0.303,0.066,-0.099,0.478,-0.167,1.625,1.071,2.161,-0.517,0.061,1.321,1.757,0.036,0.231,0.818,0.908
2019-03-12,CTD10,4170388,695646,0.1233,0.0889,0.0611,0.0319,0.0266,0.0231,0.0213,0.0174,0.0173,0.0069,0.0006,0.0066,0.0058,0.323,0.6855,0.185,-5.118,0.472,-20.099,0.539,-26.345,0.314,-14.981,0.393,-21.227,0.091,-6.246,-0.163,-0.136,-1.228,-0.535,-1.61,-0.84,-1.332,-0.399,-1.887,-0.677,-0.555,-0.382,0.475,0.65,0.67,0.253,0.286,0.035,0.256,0.621,0.49,2.351,1.427,2.82,-0.512,-0.147,1.616,1.938,-0.077,0.223,0.805,0.943
2019-03-12,CTD11,4169609,700351,0.1242,0.0903,0.0627,0.033,0.0273,0.0238,0.0223,0.0175,0.0175,0.0069,0.0006,0.0071,0.0054,0.224,0.753,0.18,-4.875,0.465,-19.229,0.536,-25.556,0.31,-14.354,0.393,-20.681,0.095,-6.327,-0.161,-0.133,-1.206,-0.525,-1.602,-0.843,-1.296,-0.392,-1.868,-0.682,-0.571,-0.397,0.458,0.637,0.658,0.253,0.287,0.037,0.231,0.613,0.44,2.301,1.408,2.781,-0.514,-0.133,1.598,1.931,-0.07,0.224,0.806,0.94
2019-03-12,CTD12,4173438,695414,0.1272,0.0989,0.073,0.033,0.0264,0.0224,0.0209,0.0164,0.0157,0.0062,0.0006,0.0052,0.0033,0.3185,0.984,0.151,-3.587,0.5,-20.192,0.579,-27.768,0.377,-16.604,0.469,-24.18,0.111,-7.576,-0.118,-0.095,-1.474,-0.533,-2.027,-0.916,-1.642,-0.438,-2.391,-0.798,-0.749,-0.553,0.436,0.663,0.684,0.319,0.353,0.038,0.105,0.555,0.232,2.635,1.534,3.294,-0.512,-0.062,1.945,2.431,-0.028,0.185,0.767,0.938
2019-06-25,CTD1,4187246,695025,0.1613,0.139,0.1203,0.1016,0.0963,0.093,0.0954,0.0876,0.0925,0.0215,0.001,0.0769,0.0618,1.3405,1.061,0.072,-1.118,0.155,-2.648,0.181,-3.19,0.084,-1.53,0.111,-2.072,0.027,-0.542,-0.114,-0.108,-0.319,-0.255,-0.384,-0.324,-0.213,-0.147,-0.288,-0.21,-0.075,-0.065,0.094,0.173,0.192,0.079,0.1,0.02,0.1,0.208,0.119,0.568,0.259,0.599,-0.19,-0.082,0.491,0.518,-0.07,0.152,0.928,0.976
2019-06-25,CTD2,4181518,693105,0.1598,0.1367,0.1178,0.0985,0.0918,0.0898,0.0901,0.0847,0.0897,0.0208,0.001,0.0741,0.0572,2.6585,1.5405,0.074,-1.174,0.162,-2.837,0.196,-3.578,0.089,-1.663,0.124,-2.404,0.035,-0.741,-0.116,-0.108,-0.334,-0.26,-0.421,-0.352,-0.227,-0.153,-0.329,-0.237,-0.101,-0.087,0.099,0.182,0.208,0.084,0.111,0.026,0.087,0.228,0.105,0.609,0.293,0.653,-0.211,-0.07,0.524,0.563,-0.059,0.165,0.924,0.969
2019-06-25,CTD3,4181698,695238,0.1568,0.1327,0.1119,0.0922,0.0868,0.0846,0.0855,0.0777,0.0827,0.0198,0.0009,0.0693,0.0548,2.9325,1.4595,0.085,-1.401,0.18,-3.31,0.209,-3.985,0.097,-1.909,0.126,-2.584,0.03,-0.675,-0.129,-0.122,-0.37,-0.287,-0.446,-0.367,-0.253,-0.166,-0.343,-0.238,-0.09,-0.076,0.116,0.204,0.225,0.09,0.112,0.022,0.124,0.244,0.15,0.664,0.315,0.705,-0.219,-0.098,0.56,0.594,-0.081,0.17,0.919,0.974
2019-06-25,CTD4,4180266,698264,0.1545,0.1308,0.1088,0.0905,0.0824,0.0806,0.0812,0.0756,0.0786,0.019,0.0008,0.0644,0.0509,2.979,1.2675,0.092,-1.546,0.182,-3.404,0.227,-4.491,0.092,-1.859,0.138,-2.945,0.047,-1.086,-0.14,-0.127,-0.37,-0.281,-0.489,-0.406,-0.243,-0.153,-0.385,-0.266,-0.142,-0.118,0.127,0.211,0.243,0.086,0.119,0.034,0.104,0.292,0.125,0.688,0.385,0.756,-0.266,-0.079,0.572,0.628,-0.065,0.202,0.924,0.959
2019-06-25,CTD5,4179450,700268,0.1644,0.1445,0.1241,0.0931,0.0869,0.085,0.0878,0.0812,0.0842,0.0204,0.0008,0.0709,0.0557,0.234,0.724,0.076,-1.138,0.216,-3.821,0.249,-4.587,0.143,-2.683,0.176,-3.449,0.034,-0.766,-0.106,-0.099,-0.474,-0.332,-0.569,-0.427,-0.388,-0.233,-0.498,-0.321,-0.111,-0.095,0.113,0.244,0.265,0.134,0.157,0.023,0.093,0.231,0.124,0.852,0.33,0.913,-0.213,-0.075,0.732,0.784,-0.056,0.149,0.885,0.971
2019-06-25,CTD6,4176009,695829,0.1559,0.1325,0.1107,0.0914,0.0849,0.0819,0.0823,0.0765,0.0798,0.0191,0.0008,0.0666,0.0522,3.3255,1.607,0.09,-1.486,0.184,-3.394,0.219,-4.231,0.095,-1.907,0.132,-2.745,0.037,-0.838,-0.136,-0.126,-0.376,-0.288,-0.468,-0.387,-0.253,-0.162,-0.364,-0.251,-0.111,-0.093,0.124,0.21,0.236,0.089,0.115,0.027,0.12,0.268,0.146,0.683,0.349,0.735,-0.241,-0.093,0.57,0.614,-0.077,0.185,0.921,0.968
2019-06-25,CTD7,4176724,690397,0.1605,0.1366,0.116,0.0953,0.0883,0.0873,0.0871,0.0815,0.0859,0.0205,0.0008,0.0707,0.057,1.7945,1.978,0.082,-1.3,0.178,-3.173,0.215,-4.004,0.098,-1.872,0.136,-2.704,0.038,-0.832,-0.124,-0.115,-0.368,-0.28,-0.465,-0.382,-0.256,-0.165,-0.369,-0.258,-0.114,-0.096,0.112,0.202,0.229,0.092,0.119,0.028,0.098,0.251,0.12,0.672,0.33,0.725,-0.23,-0.077,0.571,0.616,-0.064,0.175,0.918,0.967
2019-06-25,CTD8,4174178,693048,0.1602,0.1374,0.1163,0.0963,0.0893,0.0879,0.0889,0.0825,0.0865,0.0204,0.0008,0.0718,0.0569,2.012,1.472,0.083,-1.32,0.176,-3.106,0.212,-3.92,0.094,-1.786,0.131,-2.6,0.038,-0.814,-0.127,-0.118,-0.361,-0.277,-0.456,-0.378,-0.245,-0.159,-0.357,-0.25,-0.112,-0.095,0.114,0.2,0.226,0.088,0.116,0.028,0.103,0.254,0.124,0.659,0.331,0.711,-0.232,-0.081,0.558,0.601,-0.067,0.178,0.921,0.967
2019-06-25,CTD9,4171106,693183,0.1593,0.1418,0.1279,0.1022,0.0924,0.0837,0.0847,0.0776,0.0815,0.0194,0.0008,0.0668,0.0523,0.486,2.038,0.052,-0.766,0.162,-2.733,0.211,-3.77,0.112,-1.966,0.161,-3.004,0.05,-1.038,-0.078,-0.071,-0.349,-0.252,-0.482,-0.385,-0.279,-0.182,-0.426,-0.307,-0.147,-0.133,0.071,0.18,0.215,0.11,0.145,0.036,0.003,0.205,0.003,0.665,0.283,0.736,-0.204,-0.002,0.6,0.663,-0.002,0.147,0.905,0.957
2019-06-25,CTD10,4170388,695646,0.1585,0.1354,0.116,0.0931,0.0859,0.0834,0.0846,0.0787,0.081,0.0197,0.0006,0.0676,0.0527,1.9455,1.3605,0.077,-1.235,0.185,-3.356,0.224,-4.256,0.11,-2.12,0.149,-3.021,0.04,-0.9,-0.115,-0.106,-0.389,-0.288,-0.494,-0.396,-0.287,-0.182,-0.409,-0.281,-0.122,-0.104,0.108,0.21,0.237,0.103,0.132,0.029,0.083,0.245,0.104,0.714,0.33,0.774,-0.227,-0.066,0.612,0.663,-0.053,0.168,0.909,0.966
2019-06-25,CTD11,4169609,700351,0.1642,0.1351,0.1162,0.099,0.0911,0.0906,0.0925,0.0803,0.0925,0.023,0.0008,0.0755,0.0627,1.7405,1.5385,0.075,-1.204,0.154,-2.699,0.195,-3.575,0.08,-1.495,0.121,-2.371,0.042,-0.876,-0.119,-0.11,-0.314,-0.246,-0.415,-0.354,-0.202,-0.136,-0.32,-0.235,-0.118,-0.102,0.099,0.174,0.204,0.076,0.107,0.031,0.076,0.242,0.089,0.581,0.309,0.631,-0.227,-0.06,0.499,0.543,-0.051,0.178,0.932,0.963
2019-06-25,CTD12,4173438,695414,0.1582,0.1348,0.1145,0.094,0.0876,0.085,0.0862,0.0799,0.0829,0.0199,0.0007,0.0691,0.056,2.373,1.457,0.081,-1.315,0.178,-3.22,0.212,-3.997,0.098,-1.905,0.133,-2.682,0.035,-0.777,-0.124,-0.115,-0.369,-0.282,-0.458,-0.376,-0.257,-0.167,-0.362,-0.252,-0.105,-0.089,0.112,0.202,0.226,0.092,0.118,0.026,0.104,0.245,0.127,0.669,0.321,0.718,-0.224,-0.083,0.568,0.61,-0.068,0.171,0.918,0.969
2019-07-10,CTD1,4187246,695025,0.1343,0.1069,0.0864,0.0604,0.0534,0.0488,0.0498,0.0452,0.0452,0.0117,0.0008,0.0327,0.0239,0.667,4.411,0.106,-2.22,0.278,-7.202,0.334,-9.372,0.177,-4.982,0.236,-7.153,0.062,-2.17,-0.134,-0.119,-0.622,-0.385,-0.81,-0.566,-0.533,-0.266,-0.765,-0.432,-0.232,-0.188,0.18,0.333,0.364,0.162,0.197,0.036,0.106,0.353,0.152,1.152,0.571,1.303,-0.323,-0.076,0.931,1.053,-0.053,0.2,0.865,0.952
2019-07-10,CTD2,4181518,693105,0.1428,0.1186,0.0968,0.0727,0.0656,0.0629,0.0636,0.058,0.0597,0.0145,0.0009,0.0461,0.0358,1.012,0.97,0.101,-1.899,0.24,-5.323,0.288,-6.812,0.142,-3.425,0.192,-4.913,0.051,-1.489,-0.138,-0.125,-0.515,-0.349,-0.659,-0.495,-0.406,-0.225,-0.583,-0.357,-0.177,-0.144,0.158,0.283,0.313,0.131,0.163,0.033,0.117,0.323,0.156,0.954,0.476,1.057,-0.292,-0.086,0.778,0.863,-0.065,0.198,0.888,0.958
2019-07-10,CTD3,4181698,695238,0.1427,0.1185,0.0964,0.0726,0.0649,0.0619,0.0625,0.0572,0.059,0.0146,0.0008,0.0459,0.0362,1.329,1.13,0.103,-1.935,0.24,-5.335,0.292,-6.97,0.141,-3.401,0.195,-5.035,0.056,-1.634,-0.14,-0.126,-0.514,-0.346,-0.672,-0.506,-0.403,-0.221,-0.597,-0.366,-0.194,-0.158,0.161,0.285,0.317,0.13,0.165,0.036,0.111,0.335,0.147,0.959,0.498,1.073,-0.305,-0.08,0.78,0.873,-0.061,0.205,0.889,0.954
2019-07-10,CTD4,4180266,698264,0.1348,0.1085,0.0851,0.0596,0.0524,0.0485,0.0484,0.0457,0.0452,0.012,0.0008,0.0338,0.025,1.174,2.703,0.121,-2.534,0.291,-7.562,0.349,-9.867,0.176,-5.028,0.238,-7.333,0.064,-2.305,-0.151,-0.133,-0.644,-0.396,-0.84,-0.588,-0.545,-0.263,-0.796,-0.437,-0.25,-0.196,0.209,0.356,0.388,0.158,0.195,0.037,0.138,0.396,0.196,1.205,0.643,1.37,-0.353,-0.095,0.945,1.075,-0.066,0.217,0.868,0.95
