Date,Buoy,Latitude,Longitude,rtoa_B1,rtoa_B2,rtoa_B3,rtoa_B4,rtoa_B5,rtoa_B6,rtoa_B7,rtoa_B8,rtoa_B8A,rtoa_B9,rtoa_B10,rtoa_B11,rtoa_B12,Chl,Turbidez,dif_norm_rtoa_B2_B3,dif_inv_rtoa_B2_B3,dif_norm_rtoa_B2_B4,dif_inv_rtoa_B2_B4,dif_norm_rtoa_B2_B5,dif_inv_rtoa_B2_B5,dif_norm_rtoa_B3_B4,dif_inv_rtoa_B3_B4,dif_norm_rtoa_B3_B5,dif_inv_rtoa_B3_B5,dif_norm_rtoa_B4_B5,dif_inv_rtoa_B4_B5,dall_gitelson_rtoa_B2_B3_B4,dall_gitelson_rtoa_B2_B3_B5,dall_gitelson_rtoa_B2_B4_B3,dall_gitelson_rtoa_B2_B4_B5,dall_gitelson_rtoa_B2_B5_B3,dall_gitelson_rtoa_B2_B5_B4,dall_gitelson_rtoa_B3_B4_B2,dall_gitelson_rtoa_B3_B4_B5,dall_gitelson_rtoa_B3_B5_B2,dall_gitelson_rtoa_B3_B5_B4,dall_gitelson_rtoa_B4_B5_B2,dall_gitelson_rtoa_B4_B5_B3,dif_norm_4_bands_rtoa_B2_B3_B4_B5,dif_norm_4_bands_rtoa_B2_B4_B3_B5,dif_norm_4_bands_rtoa_B2_B5_B3_B4,dif_norm_4_bands_rtoa_B3_B4_B2_B5,dif_norm_4_bands_rtoa_B3_B5_B2_B4,dif_norm_4_bands_rtoa_B4_B5_B2_B3,dif_rel_4bands_rtoa_B2_B3_B4_B5,dif_rel_4bands_rtoa_B2_B3_B5_B4,dif_rel_4bands_rtoa_B2_B4_B3_B5,dif_rel_4bands_rtoa_B2_B4_B5_B3,dif_rel_4bands_rtoa_B2_B5_B3_B4,dif_rel_4bands_rtoa_B2_B5_B4_B3,dif_rel_4bands_rtoa_B3_B2_B4_B5,dif_rel_4bands_rtoa_B3_B2_B5_B4,dif_rel_4bands_rtoa_B3_B4_B5_B2,dif_rel_4bands_rtoa_B3_B5_B4_B2,dif_rel_4bands_rtoa_B4_B2_B5_B3,dif_rel_4bands_rtoa_B4_B3_B5_B2,sum_norm_3bands_rtoa_B2_B4_B3,sum_norm_3bands_rtoa_B3_B5_B4
2016-08-09,CTD1,4187246,695025,0.1166,0.088,0.0712,0.0431,0.0373,0.0259,0.024,0.0213,0.0192,0.0065,0.0005,0.0092,0.0075,10.865,6.835,0.106,-2.681,0.342,-11.838,0.405,-15.446,0.246,-9.157,0.312,-12.765,0.072,-3.608,-0.116,-0.1,-0.843,-0.442,-1.1,-0.666,-0.806,-0.342,-1.123,-0.55,-0.317,-0.257,0.209,0.414,0.444,0.224,0.259,0.036,0.08,0.371,0.133,1.518,0.707,1.754,-0.346,-0.056,1.228,1.419,-0.034,0.181,0.823,0.949
2016-08-09,CTD2,4181518,693105,0.1218,0.0929,0.0705,0.0486,0.0418,0.0342,0.0327,0.029,0.0281,0.0088,0.0007,0.0175,0.0145,11.75,4.805,0.137,-3.42,0.313,-9.812,0.379,-13.159,0.184,-6.392,0.256,-9.739,0.075,-3.347,-0.166,-0.143,-0.692,-0.41,-0.928,-0.64,-0.594,-0.267,-0.905,-0.473,-0.311,-0.236,0.248,0.394,0.429,0.163,0.203,0.042,0.155,0.458,0.225,1.319,0.772,1.533,-0.404,-0.101,1.001,1.163,-0.07,0.239,0.866,0.943
2016-08-09,CTD3,4181698,695238,0.1208,0.0933,0.0698,0.0485,0.0416,0.0348,0.033,0.0298,0.0282,0.0088,0.0007,0.0186,0.0149,12.155,3.9,0.144,-3.609,0.316,-9.9,0.383,-13.32,0.18,-6.292,0.253,-9.712,0.077,-3.42,-0.175,-0.15,-0.691,-0.412,-0.93,-0.646,-0.587,-0.262,-0.906,-0.471,-0.319,-0.239,0.261,0.402,0.437,0.158,0.199,0.042,0.171,0.479,0.246,1.328,0.804,1.548,-0.418,-0.11,0.993,1.158,-0.076,0.249,0.869,0.942
2016-08-09,CTD4,4180266,698264,0.1283,0.0948,0.073,0.0516,0.0454,0.0386,0.0379,0.0326,0.0313,0.0107,0.0005,0.0195,0.0145,8.03,3.595,0.13,-3.15,0.295,-8.831,0.352,-11.478,0.172,-5.681,0.233,-8.328,0.064,-2.647,-0.163,-0.143,-0.645,-0.401,-0.838,-0.592,-0.539,-0.258,-0.789,-0.43,-0.251,-0.193,0.225,0.365,0.396,0.153,0.189,0.037,0.162,0.419,0.229,1.215,0.673,1.381,-0.367,-0.11,0.936,1.064,-0.078,0.228,0.872,0.95
2016-08-09,CTD5,4179450,700268,0.1245,0.1001,0.076,0.0414,0.0354,0.0326,0.03,0.0273,0.0266,0.0082,0.0007,0.0172,0.0146,0.2475,0.1275,0.137,-3.168,0.415,-14.165,0.477,-18.259,0.295,-10.997,0.364,-15.091,0.078,-4.094,-0.131,-0.112,-1.077,-0.501,-1.388,-0.756,-1.101,-0.389,-1.511,-0.625,-0.41,-0.311,0.314,0.527,0.551,0.255,0.287,0.034,0.148,0.462,0.271,1.952,0.992,2.283,-0.41,-0.096,1.482,1.733,-0.052,0.191,0.804,0.949
2016-08-09,CTD6,4176009,695829,0.1171,0.0881,0.065,0.0413,0.0349,0.028,0.0259,0.0237,0.0221,0.007,0.0006,0.0127,0.0095,11.08,4.58,0.151,-4.034,0.362,-12.862,0.433,-17.303,0.223,-8.828,0.301,-13.269,0.084,-4.44,-0.167,-0.141,-0.836,-0.449,-1.125,-0.715,-0.778,-0.308,-1.169,-0.548,-0.391,-0.289,0.303,0.468,0.5,0.193,0.233,0.042,0.172,0.51,0.271,1.596,0.951,1.889,-0.446,-0.107,1.178,1.394,-0.068,0.239,0.845,0.94
2016-08-09,CTD7,4176724,690397,0.1219,0.095,0.0755,0.0526,0.0454,0.0357,0.0349,0.031,0.0302,0.0088,0.0007,0.0193,0.0151,12.465,5.89,0.114,-2.719,0.287,-8.485,0.353,-11.5,0.179,-5.766,0.249,-8.781,0.073,-3.015,-0.143,-0.123,-0.641,-0.385,-0.868,-0.605,-0.548,-0.262,-0.834,-0.462,-0.286,-0.228,0.199,0.351,0.387,0.163,0.204,0.042,0.1,0.395,0.143,1.205,0.657,1.396,-0.364,-0.068,0.957,1.109,-0.048,0.219,0.866,0.944
2016-08-09,CTD8,4174178,693048,0.1178,0.0889,0.0686,0.0414,0.0344,0.0264,0.0245,0.0226,0.0201,0.0069,0.0005,0.0117,0.0085,13.48,6.195,0.129,-3.329,0.365,-12.906,0.442,-17.821,0.247,-9.577,0.332,-14.493,0.092,-4.915,-0.138,-0.115,-0.885,-0.444,-1.223,-0.738,-0.851,-0.329,-1.288,-0.6,-0.437,-0.337,0.268,0.461,0.495,0.221,0.262,0.044,0.092,0.465,0.153,1.646,0.927,1.981,-0.432,-0.059,1.27,1.528,-0.036,0.217,0.827,0.936
2016-08-09,CTD9,4171106,693183,0.123,0.0984,0.0838,0.0577,0.0494,0.0373,0.0355,0.032,0.0309,0.0093,0.0005,0.0213,0.0162,3.66,6.2,0.08,-1.771,0.261,-7.168,0.332,-10.08,0.184,-5.398,0.258,-8.31,0.077,-2.912,-0.102,-0.087,-0.601,-0.354,-0.845,-0.582,-0.531,-0.267,-0.818,-0.479,-0.287,-0.244,0.136,0.306,0.346,0.177,0.22,0.046,0.006,0.318,0.009,1.116,0.54,1.303,-0.316,-0.005,0.95,1.11,-0.003,0.187,0.857,0.941
2016-08-09,CTD10,4170388,695646,0.1199,0.0926,0.0743,0.0491,0.0411,0.0327,0.033,0.0283,0.0267,0.0084,0.0006,0.0166,0.0138,10.3,4.22,0.11,-2.66,0.307,-9.567,0.385,-13.532,0.204,-6.908,0.288,-10.872,0.089,-3.964,-0.131,-0.109,-0.711,-0.393,-1.005,-0.664,-0.64,-0.284,-1.007,-0.534,-0.367,-0.295,0.203,0.377,0.417,0.188,0.234,0.048,0.052,0.409,0.078,1.333,0.74,1.592,-0.392,-0.035,1.069,1.278,-0.023,0.217,0.849,0.935
2016-08-09,CTD11,4169609,700351,0.1245,0.0924,0.0732,0.0489,0.0413,0.0345,0.0337,0.0273,0.0299,0.0093,0.0005,0.0196,0.016,9.11,3.73,0.116,-2.839,0.308,-9.627,0.382,-13.391,0.199,-6.789,0.279,-10.552,0.084,-3.763,-0.139,-0.117,-0.705,-0.398,-0.98,-0.655,-0.627,-0.28,-0.975,-0.516,-0.348,-0.275,0.213,0.38,0.419,0.182,0.226,0.046,0.078,0.418,0.117,1.325,0.74,1.569,-0.392,-0.052,1.05,1.243,-0.035,0.221,0.853,0.938
2016-08-09,CTD12,4173438,695414,0.1192,0.0917,0.0715,0.0457,0.0384,0.0309,0.0297,0.0263,0.0256,0.0077,0.0005,0.0148,0.0124,9.51,4.235,0.124,-3.081,0.335,-10.977,0.41,-15.137,0.22,-7.896,0.301,-12.056,0.087,-4.16,-0.141,-0.118,-0.785,-0.422,-1.082,-0.692,-0.724,-0.303,-1.106,-0.551,-0.381,-0.297,0.24,0.419,0.455,0.198,0.241,0.045,0.092,0.442,0.145,1.47,0.823,1.749,-0.41,-0.061,1.146,1.364,-0.039,0.22,0.842,0.938
2016-09-08,CTD1,4187246,695025,0.1222,0.0927,0.0743,0.0501,0.0442,0.0353,0.0352,0.0293,0.0293,0.0086,0.0007,0.017,0.0124,20.94,4.93,0.11,-2.671,0.298,-9.173,0.354,-11.837,0.195,-6.501,0.254,-9.165,0.063,-2.664,-0.134,-0.118,-0.682,-0.405,-0.879,-0.593,-0.603,-0.287,-0.85,-0.459,-0.247,-0.198,0.195,0.359,0.39,0.177,0.211,0.035,0.114,0.365,0.169,1.255,0.614,1.423,-0.332,-0.081,1.006,1.141,-0.054,0.197,0.855,0.953
2016-09-08,CTD2,4181518,693105,0.1193,0.0889,0.0688,0.0436,0.0371,0.0301,0.0287,0.0244,0.0246,0.0078,0.0007,0.0125,0.0089,15.345,4.12,0.127,-3.286,0.342,-11.687,0.411,-15.706,0.224,-8.401,0.299,-12.419,0.081,-4.018,-0.143,-0.122,-0.804,-0.434,-1.081,-0.685,-0.747,-0.312,-1.104,-0.541,-0.357,-0.276,0.249,0.428,0.461,0.2,0.239,0.041,0.117,0.441,0.185,1.5,0.818,1.763,-0.401,-0.077,1.161,1.364,-0.049,0.216,0.84,0.942
2016-09-08,CTD3,4181698,695238,0.1178,0.0865,0.0658,0.0404,0.0343,0.0274,0.0258,0.0213,0.022,0.0072,0.0005,0.0098,0.0071,13.84,3.74,0.136,-3.637,0.363,-13.192,0.432,-17.594,0.239,-9.555,0.315,-13.957,0.082,-4.402,-0.147,-0.125,-0.868,-0.452,-1.158,-0.711,-0.826,-0.328,-1.207,-0.564,-0.381,-0.29,0.277,0.461,0.492,0.21,0.248,0.04,0.137,0.466,0.223,1.62,0.893,1.908,-0.417,-0.088,1.232,1.451,-0.054,0.217,0.833,0.943
2016-09-08,CTD4,4180266,698264,0.1196,0.0897,0.0671,0.0441,0.0378,0.031,0.0305,0.0256,0.0252,0.0075,0.0005,0.0143,0.011,13.55,3.37,0.144,-3.755,0.341,-11.527,0.407,-15.307,0.207,-7.773,0.279,-11.552,0.077,-3.779,-0.166,-0.142,-0.773,-0.436,-1.027,-0.675,-0.697,-0.294,-1.036,-0.509,-0.339,-0.254,0.276,0.435,0.467,0.18,0.219,0.04,0.17,0.48,0.259,1.471,0.851,1.716,-0.419,-0.109,1.1,1.283,-0.072,0.236,0.853,0.943
2016-09-08,CTD5,4179450,700268,0.1238,0.0961,0.0734,0.0404,0.0357,0.0324,0.0309,0.0267,0.0268,0.0081,0.0006,0.0161,0.012,1.105,0.09,0.134,-3.218,0.408,-14.347,0.458,-17.605,0.29,-11.128,0.346,-14.387,0.062,-3.259,-0.13,-0.115,-1.053,-0.512,-1.292,-0.711,-1.069,-0.397,-1.383,-0.581,-0.313,-0.239,0.298,0.511,0.531,0.25,0.276,0.028,0.178,0.426,0.323,1.892,0.875,2.141,-0.368,-0.12,1.445,1.636,-0.066,0.179,0.805,0.959
2016-09-08,CTD6,4176009,695829,0.1166,0.0863,0.0645,0.0403,0.034,0.0272,0.025,0.0209,0.0211,0.0072,0.0005,0.0094,0.007,13.9,4.24,0.145,-3.916,0.363,-13.226,0.435,-17.824,0.231,-9.31,0.31,-13.908,0.085,-4.598,-0.158,-0.133,-0.853,-0.45,-1.15,-0.718,-0.803,-0.317,-1.2,-0.56,-0.397,-0.297,0.293,0.467,0.499,0.201,0.241,0.042,0.153,0.494,0.244,1.614,0.938,1.913,-0.438,-0.096,1.207,1.43,-0.06,0.231,0.84,0.94
2016-09-08,CTD7,4176724,690397,0.1202,0.0898,0.0703,0.0448,0.0377,0.0308,0.03,0.0246,0.0252,0.0072,0.0005,0.0121,0.0083,15.895,4.49,0.122,-3.089,0.334,-11.186,0.409,-15.389,0.222,-8.097,0.302,-12.3,0.086,-4.204,-0.138,-0.116,-0.786,-0.422,-1.082,-0.689,-0.727,-0.305,-1.105,-0.551,-0.377,-0.296,0.236,0.417,0.453,0.2,0.242,0.044,0.089,0.436,0.14,1.468,0.813,1.745,-0.405,-0.059,1.149,1.366,-0.037,0.217,0.841,0.938
2016-09-08,CTD9,4171106,693183,0.1213,0.0932,0.0792,0.0542,0.0465,0.0354,0.035,0.0298,0.0297,0.0083,0.0005,0.0174,0.0126,3.8,5.55,0.081,-1.897,0.265,-7.721,0.334,-10.776,0.187,-5.824,0.26,-8.879,0.076,-3.055,-0.103,-0.088,-0.611,-0.359,-0.853,-0.584,-0.543,-0.271,-0.828,-0.481,-0.285,-0.242,0.139,0.31,0.35,0.179,0.222,0.045,0.011,0.319,0.016,1.132,0.543,1.32,-0.316,-0.008,0.962,1.122,-0.006,0.185,0.855,0.942
2016-09-08,CTD10,4170388,695646,0.1201,0.0913,0.0748,0.0487,0.0424,0.0324,0.0316,0.0261,0.0259,0.008,0.0005,0.0138,0.0099,14.865,4.9,0.099,-2.416,0.304,-9.581,0.366,-12.632,0.211,-7.165,0.276,-10.216,0.069,-3.051,-0.118,-0.102,-0.717,-0.406,-0.945,-0.615,-0.654,-0.304,-0.933,-0.498,-0.279,-0.228,0.181,0.363,0.396,0.195,0.231,0.038,0.072,0.35,0.111,1.308,0.617,1.502,-0.329,-0.051,1.072,1.231,-0.033,0.187,0.843,0.949
2016-09-08,CTD11,4169609,700351,0.1194,0.0905,0.0722,0.0469,0.0402,0.0331,0.0317,0.0266,0.0276,0.0085,0.0006,0.0159,0.0116,13.7,4.68,0.112,-2.801,0.317,-10.272,0.385,-13.826,0.212,-7.472,0.285,-11.025,0.077,-3.554,-0.131,-0.113,-0.742,-0.413,-0.998,-0.648,-0.676,-0.3,-0.998,-0.517,-0.322,-0.257,0.21,0.388,0.422,0.194,0.233,0.041,0.087,0.396,0.134,1.373,0.712,1.602,-0.369,-0.059,1.095,1.278,-0.039,0.205,0.844,0.944
2016-09-08,CTD12,4173438,695414,0.1188,0.0886,0.0686,0.0444,0.0378,0.0307,0.0291,0.0242,0.0245,0.0078,0.0006,0.0125,0.0101,13.025,3.94,0.127,-3.291,0.332,-11.236,0.402,-15.168,0.214,-7.945,0.289,-11.878,0.08,-3.933,-0.146,-0.124,-0.771,-0.425,-1.041,-0.673,-0.704,-0.3,-1.052,-0.527,-0.348,-0.27,0.243,0.415,0.45,0.191,0.232,0.042,0.117,0.44,0.181,1.444,0.799,1.697,-0.4,-0.077,1.118,1.314,-0.05,0.221,0.846,0.942
2017-06-30,CTD1,4187246,695025,0.1269,0.1038,0.0837,0.0479,0.0396,0.0323,0.0305,0.0285,0.0256,0.0102,0.0011,0.0168,0.0123,0.9715,3.2245,0.107,-2.314,0.368,-11.243,0.448,-15.619,0.272,-8.929,0.358,-13.305,0.095,-4.376,-0.111,-0.092,-0.941,-0.445,-1.307,-0.748,-0.927,-0.354,-1.381,-0.637,-0.454,-0.366,0.23,0.453,0.488,0.25,0.291,0.044,0.031,0.413,0.053,1.694,0.874,2.049,-0.403,-0.02,1.366,1.652,-0.012,0.191,0.809,0.937
2017-06-30,CTD2,4181518,693105,0.1399,0.1201,0.1002,0.0714,0.0635,0.0599,0.0581,0.0569,0.0528,0.0197,0.0011,0.0439,0.0357,0.9365,1.9865,0.09,-1.654,0.254,-5.679,0.308,-7.422,0.168,-4.026,0.224,-5.768,0.059,-1.742,-0.118,-0.105,-0.569,-0.361,-0.744,-0.53,-0.483,-0.256,-0.693,-0.412,-0.209,-0.175,0.148,0.297,0.33,0.157,0.192,0.036,0.074,0.309,0.104,1.048,0.488,1.179,-0.29,-0.055,0.875,0.983,-0.039,0.184,0.869,0.954
2017-06-30,CTD3,4181698,695238,0.1405,0.1194,0.0957,0.0713,0.0654,0.0623,0.0632,0.0601,0.0585,0.021,0.001,0.0474,0.0392,1.5154999999999998,1.1755,0.11,-2.074,0.252,-5.65,0.292,-6.915,0.146,-3.576,0.188,-4.841,0.043,-1.265,-0.148,-0.136,-0.541,-0.37,-0.662,-0.493,-0.427,-0.234,-0.578,-0.345,-0.151,-0.121,0.173,0.299,0.323,0.132,0.159,0.027,0.157,0.33,0.211,0.991,0.483,1.081,-0.289,-0.116,0.794,0.866,-0.086,0.197,0.887,0.965
2017-06-30,CTD4,4180266,698264,0.1411,0.1201,0.0994,0.0706,0.064,0.0602,0.0595,0.0574,0.0562,0.02,0.0009,0.0447,0.0366,1.512,1.803,0.094,-1.734,0.26,-5.838,0.305,-7.299,0.169,-4.104,0.217,-5.565,0.049,-1.461,-0.122,-0.111,-0.58,-0.374,-0.725,-0.515,-0.493,-0.263,-0.668,-0.393,-0.175,-0.145,0.154,0.303,0.33,0.156,0.186,0.03,0.105,0.302,0.148,1.057,0.469,1.166,-0.275,-0.079,0.875,0.965,-0.056,0.177,0.869,0.961
2017-06-30,CTD5,4179450,700268,0.1329,0.1148,0.0897,0.0563,0.0519,0.0481,0.0493,0.0476,0.0427,0.0149,0.0008,0.0344,0.0261,0.496,0.587,0.123,-2.437,0.342,-9.051,0.377,-10.557,0.229,-6.614,0.267,-8.12,0.041,-1.506,-0.137,-0.127,-0.812,-0.47,-0.947,-0.594,-0.759,-0.343,-0.932,-0.457,-0.173,-0.135,0.232,0.413,0.431,0.2,0.221,0.022,0.195,0.358,0.311,1.46,0.619,1.584,-0.303,-0.14,1.141,1.238,-0.088,0.176,0.837,0.97
2017-06-30,CTD6,4176009,695829,0.1479,0.126,0.1069,0.0806,0.0739,0.0704,0.0706,0.0666,0.0683,0.0239,0.0008,0.0549,0.0458,1.854,2.3865,0.082,-1.418,0.22,-4.47,0.261,-5.595,0.14,-3.052,0.183,-4.177,0.043,-1.125,-0.114,-0.105,-0.478,-0.33,-0.598,-0.451,-0.385,-0.226,-0.526,-0.337,-0.142,-0.12,0.124,0.251,0.278,0.132,0.16,0.029,0.088,0.262,0.117,0.872,0.379,0.951,-0.242,-0.068,0.74,0.807,-0.052,0.167,0.887,0.964
2017-06-30,CTD7,4176724,690397,0.1512,0.1366,0.1209,0.0861,0.0778,0.0725,0.0724,0.0681,0.0675,0.0242,0.001,0.0548,0.0451,1.552,3.572,0.061,-0.951,0.227,-4.294,0.274,-5.533,0.168,-3.343,0.217,-4.582,0.051,-1.239,-0.082,-0.074,-0.519,-0.334,-0.669,-0.476,-0.457,-0.26,-0.626,-0.395,-0.169,-0.15,0.096,0.254,0.284,0.162,0.194,0.032,0.023,0.226,0.033,0.943,0.352,1.044,-0.222,-0.019,0.835,0.924,-0.013,0.143,0.865,0.96
2017-06-30,CTD8,4174178,693048,0.1499,0.1306,0.1118,0.083,0.0767,0.0722,0.0732,0.0687,0.0689,0.0245,0.0011,0.0571,0.0468,0.9935,2.3335,0.078,-1.288,0.223,-4.391,0.26,-5.381,0.148,-3.104,0.186,-4.093,0.039,-0.99,-0.107,-0.099,-0.491,-0.337,-0.602,-0.447,-0.405,-0.238,-0.535,-0.34,-0.129,-0.111,0.118,0.253,0.277,0.139,0.164,0.026,0.086,0.244,0.116,0.887,0.356,0.96,-0.226,-0.068,0.76,0.822,-0.051,0.155,0.881,0.968
2017-06-30,CTD9,4171106,693183,0.1552,0.1417,0.1282,0.1015,0.0887,0.0762,0.0759,0.0723,0.0711,0.0246,0.001,0.0582,0.0477,0.4625,6.8325000000000005,0.05,-0.743,0.165,-2.795,0.23,-4.217,0.116,-2.052,0.182,-3.474,0.067,-1.422,-0.075,-0.066,-0.358,-0.248,-0.541,-0.428,-0.291,-0.182,-0.492,-0.353,-0.201,-0.182,0.071,0.185,0.231,0.116,0.162,0.047,-0.039,0.231,-0.049,0.704,0.334,0.806,-0.24,0.031,0.637,0.729,0.024,0.166,0.901,0.944
2017-06-30,CTD10,4170388,695646,0.149,0.1288,0.1055,0.0821,0.0774,0.0734,0.073,0.0693,0.0702,0.0245,0.0008,0.0583,0.0476,0.7235,1.833,0.099,-1.715,0.221,-4.416,0.249,-5.156,0.125,-2.702,0.154,-3.441,0.029,-0.74,-0.141,-0.133,-0.466,-0.342,-0.544,-0.423,-0.348,-0.209,-0.443,-0.283,-0.095,-0.078,0.146,0.255,0.274,0.113,0.133,0.02,0.16,0.278,0.206,0.835,0.379,0.886,-0.242,-0.124,0.684,0.726,-0.096,0.177,0.9,0.975
2017-06-30,CTD11,4169609,700351,0.1653,0.1385,0.1204,0.0992,0.0951,0.0926,0.0937,0.0829,0.0933,0.0325,0.0012,0.0774,0.0661,1.1375,1.193,0.07,-1.085,0.165,-2.86,0.186,-3.295,0.097,-1.775,0.117,-2.21,0.021,-0.435,-0.108,-0.103,-0.344,-0.272,-0.397,-0.327,-0.246,-0.169,-0.306,-0.219,-0.06,-0.052,0.093,0.182,0.198,0.091,0.106,0.016,0.107,0.192,0.13,0.606,0.243,0.632,-0.174,-0.089,0.527,0.55,-0.074,0.137,0.918,0.981
2017-06-30,CTD12,4173438,695414,0.1496,0.1288,0.1102,0.0843,0.0773,0.0718,0.0729,0.0679,0.0689,0.0244,0.0009,0.0568,0.0482,1.5275,2.4005,0.078,-1.31,0.209,-4.098,0.25,-5.173,0.133,-2.788,0.175,-3.862,0.043,-1.074,-0.11,-0.101,-0.452,-0.317,-0.57,-0.436,-0.359,-0.216,-0.497,-0.326,-0.138,-0.118,0.115,0.237,0.265,0.126,0.154,0.029,0.078,0.252,0.102,0.826,0.359,0.901,-0.235,-0.061,0.707,0.771,-0.047,0.165,0.892,0.964
2018-02-20,CTD1,4187246,695025,0.1509,0.1155,0.0949,0.0757,0.0762,0.0775,0.0829,0.0711,0.0875,0.0411,0.0133,0.0853,0.0871,3.2845,2.7605,0.098,-1.879,0.208,-4.552,0.205,-4.465,0.113,-2.673,0.109,-2.586,-0.003,0.087,-0.142,-0.143,-0.432,-0.347,-0.424,-0.338,-0.309,-0.204,-0.299,-0.196,0.01,0.008,0.136,0.233,0.23,0.1,0.098,-0.002,0.224,0.21,0.28,0.723,0.262,0.718,-0.172,-0.185,0.594,0.59,-0.148,0.138,0.909,1.003
2018-02-20,CTD2,4181518,693105,0.1416,0.1113,0.0885,0.059,0.0558,0.0562,0.0577,0.053,0.0547,0.0259,0.0109,0.0526,0.0472,4.5120000000000005,3.075,0.114,-2.315,0.307,-7.964,0.332,-8.936,0.2,-5.65,0.227,-6.622,0.028,-0.972,-0.137,-0.129,-0.705,-0.444,-0.791,-0.527,-0.629,-0.315,-0.737,-0.391,-0.108,-0.086,0.199,0.362,0.376,0.177,0.192,0.016,0.2,0.312,0.3,1.256,0.495,1.328,-0.262,-0.151,0.999,1.056,-0.1,0.165,0.852,0.978
2018-02-20,CTD3,4181698,695238,0.1309,0.0988,0.0749,0.0401,0.0349,0.031,0.0279,0.0249,0.0221,0.0088,0.0035,0.0134,0.0081,3.695,3.5145,0.138,-3.23,0.423,-14.816,0.478,-18.532,0.303,-11.587,0.364,-15.302,0.069,-3.716,-0.13,-0.113,-1.11,-0.517,-1.388,-0.743,-1.145,-0.404,-1.512,-0.614,-0.367,-0.278,0.319,0.535,0.556,0.26,0.288,0.03,0.17,0.449,0.318,1.998,0.963,2.296,-0.391,-0.112,1.515,1.74,-0.06,0.182,0.8,0.955
2018-02-20,CTD4,4180266,698264,0.1226,0.0901,0.0666,0.0318,0.026,0.0209,0.0189,0.0148,0.015,0.0055,0.0007,0.0038,0.002,3.478,2.0715,0.15,-3.916,0.478,-20.348,0.552,-27.363,0.354,-16.432,0.438,-23.447,0.1,-7.015,-0.125,-0.102,-1.355,-0.529,-1.822,-0.87,-1.48,-0.427,-2.113,-0.746,-0.632,-0.467,0.407,0.63,0.651,0.3,0.333,0.037,0.13,0.535,0.272,2.443,1.371,2.988,-0.484,-0.078,1.806,2.209,-0.037,0.189,0.778,0.941
2018-02-20,CTD5,4179450,700268,0.1265,0.0975,0.0711,0.0275,0.0214,0.0181,0.016,0.0123,0.0111,0.005,0.0006,0.0028,0.0019,0.546,0.933,0.157,-3.808,0.56,-26.107,0.64,-36.473,0.442,-22.299,0.537,-32.664,0.125,-10.365,-0.105,-0.081,-1.856,-0.559,-2.593,-1.003,-2.174,-0.477,-3.185,-0.898,-1.011,-0.737,0.54,0.757,0.772,0.367,0.398,0.036,0.086,0.593,0.223,3.244,1.971,4.169,-0.556,-0.049,2.366,3.04,-0.019,0.167,0.741,0.938
2018-02-20,CTD6,4176009,695829,0.1225,0.09,0.0676,0.0324,0.0261,0.0206,0.0188,0.0147,0.0143,0.0054,0.0006,0.0036,0.0025,7.4525,2.633,0.142,-3.682,0.471,-19.753,0.55,-27.203,0.352,-16.071,0.443,-23.521,0.108,-7.45,-0.119,-0.096,-1.335,-0.516,-1.839,-0.881,-1.446,-0.419,-2.117,-0.762,-0.67,-0.504,0.383,0.615,0.639,0.303,0.339,0.04,0.09,0.526,0.188,2.392,1.362,2.969,-0.49,-0.054,1.796,2.23,-0.026,0.189,0.777,0.937
2018-02-20,CTD7,4176724,690397,0.129,0.096,0.0754,0.0396,0.0346,0.0304,0.0293,0.0234,0.0245,0.01,0.0027,0.0151,0.0113,2.675,2.5185,0.12,-2.846,0.416,-14.836,0.47,-18.485,0.311,-11.99,0.371,-15.639,0.067,-3.649,-0.113,-0.098,-1.119,-0.513,-1.394,-0.732,-1.151,-0.415,-1.501,-0.619,-0.35,-0.275,0.278,0.513,0.534,0.274,0.301,0.029,0.129,0.399,0.245,1.965,0.871,2.249,-0.359,-0.088,1.544,1.767,-0.046,0.165,0.791,0.957
2018-02-20,CTD8,4174178,693048,0.1271,0.0953,0.0747,0.0367,0.0305,0.026,0.0233,0.0201,0.0187,0.0091,0.0029,0.01,0.0074,3.108,4.0265,0.121,-2.894,0.444,-16.755,0.515,-22.294,0.341,-13.861,0.42,-19.4,0.092,-5.539,-0.106,-0.088,-1.252,-0.511,-1.665,-0.818,-1.321,-0.423,-1.849,-0.712,-0.528,-0.414,0.307,0.557,0.582,0.302,0.335,0.036,0.072,0.445,0.148,2.188,1.089,2.633,-0.419,-0.047,1.715,2.064,-0.023,0.171,0.776,0.944
2018-02-20,CTD9,4171106,693183,0.1278,0.1017,0.0867,0.0491,0.0398,0.0246,0.0228,0.0176,0.0173,0.0061,0.0006,0.0057,0.0033,0.6809999999999999,11.009,0.08,-1.701,0.349,-10.534,0.437,-15.293,0.277,-8.833,0.371,-13.592,0.105,-4.759,-0.084,-0.068,-0.913,-0.419,-1.326,-0.751,-0.898,-0.352,-1.382,-0.667,-0.484,-0.413,0.169,0.416,0.456,0.266,0.311,0.049,-0.061,0.362,-0.107,1.612,0.789,1.989,-0.381,0.042,1.374,1.696,0.024,0.175,0.8,0.932
