Date,Buoy,Latitude,Longitude,rhow_B1,rhow_B2,rhow_B3,rhow_B4,rhow_B5,rhow_B6,rhow_B7,rhow_B8,rhown_B1,rhown_B2,rhown_B3,rhown_B4,rhown_B5,rhown_B6,Band_15,Band_16,Chl
2017-06-30,CTD1,4187246,695025,0.0137856,0.027497182,0.046204355,0.01157814,0.008428933,0.0023177671,0.0022438774,0.0008891755,0.013713298,0.027634006,0.045923997,0.011522852,0.00850755,0.0022659737,0.1902468,0.0,1.13
2017-06-30,CTD2,4181518,693105,0.00715896,0.015184122,0.022196712,0.0047429833,0.0028392284,0.00075556024,0.0007388904,0.00029079345,0.0071091005,0.01539363,0.022173017,0.0047310423,0.0030648913,0.0007370876,0.009159206,0.0,0.6
2017-06-30,CTD3,4181698,695238,0.014753919,0.022910388,0.03270006,0.010330496,0.0077150157,0.0021414128,0.002081424,0.00082800246,0.014662619,0.023037,0.03273293,0.010300096,0.007753518,0.0021156187,0.21083026,0.0,1.24
2017-06-30,CTD4,4180266,698264,0.017000033,0.026202045,0.04214056,0.012631095,0.010067157,0.002718594,0.0025802485,0.0010050182,0.016736204,0.026217168,0.042270653,0.012582259,0.009738293,0.0025942666,0.26488405,0.0,1.17
2017-06-30,CTD6,4176009,695829,0.024919594,0.03375136,0.04908613,0.015537795,0.011373982,0.0029777116,0.002815603,0.0010791881,0.024468705,0.033737052,0.049534455,0.015492811,0.0110948915,0.0028342623,0.30567616,0.0,1.44
2017-06-30,CTD7,4176724,690397,0.026663989,0.038815834,0.05493893,0.01461361,0.010521165,0.0027119408,0.0025905168,0.0009928945,0.026488122,0.038683675,0.055273674,0.014613894,0.010358801,0.0026135163,0.28293642,0.0,0.6
2017-06-30,CTD8,4174178,693048,0.015544436,0.027863108,0.044584505,0.012044677,0.008495532,0.0022504206,0.0021724585,0.00084656815,0.015392407,0.02784078,0.04460036,0.012032447,0.008553887,0.0021867764,0.19627011,0.0,0.7
2017-06-30,CTD10,4170388,695646,0.016212951,0.02544736,0.034855157,0.009887233,0.006803235,0.0018946587,0.001797146,0.0007075337,0.016053272,0.02566987,0.03494395,0.009821676,0.0069528637,0.0017928464,0.14699721,0.0,0.665
2017-06-30,CTD11,4169609,700351,0.007408971,0.016878452,0.028843127,0.008751727,0.0063231606,0.0016905457,0.0016473205,0.00065343414,0.007313051,0.017051004,0.0288849,0.008735067,0.006383138,0.0016929886,0.13567168,-1.1e-44,1.175
2017-06-30,CTD12,4173438,695414,0.022062257,0.03215271,0.05188566,0.019719828,0.016537774,0.004512341,0.0043188334,0.0016128935,0.021690758,0.032037597,0.052378267,0.019719565,0.015759086,0.004425364,0.45655692,0.0,1.275
