Date,Buoy,Latitude,Longitude,rhown_B1,rhown_B2,rhown_B3,rhown_B4,rhown_B5,rhown_B6,Chl,Turbidez,dif_norm_rhown_B2_B3,dif_inv_rhown_B2_B3,dif_norm_rhown_B2_B4,dif_inv_rhown_B2_B4,dif_norm_rhown_B2_B5,dif_inv_rhown_B2_B5,dif_norm_rhown_B3_B4,dif_inv_rhown_B3_B4,dif_norm_rhown_B3_B5,dif_inv_rhown_B3_B5,dif_norm_rhown_B4_B5,dif_inv_rhown_B4_B5,dall_gitelson_rhown_B2_B3_B4,dall_gitelson_rhown_B2_B3_B5,dall_gitelson_rhown_B2_B4_B3,dall_gitelson_rhown_B2_B4_B5,dall_gitelson_rhown_B2_B5_B3,dall_gitelson_rhown_B2_B5_B4,dall_gitelson_rhown_B3_B4_B2,dall_gitelson_rhown_B3_B4_B5,dall_gitelson_rhown_B3_B5_B2,dall_gitelson_rhown_B3_B5_B4,dall_gitelson_rhown_B4_B5_B2,dall_gitelson_rhown_B4_B5_B3,dif_norm_4_bands_rhown_B2_B3_B4_B5,dif_norm_4_bands_rhown_B2_B4_B3_B5,dif_norm_4_bands_rhown_B2_B5_B3_B4,dif_norm_4_bands_rhown_B3_B4_B2_B5,dif_norm_4_bands_rhown_B3_B5_B2_B4,dif_norm_4_bands_rhown_B4_B5_B2_B3,dif_rel_4bands_rhown_B2_B3_B4_B5,dif_rel_4bands_rhown_B2_B3_B5_B4,dif_rel_4bands_rhown_B2_B4_B3_B5,dif_rel_4bands_rhown_B2_B4_B5_B3,dif_rel_4bands_rhown_B2_B5_B3_B4,dif_rel_4bands_rhown_B2_B5_B4_B3,dif_rel_4bands_rhown_B3_B2_B4_B5,dif_rel_4bands_rhown_B3_B2_B5_B4,dif_rel_4bands_rhown_B3_B4_B5_B2,dif_rel_4bands_rhown_B3_B5_B4_B2,dif_rel_4bands_rhown_B4_B2_B5_B3,dif_rel_4bands_rhown_B4_B3_B5_B2,sum_norm_3bands_rhown_B2_B4_B3,sum_norm_3bands_rhown_B3_B5_B4
2018-10-03,CTD10,4170388,695646,0.007328441,0.011628228,0.017560389,0.0047211763,0.0032521181,0.00080899417,0.865,0.916,-0.203,29.051,0.422,-125.814,0.563,-221.494,0.576,-154.865,0.687,-250.546,0.184,-95.68,0.137,0.094,-2.209,-0.409,-3.89,-1.046,-1.801,-0.504,-2.913,-1.183,-1.113,-1.68,-0.744,0.332,0.376,0.863,0.875,0.05,-0.79,-0.027,-2.937,2.278,-0.144,3.307,0.058,0.821,3.44,4.994,0.221,-0.011,0.56,0.934
2018-10-03,CTD11,4169609,700351,0.006552854,0.010639935,0.015634011,0.0038853532,0.0026429305,0.0006527816,0.5385,1.1405,-0.19,30.022,0.465,-163.391,0.602,-284.382,0.602,-193.414,0.711,-314.405,0.19,-120.991,0.117,0.079,-2.554,-0.432,-4.446,-1.105,-2.058,-0.511,-3.345,-1.222,-1.287,-1.892,-0.765,0.37,0.41,0.884,0.894,0.047,-0.79,0.0,-3.177,2.569,0.002,3.777,-0.001,0.789,3.775,5.55,0.196,0.0,0.553,0.936
2018-10-03,CTD12,4173438,695414,0.010710201,0.018167721,0.027042981,0.005038039,0.0033712522,0.00082526554,1.0375,2.2985,-0.196,18.065,0.566,-143.447,0.687,-241.583,0.686,-161.512,0.778,-259.648,0.198,-98.136,0.091,0.061,-3.879,-0.484,-6.533,-1.217,-2.934,-0.544,-4.717,-1.308,-1.783,-2.654,-1.055,0.432,0.461,1.022,1.02,0.037,-0.823,0.003,-4.416,3.481,0.021,5.203,-0.006,0.819,5.182,7.744,0.153,0.001,0.513,0.948
2018-11-07,CTD1,4187246,695025,0.0051062074,0.00807754,0.013207883,0.00416693,0.002880636,0.00071583054,0.7264999999999999,0.4115,-0.241,48.088,0.319,-116.185,0.474,-223.345,0.52,-164.272,0.642,-271.433,0.183,-107.161,0.2,0.139,-1.535,-0.335,-2.95,-0.931,-1.327,-0.473,-2.193,-1.131,-0.866,-1.415,-0.728,0.243,0.299,0.825,0.843,0.06,-0.835,-0.08,-2.647,1.72,-0.366,2.489,0.189,0.944,2.813,4.069,0.298,-0.041,0.575,0.926
2018-11-07,CTD2,4181518,693105,0.006714099,0.0109534,0.014949323,0.0029108378,0.0019333552,0.00047127157,0.4055,0.6465000000000001,-0.154,24.403,0.58,-252.248,0.7,-425.94,0.674,-276.651,0.771,-450.343,0.202,-173.692,0.071,0.047,-3.771,-0.488,-6.368,-1.24,-3.03,-0.535,-4.933,-1.311,-1.903,-2.597,-0.825,0.476,0.505,0.934,0.939,0.038,-0.773,0.069,-3.969,3.634,0.53,5.471,-0.141,0.701,4.959,7.467,0.136,0.018,0.535,0.945
2018-11-07,CTD3,4181698,695238,0.006115953,0.0096414015,0.013255654,0.0031248934,0.0020906238,0.0005108935,1.0085000000000002,0.4685,-0.158,28.28,0.51,-216.292,0.644,-374.607,0.618,-244.571,0.728,-402.887,0.198,-158.315,0.088,0.059,-2.867,-0.452,-4.966,-1.171,-2.358,-0.511,-3.884,-1.259,-1.526,-2.099,-0.693,0.425,0.461,0.864,0.875,0.045,-0.767,0.058,-3.255,2.928,0.37,4.376,-0.12,0.706,4.025,6.016,0.166,0.019,0.558,0.937
2018-11-07,CTD4,4180266,698264,0.0059130173,0.0086992355,0.0106259305,0.0029621217,0.0019779436,0.00048644326,1.0925,0.6599999999999999,-0.1,20.843,0.492,-222.643,0.63,-390.623,0.564,-243.486,0.686,-411.466,0.199,-167.98,0.062,0.041,-2.366,-0.44,-4.151,-1.157,-2.118,-0.482,-3.579,-1.219,-1.461,-1.785,-0.39,0.455,0.495,0.718,0.742,0.051,-0.679,0.151,-2.435,2.751,0.811,4.119,-0.276,0.554,3.36,5.032,0.154,0.051,0.603,0.928
2018-11-07,CTD5,4179450,700268,0.01604926,0.024607839,0.028296575,0.004077571,0.0026054217,0.00063372956,0.5249999999999999,0.4075,-0.07,5.297,0.716,-204.607,0.809,-343.178,0.748,-209.904,0.831,-348.475,0.22,-138.571,0.022,0.014,-5.79,-0.533,-9.711,-1.399,-5.165,-0.547,-8.575,-1.421,-3.41,-3.921,-0.552,0.664,0.68,0.89,0.896,0.028,-0.695,0.231,-4.826,5.943,2.505,9.301,-0.415,0.511,6.834,10.695,0.074,0.038,0.542,0.955
2018-11-07,CTD6,4176009,695829,0.009314221,0.015630169,0.02231739,0.0041976273,0.002779551,0.0006726908,1.0445,1.344,-0.176,19.171,0.577,-174.251,0.698,-295.792,0.683,-193.422,0.778,-314.962,0.203,-121.541,0.08,0.053,-3.889,-0.484,-6.601,-1.242,-3.023,-0.538,-4.923,-1.322,-1.9,-2.712,-0.958,0.456,0.485,0.984,0.985,0.037,-0.81,0.038,-4.306,3.599,0.307,5.435,-0.082,0.766,5.139,7.761,0.144,0.01,0.523,0.947
2018-11-07,CTD7,4176724,690397,0.0041406215,0.006635382,0.009243755,0.0022252265,0.0014776818,0.0003626384,0.345,0.524,-0.164,42.526,0.498,-298.685,0.636,-526.028,0.612,-341.211,0.724,-568.555,0.202,-227.343,0.095,0.063,-2.761,-0.441,-4.862,-1.171,-2.264,-0.504,-3.773,-1.265,-1.509,-2.102,-0.704,0.411,0.45,0.865,0.876,0.047,-0.788,0.054,-3.274,2.822,0.336,4.25,-0.113,0.729,3.931,5.92,0.176,0.018,0.558,0.935
2018-11-07,CTD8,4174178,693048,0.018582523,0.028794974,0.040929027,0.007552584,0.0049244734,0.0011839723,0.875,2.4145,-0.174,10.296,0.584,-97.677,0.708,-168.339,0.688,-107.972,0.785,-178.635,0.211,-70.662,0.078,0.051,-3.998,-0.481,-6.89,-1.271,-3.109,-0.532,-5.144,-1.349,-2.035,-2.892,-0.973,0.463,0.492,0.99,0.991,0.038,-0.83,0.052,-4.499,3.692,0.428,5.663,-0.112,0.769,5.248,8.049,0.142,0.014,0.521,0.946
2018-11-07,CTD9,4171106,693183,0.011854961,0.021184457,0.041442506,0.013596205,0.009832054,0.0024582362,,,-0.323,23.075,0.218,-26.346,0.366,-54.504,0.506,-49.42,0.616,-77.578,0.161,-28.158,0.314,0.227,-1.092,-0.259,-2.259,-0.741,-1.047,-0.486,-1.643,-1.055,-0.597,-1.167,-0.865,0.148,0.206,0.898,0.909,0.06,-0.872,-0.212,-2.657,1.321,-0.893,1.827,0.573,1.233,2.584,3.573,0.405,-0.136,0.555,0.932
2018-11-07,CTD10,4170388,695646,0.005043212,0.008019663,0.011144999,0.0025035155,0.0016647025,0.00040581822,0.8740000000000001,1.5755,-0.163,34.967,0.524,-274.745,0.656,-476.014,0.633,-309.712,0.74,-510.982,0.201,-201.27,0.088,0.058,-3.062,-0.457,-5.305,-1.192,-2.484,-0.516,-4.098,-1.279,-1.614,-2.243,-0.75,0.431,0.466,0.892,0.901,0.044,-0.784,0.055,-3.492,3.054,0.366,4.593,-0.114,0.725,4.244,6.383,0.163,0.017,0.549,0.939
2018-11-07,CTD11,4169609,700351,0.0043880916,0.0075869025,0.013399937,0.0035947266,0.0024597282,0.00060412847,1.293,1.2875,-0.277,57.179,0.357,-146.379,0.51,-274.743,0.577,-203.558,0.69,-331.922,0.187,-128.364,0.206,0.141,-1.961,-0.36,-3.682,-0.988,-1.544,-0.501,-2.518,-1.193,-0.974,-1.72,-0.96,0.252,0.302,0.976,0.978,0.054,-0.895,-0.118,-3.337,1.927,-0.643,2.816,0.305,1.082,3.403,4.974,0.29,-0.056,0.533,0.933
2018-11-07,CTD12,4173438,695414,0.0076925294,0.0127634425,0.015740657,0.0024107306,0.0015713847,0.000381832,0.7765,0.5725,-0.104,14.819,0.682,-336.463,0.781,-558.033,0.734,-351.282,0.818,-572.852,0.211,-221.569,0.036,0.023,-5.296,-0.529,-8.784,-1.345,-4.484,-0.552,-7.312,-1.381,-2.828,-3.488,-0.748,0.598,0.617,0.93,0.934,0.029,-0.723,0.159,-4.723,5.195,1.593,7.969,-0.301,0.581,6.406,9.828,0.089,0.03,0.532,0.954
2019-03-12,CTD1,4187246,695025,0.0045681866,0.00762272,0.014650693,0.0048848,0.003537984,0.0009130792,0.167,0.658,-0.316,62.931,0.219,-73.53,0.366,-151.46,0.5,-136.461,0.611,-214.391,0.16,-77.93,0.307,0.223,-1.077,-0.26,-2.219,-0.74,-1.04,-0.483,-1.634,-1.047,-0.594,-1.142,-0.834,0.151,0.209,0.875,0.888,0.06,-0.86,-0.204,-2.58,1.319,-0.845,1.821,0.541,1.198,2.535,3.5,0.399,-0.131,0.562,0.931
2019-03-12,CTD2,4181518,693105,0.010243155,0.016088994,0.016231334,0.0022716874,0.0014582848,0.00035601112,0.4439999999999999,1.3575,-0.004,0.545,0.753,-378.047,0.834,-623.583,0.754,-378.592,0.835,-624.128,0.218,-245.536,0.001,0.001,-6.136,-0.551,-10.122,-1.417,-6.091,-0.552,-10.042,-1.418,-3.95,-3.985,-0.038,0.781,0.791,0.796,0.805,0.025,-0.567,0.349,-4.048,6.993,3.888,10.893,-0.549,0.367,7.054,10.989,0.051,0.049,0.568,0.956
2019-03-12,CTD3,4181698,695238,0.010617284,0.016812414,0.023529362,0.005415837,0.0036480492,0.0008943753,0.4365,0.925,-0.167,16.98,0.513,-125.164,0.643,-214.639,0.626,-142.144,0.732,-231.619,0.195,-89.475,0.092,0.062,-2.945,-0.457,-5.05,-1.162,-2.39,-0.519,-3.894,-1.254,-1.504,-2.105,-0.741,0.419,0.455,0.885,0.894,0.044,-0.77,0.041,-3.346,2.949,0.264,4.378,-0.085,0.726,4.128,6.128,0.167,0.013,0.551,0.939
2019-03-12,CTD4,4180266,698264,0.005787109,0.008299944,0.008459943,0.0018562748,0.001204066,0.00029366606,0.2774999999999999,0.4225,-0.01,2.279,0.634,-418.231,0.747,-710.037,0.64,-420.509,0.751,-712.315,0.213,-291.806,0.004,0.003,-3.538,-0.504,-6.007,-1.318,-3.49,-0.506,-5.912,-1.322,-2.422,-2.469,-0.052,0.667,0.688,0.695,0.714,0.039,-0.561,0.332,-2.555,4.329,2.336,6.674,-0.522,0.371,4.412,6.802,0.081,0.074,0.606,0.937
2019-03-12,CTD5,4179450,700268,0.017678833,0.02834837,0.03423696,0.0040818513,0.002599548,0.0006427922,0.195,0.52,-0.094,6.067,0.748,-209.711,0.832,-349.407,0.787,-215.779,0.859,-355.474,0.222,-139.695,0.025,0.016,-7.18,-0.545,-11.963,-1.426,-6.117,-0.561,-10.077,-1.451,-3.96,-4.783,-0.881,0.659,0.672,0.974,0.976,0.024,-0.742,0.191,-6.225,6.869,2.518,10.786,-0.362,0.571,8.296,13.026,0.068,0.028,0.518,0.961
2019-03-12,CTD6,4176009,695829,0.009716828,0.01574061,0.017650442,0.0025104727,0.0016299359,0.00039991012,0.2725,0.837,-0.057,6.874,0.725,-334.801,0.812,-549.991,0.751,-341.676,0.831,-556.865,0.213,-215.19,0.017,0.011,-5.909,-0.546,-9.708,-1.381,-5.378,-0.557,-8.765,-1.398,-3.387,-3.798,-0.461,0.686,0.7,0.872,0.878,0.026,-0.648,0.243,-4.559,6.178,2.626,9.515,-0.419,0.472,6.927,10.669,0.067,0.039,0.547,0.956
2019-03-12,CTD7,4176724,690397,0.0064283204,0.009561769,0.010771278,0.0023916229,0.0015847834,0.0003914537,0.2334999999999999,0.7625,-0.059,11.744,0.6,-313.543,0.716,-526.418,0.637,-325.287,0.743,-538.162,0.203,-212.875,0.028,0.019,-3.377,-0.497,-5.67,-1.259,-3.11,-0.516,-5.146,-1.287,-2.035,-2.293,-0.304,0.58,0.606,0.752,0.769,0.04,-0.621,0.225,-2.799,3.851,1.53,5.811,-0.383,0.464,4.338,6.547,0.103,0.056,0.588,0.939
2019-03-12,CTD8,4174178,693048,0.009035008,0.01366301,0.018095281,0.005003213,0.0033813682,0.00082997384,0.2249999999999999,0.8055,-0.14,17.927,0.464,-126.681,0.603,-222.548,0.567,-144.609,0.685,-240.475,0.193,-95.867,0.09,0.061,-2.292,-0.428,-4.027,-1.113,-1.976,-0.489,-3.286,-1.203,-1.31,-1.735,-0.529,0.403,0.445,0.768,0.788,0.051,-0.725,0.079,-2.621,2.544,0.424,3.764,-0.155,0.649,3.369,4.985,0.179,0.029,0.588,0.93
2019-03-12,CTD9,4171106,693183,0.019033162,0.029485276,0.053282525,0.025079183,0.01964548,0.0051760837,0.252,0.341,-0.288,15.147,0.081,-5.958,0.2,-16.987,0.36,-21.106,0.461,-32.134,0.121,-11.029,0.38,0.298,-0.317,-0.117,-0.905,-0.426,-0.622,-0.415,-0.947,-0.806,-0.325,-0.588,-0.532,0.06,0.126,0.574,0.616,0.066,-0.723,-0.23,-1.537,0.807,-0.624,1.03,0.531,1.024,1.458,1.862,0.482,-0.196,0.659,0.931
2019-03-12,CTD10,4170388,695646,0.0052150153,0.008312894,0.0125393,0.0036339746,0.00248857,0.0006195004,0.2815,0.8885000000000001,-0.203,40.546,0.392,-154.886,0.539,-281.542,0.551,-195.432,0.669,-322.088,0.187,-126.656,0.147,0.101,-1.942,-0.385,-3.53,-1.023,-1.625,-0.486,-2.677,-1.17,-1.053,-1.588,-0.69,0.311,0.36,0.824,0.841,0.055,-0.797,-0.022,-2.751,2.089,-0.11,3.051,0.048,0.824,3.151,4.602,0.239,-0.01,0.573,0.929
2019-03-12,CTD11,4169609,700351,0.005670664,0.009223372,0.010406314,0.0015467672,0.0009854329,0.00023624644,0.2425,0.8400000000000001,-0.06,12.325,0.713,-538.089,0.807,-906.362,0.741,-550.414,0.827,-918.687,0.222,-368.273,0.019,0.012,-5.6,-0.53,-9.432,-1.402,-5.077,-0.542,-8.473,-1.421,-3.397,-3.832,-0.467,0.674,0.689,0.868,0.875,0.029,-0.683,0.249,-4.597,5.868,2.632,9.211,-0.441,0.491,6.621,10.392,0.073,0.042,0.549,0.953
2019-03-12,CTD12,4173438,695414,0.012818097,0.020917231,0.027504843,0.0044233594,0.0029023758,0.0007111912,0.2565,0.971,-0.136,11.45,0.651,-178.265,0.756,-296.738,0.723,-189.715,0.809,-308.188,0.208,-118.473,0.051,0.033,-4.903,-0.517,-8.162,-1.313,-3.968,-0.551,-6.446,-1.363,-2.478,-3.259,-0.899,0.542,0.564,0.969,0.971,0.031,-0.764,0.104,-4.748,4.623,0.989,7.046,-0.209,0.659,6.079,9.265,0.106,0.022,0.523,0.952
2019-06-25,CTD1,4187246,695025,0.0060469937,0.01139038,0.021893382,0.00640656,0.004623402,0.0011944828,1.4725,1.061,-0.316,42.117,0.28,-68.297,0.423,-128.498,0.547,-110.414,0.651,-170.615,0.162,-60.201,0.27,0.195,-1.495,-0.316,-2.813,-0.823,-1.258,-0.51,-1.943,-1.093,-0.686,-1.318,-0.952,0.188,0.239,0.967,0.97,0.054,-0.865,-0.201,-2.957,1.567,-0.954,2.171,0.536,1.2,3.011,4.173,0.351,-0.113,0.535,0.937
2019-06-25,CTD2,4181518,693105,0.0058587515,0.010262086,0.021771546,0.00970573,0.0078018215,0.0022328205,2.2805,1.3825,-0.359,51.515,0.028,-5.586,0.136,-30.729,0.383,-57.1,0.472,-82.244,0.109,-25.143,0.5,0.402,-0.122,-0.044,-0.669,-0.298,-0.586,-0.445,-0.844,-0.798,-0.258,-0.547,-0.657,0.019,0.078,0.668,0.7,0.059,-0.773,-0.332,-1.733,0.699,-0.928,0.87,0.878,1.318,1.483,1.845,0.587,-0.314,0.623,0.94
2019-06-25,CTD3,4181698,695238,0.0053640516,0.009582358,0.019153269,0.006837599,0.005105753,0.0013619682,2.041,1.3055,-0.333,52.148,0.167,-41.892,0.305,-91.499,0.474,-94.04,0.579,-143.647,0.145,-49.607,0.357,0.266,-0.802,-0.214,-1.753,-0.626,-0.901,-0.48,-1.376,-0.982,-0.475,-0.95,-0.801,0.113,0.172,0.838,0.856,0.06,-0.839,-0.246,-2.35,1.135,-0.924,1.52,0.66,1.252,2.268,3.038,0.447,-0.176,0.571,0.933
2019-06-25,CTD4,4180266,698264,0.006095377,0.010943486,0.019998692,0.0057384586,0.004118623,0.0010619361,1.996,1.1085,-0.293,41.375,0.312,-82.884,0.453,-151.421,0.554,-124.26,0.658,-192.796,0.164,-68.537,0.237,0.17,-1.658,-0.341,-3.028,-0.869,-1.36,-0.512,-2.11,-1.106,-0.75,-1.371,-0.919,0.216,0.265,0.947,0.952,0.052,-0.846,-0.171,-2.949,1.701,-0.828,2.37,0.434,1.11,3.109,4.331,0.318,-0.089,0.539,0.937
2019-06-25,CTD5,4179450,700268,0.013894567,0.025147699,0.034410324,0.005687395,0.0037348224,0.00092089165,0.17,0.5275000000000001,-0.156,10.704,0.631,-136.062,0.741,-227.985,0.716,-146.766,0.804,-238.689,0.207,-91.923,0.061,0.04,-4.682,-0.508,-7.845,-1.297,-3.691,-0.548,-6.002,-1.358,-2.312,-3.163,-0.983,0.51,0.534,0.994,0.995,0.033,-0.792,0.074,-4.792,4.313,0.683,6.568,-0.154,0.712,5.902,8.987,0.118,0.017,0.518,0.951
2019-06-25,CTD6,4176009,695829,0.0047777034,0.008538537,0.017791962,0.0061581363,0.004691875,0.0012766729,2.763,1.645,-0.351,60.911,0.162,-45.271,0.291,-96.018,0.486,-106.182,0.583,-156.929,0.135,-50.748,0.375,0.286,-0.805,-0.212,-1.708,-0.591,-0.907,-0.498,-1.34,-0.966,-0.433,-0.903,-0.853,0.106,0.161,0.879,0.891,0.056,-0.833,-0.282,-2.406,1.123,-1.069,1.474,0.771,1.322,2.34,3.071,0.458,-0.203,0.558,0.939
2019-06-25,CTD7,4176724,690397,0.0051475544,0.00909889,0.017387062,0.0058138487,0.0042677205,0.0011240867,1.659,1.8015,-0.313,52.389,0.22,-62.1,0.361,-124.414,0.499,-114.489,0.606,-176.803,0.153,-62.314,0.305,0.224,-1.08,-0.265,-2.163,-0.723,-1.042,-0.489,-1.609,-1.028,-0.567,-1.083,-0.822,0.152,0.208,0.866,0.88,0.058,-0.839,-0.211,-2.509,1.32,-0.859,1.798,0.549,1.177,2.522,3.435,0.394,-0.135,0.563,0.933
2019-06-25,CTD8,4174178,693048,0.0055495356,0.010240225,0.018685825,0.005036292,0.0035939561,0.0009257606,1.764,1.394,-0.292,44.138,0.341,-100.905,0.48,-180.591,0.575,-145.042,0.677,-224.728,0.167,-79.686,0.222,0.159,-1.885,-0.363,-3.374,-0.91,-1.485,-0.521,-2.301,-1.132,-0.816,-1.489,-0.979,0.234,0.28,0.987,0.988,0.05,-0.853,-0.166,-3.166,1.841,-0.861,2.58,0.423,1.111,3.359,4.707,0.299,-0.081,0.528,0.939
2019-06-25,CTD9,4171106,693183,0.010058581,0.019377133,0.04223732,0.015368171,0.011998215,0.0032517915,1.062,1.222,-0.371,27.931,0.115,-13.462,0.235,-31.739,0.466,-41.394,0.558,-59.67,0.123,-18.276,0.429,0.335,-0.569,-0.162,-1.341,-0.488,-0.802,-0.497,-1.156,-0.917,-0.354,-0.772,-0.835,0.074,0.128,0.856,0.87,0.055,-0.822,-0.322,-2.259,0.977,-1.133,1.251,0.899,1.399,2.129,2.727,0.509,-0.255,0.564,0.941
2019-06-25,CTD10,4170388,695646,0.0052964143,0.009605938,0.02004903,0.007065033,0.0053704483,0.0014554133,1.5905,1.3465,-0.352,54.225,0.152,-37.44,0.283,-82.102,0.479,-91.664,0.577,-136.326,0.136,-44.662,0.383,0.291,-0.751,-0.201,-1.646,-0.58,-0.881,-0.492,-1.31,-0.963,-0.429,-0.895,-0.84,0.1,0.156,0.867,0.88,0.057,-0.836,-0.281,-2.374,1.092,-1.049,1.436,0.772,1.327,2.279,2.998,0.468,-0.207,0.562,0.938
2019-06-25,CTD11,4169609,700351,0.004408671,0.007560736,0.015786562,0.0070507736,0.005524313,0.0015486095,1.4355,1.5175,-0.352,68.917,0.035,-9.566,0.156,-48.756,0.383,-78.483,0.482,-117.673,0.121,-39.19,0.486,0.381,-0.151,-0.053,-0.77,-0.344,-0.593,-0.434,-0.89,-0.83,-0.296,-0.619,-0.654,0.024,0.089,0.668,0.702,0.065,-0.797,-0.305,-1.785,0.722,-0.87,0.922,0.812,1.304,1.508,1.925,0.583,-0.284,0.626,0.933
2019-06-25,CTD12,4173438,695414,0.0050182207,0.009155286,0.017610993,0.005140329,0.0037376091,0.000977434,1.879,1.4595,-0.316,52.444,0.281,-85.314,0.42,-158.324,0.548,-137.757,0.65,-210.768,0.158,-73.011,0.27,0.196,-1.502,-0.319,-2.788,-0.814,-1.261,-0.515,-1.93,-1.083,-0.668,-1.286,-0.952,0.188,0.238,0.967,0.97,0.052,-0.855,-0.207,-2.931,1.569,-0.977,2.158,0.548,1.196,3.018,4.15,0.349,-0.116,0.534,0.938
2019-07-10,CTD1,4187246,695025,0.0066592875,0.011455462,0.020385263,0.006202453,0.0044169356,0.0011236338,0.53,0.859,-0.28,38.24,0.297,-73.932,0.443,-139.107,0.533,-112.171,0.644,-177.346,0.168,-65.175,0.237,0.169,-1.507,-0.327,-2.836,-0.863,-1.285,-0.495,-2.032,-1.1,-0.747,-1.329,-0.841,0.212,0.265,0.894,0.904,0.056,-0.842,-0.15,-2.768,1.63,-0.693,2.289,0.375,1.067,2.901,4.074,0.325,-0.081,0.555,0.933
2019-07-10,CTD2,4181518,693105,0.0066917203,0.011673503,0.019767273,0.005324958,0.0037473778,0.0009504849,0.937,0.934,-0.257,35.075,0.373,-102.131,0.514,-181.189,0.576,-137.206,0.681,-216.265,0.174,-79.058,0.187,0.131,-2.019,-0.383,-3.582,-0.965,-1.602,-0.514,-2.525,-1.152,-0.923,-1.563,-0.892,0.27,0.316,0.937,0.942,0.05,-0.83,-0.113,-3.083,2.003,-0.597,2.846,0.272,0.99,3.391,4.819,0.267,-0.052,0.541,0.937
2019-07-10,CTD3,4181698,695238,0.0063950825,0.010884164,0.021369513,0.008469991,0.006403581,0.0017183122,1.06,0.984,-0.325,45.081,0.125,-26.187,0.259,-64.286,0.432,-71.268,0.539,-109.367,0.139,-38.099,0.382,0.289,-0.56,-0.168,-1.374,-0.545,-0.776,-0.456,-1.19,-0.926,-0.415,-0.814,-0.705,0.087,0.15,0.746,0.773,0.064,-0.813,-0.247,-2.052,0.985,-0.823,1.303,0.641,1.207,1.935,2.559,0.479,-0.192,0.6,0.931
2019-07-10,CTD4,4180266,698264,0.0072191292,0.01196605,0.01880473,0.0051278807,0.0035752053,0.000901665,0.692,0.842,-0.222,30.392,0.4,-111.443,0.54,-196.134,0.571,-141.834,0.68,-226.526,0.178,-84.692,0.156,0.109,-2.096,-0.398,-3.688,-1.006,-1.697,-0.507,-2.711,-1.162,-1.013,-1.593,-0.786,0.306,0.351,0.88,0.891,0.05,-0.798,-0.061,-2.926,2.143,-0.32,3.074,0.137,0.874,3.368,4.831,0.238,-0.026,0.556,0.935
2019-07-10,CTD6,4176009,695829,0.008772936,0.016039513,0.023891628,0.004516896,0.003057993,0.0007630004,0.529,0.869,-0.197,20.49,0.561,-159.045,0.68,-264.666,0.682,-179.535,0.773,-285.156,0.193,-105.621,0.093,0.063,-3.8,-0.486,-6.323,-1.195,-2.88,-0.549,-4.574,-1.288,-1.694,-2.523,-1.037,0.428,0.457,1.015,1.013,0.037,-0.806,-0.006,-4.262,3.423,-0.044,5.056,0.012,0.813,5.099,7.531,0.154,-0.002,0.515,0.949
2019-07-10,CTD7,4176724,690397,0.0077339294,0.0138906315,0.020276897,0.0038907975,0.002643925,0.0006629292,1.311,1.181,-0.187,22.674,0.562,-185.026,0.68,-306.235,0.678,-207.7,0.769,-328.908,0.191,-121.209,0.088,0.06,-3.752,-0.489,-6.209,-1.191,-2.885,-0.549,-4.569,-1.28,-1.684,-2.458,-0.977,0.436,0.465,0.991,0.992,0.036,-0.787,0.006,-4.099,3.44,0.042,5.062,-0.012,0.78,5.021,7.389,0.15,0.002,0.52,0.948
2019-07-10,CTD8,4174178,693048,0.008617718,0.016197352,0.026571343,0.0053304806,0.0036385271,0.0009042301,1.149,1.167,-0.243,24.104,0.505,-125.862,0.633,-213.098,0.666,-149.966,0.759,-237.202,0.189,-87.236,0.128,0.088,-3.344,-0.458,-5.662,-1.136,-2.429,-0.546,-3.842,-1.264,-1.413,-2.318,-1.157,0.36,0.394,1.071,1.065,0.04,-0.855,-0.073,-4.264,2.902,-0.533,4.251,0.175,0.958,4.76,6.974,0.192,-0.024,0.503,0.947
2019-07-10,CTD9,4171106,693183,0.010269323,0.019656835,0.042952128,0.015966564,0.01252059,0.0033998739,1.48,1.529,-0.372,27.591,0.104,-11.758,0.222,-28.996,0.458,-39.349,0.549,-56.587,0.121,-17.238,0.441,0.345,-0.505,-0.147,-1.245,-0.463,-0.773,-0.493,-1.112,-0.903,-0.339,-0.74,-0.818,0.067,0.121,0.839,0.854,0.055,-0.818,-0.327,-2.199,0.94,-1.12,1.198,0.91,1.401,2.053,2.618,0.521,-0.265,0.569,0.942
2019-07-10,CTD10,4170388,695646,0.004965506,0.009062399,0.01943978,0.006846848,0.0052147396,0.0014132985,1.489,1.501,-0.364,58.905,0.139,-35.707,0.269,-81.418,0.479,-94.612,0.577,-140.323,0.135,-45.712,0.403,0.307,-0.694,-0.186,-1.583,-0.557,-0.857,-0.493,-1.272,-0.961,-0.414,-0.889,-0.86,0.09,0.146,0.882,0.894,0.057,-0.847,-0.295,-2.404,1.055,-1.101,1.386,0.832,1.383,2.264,2.972,0.487,-0.223,0.558,0.938
