Date,Buoy,Latitude,Longitude,rhown_B1,rhown_B2,rhown_B3,rhown_B4,rhown_B5,rhown_B6,Chl,Turbidez,dif_norm_rhown_B2_B3,dif_inv_rhown_B2_B3,dif_norm_rhown_B2_B4,dif_inv_rhown_B2_B4,dif_norm_rhown_B2_B5,dif_inv_rhown_B2_B5,dif_norm_rhown_B3_B4,dif_inv_rhown_B3_B4,dif_norm_rhown_B3_B5,dif_inv_rhown_B3_B5,dif_norm_rhown_B4_B5,dif_inv_rhown_B4_B5,dall_gitelson_rhown_B2_B3_B4,dall_gitelson_rhown_B2_B3_B5,dall_gitelson_rhown_B2_B4_B3,dall_gitelson_rhown_B2_B4_B5,dall_gitelson_rhown_B2_B5_B3,dall_gitelson_rhown_B2_B5_B4,dall_gitelson_rhown_B3_B4_B2,dall_gitelson_rhown_B3_B4_B5,dall_gitelson_rhown_B3_B5_B2,dall_gitelson_rhown_B3_B5_B4,dall_gitelson_rhown_B4_B5_B2,dall_gitelson_rhown_B4_B5_B3,dif_norm_4_bands_rhown_B2_B3_B4_B5,dif_norm_4_bands_rhown_B2_B4_B3_B5,dif_norm_4_bands_rhown_B2_B5_B3_B4,dif_norm_4_bands_rhown_B3_B4_B2_B5,dif_norm_4_bands_rhown_B3_B5_B2_B4,dif_norm_4_bands_rhown_B4_B5_B2_B3,dif_rel_4bands_rhown_B2_B3_B4_B5,dif_rel_4bands_rhown_B2_B3_B5_B4,dif_rel_4bands_rhown_B2_B4_B3_B5,dif_rel_4bands_rhown_B2_B4_B5_B3,dif_rel_4bands_rhown_B2_B5_B3_B4,dif_rel_4bands_rhown_B2_B5_B4_B3,dif_rel_4bands_rhown_B3_B2_B4_B5,dif_rel_4bands_rhown_B3_B2_B5_B4,dif_rel_4bands_rhown_B3_B4_B5_B2,dif_rel_4bands_rhown_B3_B5_B4_B2,dif_rel_4bands_rhown_B4_B2_B5_B3,dif_rel_4bands_rhown_B4_B3_B5_B2,sum_norm_3bands_rhown_B2_B4_B3,sum_norm_3bands_rhown_B3_B5_B4
2016-08-09,CTD11,4169609,700351,0.010563619,0.015091099,0.023349918,0.012509639,0.009492766,0.002544773,9.47,3.705,-0.215,23.438,0.094,-13.674,0.228,-39.079,0.302,-37.112,0.422,-62.517,0.137,-25.405,0.293,0.222,-0.319,-0.13,-0.912,-0.489,-0.56,-0.352,-0.943,-0.782,-0.383,-0.593,-0.375,0.079,0.156,0.441,0.502,0.078,-0.672,-0.113,-1.253,0.8,-0.277,1.054,0.229,0.788,1.238,1.631,0.422,-0.093,0.718,0.916
2016-08-09,CTD12,4173438,695414,0.009553588,0.0152201895,0.027643776,0.012570771,0.009398448,0.0024628246,9.215,4.285,-0.29,29.528,0.095,-13.847,0.236,-40.698,0.375,-43.375,0.493,-70.226,0.144,-26.851,0.371,0.278,-0.383,-0.13,-1.125,-0.512,-0.66,-0.408,-1.069,-0.883,-0.409,-0.742,-0.565,0.072,0.145,0.612,0.657,0.074,-0.787,-0.197,-1.731,0.871,-0.58,1.165,0.479,1.069,1.582,2.115,0.486,-0.163,0.648,0.921
2016-09-08,CTD1,4187246,695025,0.006473537,0.010694879,0.021859482,0.013450606,0.011166348,0.0033099267,19.44,4.905,-0.343,47.756,-0.114,19.157,-0.022,3.948,0.238,-28.599,0.324,-43.808,0.093,-15.209,0.642,0.533,0.419,0.214,0.086,0.053,-0.306,-0.319,-0.469,-0.589,-0.163,-0.332,-0.454,-0.083,-0.013,0.385,0.443,0.07,-0.715,-0.341,-1.162,0.284,-0.667,0.342,0.839,1.214,0.581,0.7,0.747,-0.429,0.742,0.935
2016-09-08,CTD2,4181518,693105,0.0065948428,0.010533972,0.021436084,0.011169312,0.008756075,0.0024190734,14.445,4.115,-0.341,48.281,-0.029,5.4,0.092,-19.275,0.315,-42.881,0.42,-67.556,0.121,-24.675,0.539,0.423,0.116,0.047,-0.413,-0.215,-0.452,-0.375,-0.712,-0.755,-0.26,-0.529,-0.547,-0.021,0.055,0.532,0.584,0.075,-0.784,-0.293,-1.505,0.535,-0.716,0.682,0.759,1.251,1.088,1.388,0.652,-0.31,0.679,0.926
2016-09-08,CTD3,4181698,695238,0.0071606943,0.011086315,0.020960642,0.01044162,0.008027802,0.0021867764,12.435,3.8,-0.308,42.493,0.03,-5.569,0.16,-34.366,0.335,-48.062,0.446,-76.859,0.131,-28.797,0.444,0.341,-0.117,-0.045,-0.72,-0.359,-0.533,-0.386,-0.852,-0.803,-0.319,-0.604,-0.535,0.022,0.097,0.55,0.601,0.075,-0.772,-0.24,-1.549,0.679,-0.626,0.883,0.59,1.122,1.283,1.669,0.559,-0.226,0.672,0.923
2016-09-08,CTD4,4180266,698264,0.006346484,0.009337849,0.017986028,0.010221782,0.008245081,0.0024308572,14.875,3.87,-0.317,51.492,-0.045,9.261,0.062,-14.193,0.275,-42.232,0.371,-65.686,0.107,-23.454,0.526,0.425,0.167,0.076,-0.255,-0.145,-0.394,-0.348,-0.613,-0.671,-0.219,-0.422,-0.468,-0.034,0.039,0.442,0.498,0.072,-0.721,-0.287,-1.268,0.455,-0.627,0.564,0.686,1.12,0.877,1.087,0.636,-0.315,0.716,0.93
2016-09-08,CTD5,4179450,700268,0.0068352697,0.012073278,0.018356357,0.0038407245,0.0026320175,0.00064934645,1.0699999999999998,0.1225,-0.206,28.351,0.517,-177.54,0.642,-297.109,0.654,-205.891,0.749,-325.46,0.187,-119.569,0.109,0.075,-3.259,-0.467,-5.454,-1.141,-2.486,-0.542,-3.929,-1.25,-1.444,-2.195,-0.971,0.392,0.425,0.987,0.988,0.04,-0.802,-0.028,-3.831,3.0,-0.192,4.378,0.061,0.835,4.561,6.656,0.175,-0.009,0.523,0.946
2016-09-08,CTD6,4176009,695829,0.0060916427,0.009650285,0.019372394,0.010012104,0.0080830585,0.0022762595,12.465,4.315,-0.335,52.004,-0.018,3.745,0.088,-20.092,0.319,-48.259,0.411,-72.096,0.107,-23.836,0.521,0.42,0.073,0.03,-0.389,-0.201,-0.466,-0.39,-0.696,-0.722,-0.23,-0.462,-0.537,-0.013,0.053,0.528,0.574,0.066,-0.741,-0.309,-1.433,0.547,-0.741,0.677,0.769,1.2,1.097,1.359,0.62,-0.321,0.677,0.934
2016-09-08,CTD7,4176724,690397,0.006095377,0.009938394,0.020973727,0.011019947,0.008989285,0.0025287655,15.21,4.495,-0.357,52.941,-0.052,9.875,0.05,-10.624,0.311,-43.066,0.4,-63.565,0.101,-20.499,0.583,0.476,0.207,0.089,-0.223,-0.117,-0.428,-0.387,-0.632,-0.7,-0.204,-0.43,-0.552,-0.036,0.03,0.526,0.572,0.066,-0.752,-0.342,-1.431,0.473,-0.798,0.58,0.884,1.295,0.999,1.224,0.68,-0.379,0.678,0.937
2016-09-08,CTD9,4171106,693183,0.010301378,0.01603053,0.031467296,0.019121837,0.015952583,0.0046413834,,,-0.325,30.602,-0.088,10.085,0.002,-0.305,0.244,-20.517,0.327,-30.907,0.09,-10.39,0.585,0.488,0.317,0.161,-0.01,-0.006,-0.329,-0.327,-0.495,-0.591,-0.167,-0.327,-0.44,-0.065,0.002,0.386,0.441,0.067,-0.689,-0.325,-1.134,0.331,-0.641,0.397,0.764,1.129,0.65,0.78,0.686,-0.387,0.74,0.937
2016-09-08,CTD10,4170388,695646,0.0074749333,0.012322925,0.02679436,0.0151649555,0.0127998525,0.003766099,16.795,5.045,-0.37,43.828,-0.103,15.208,-0.019,3.024,0.277,-28.62,0.353,-40.805,0.085,-12.184,0.665,0.561,0.407,0.195,0.081,0.046,-0.353,-0.366,-0.503,-0.619,-0.15,-0.326,-0.517,-0.072,-0.011,0.463,0.509,0.06,-0.725,-0.384,-1.281,0.335,-0.804,0.397,0.99,1.33,0.728,0.863,0.753,-0.473,0.703,0.944
2016-09-08,CTD11,4169609,700351,0.0063639414,0.010511612,0.02213191,0.012050965,0.009793171,0.0028321978,12.41,5.805,-0.356,49.949,-0.068,12.152,0.035,-6.979,0.295,-37.797,0.386,-56.928,0.103,-19.131,0.602,0.489,0.269,0.119,-0.154,-0.084,-0.397,-0.37,-0.598,-0.686,-0.201,-0.423,-0.532,-0.048,0.021,0.496,0.547,0.069,-0.756,-0.338,-1.388,0.43,-0.763,0.529,0.875,1.293,0.905,1.113,0.704,-0.387,0.691,0.934
2016-09-08,CTD12,4173438,695414,0.006434202,0.010331054,0.020960642,0.01119028,0.009092496,0.0027325363,13.02,4.13,-0.34,49.087,-0.04,7.432,0.064,-13.185,0.304,-41.655,0.395,-62.272,0.103,-20.618,0.549,0.446,0.156,0.068,-0.276,-0.148,-0.43,-0.379,-0.643,-0.697,-0.213,-0.432,-0.524,-0.029,0.039,0.503,0.551,0.067,-0.738,-0.32,-1.382,0.489,-0.737,0.602,0.798,1.216,0.993,1.222,0.649,-0.346,0.688,0.935
2017-06-30,CTD1,4187246,695025,0.013338036,0.023193497,0.04107063,0.010591399,0.00734527,0.0017935433,1.154,3.9975,-0.278,18.767,0.373,-51.301,0.519,-93.027,0.59,-70.068,0.697,-111.794,0.181,-41.726,0.199,0.138,-2.107,-0.377,-3.821,-0.985,-1.625,-0.515,-2.593,-1.184,-0.968,-1.714,-0.997,0.26,0.307,0.998,0.998,0.051,-0.877,-0.129,-3.402,2.011,-0.72,2.9,0.329,1.077,3.561,5.135,0.278,-0.059,0.526,0.937
2017-06-30,CTD2,4181518,693105,0.0085799005,0.016636256,0.032547217,0.008307123,0.0058754296,0.0014588782,0.777,1.6685,-0.324,29.385,0.334,-60.269,0.478,-110.091,0.593,-89.654,0.694,-139.476,0.171,-49.822,0.244,0.173,-1.962,-0.354,-3.583,-0.915,-1.492,-0.527,-2.32,-1.159,-0.829,-1.622,-1.122,0.217,0.263,1.077,1.069,0.049,-0.903,-0.196,-3.537,1.822,-1.086,2.576,0.543,1.249,3.565,5.04,0.319,-0.098,0.507,0.94
2017-06-30,CTD3,4181698,695238,0.0075762616,0.013670946,0.022867503,0.0055081565,0.0037965858,0.0009485604,1.2515,1.2595,-0.252,29.418,0.426,-108.401,0.565,-190.247,0.612,-137.819,0.715,-219.664,0.184,-81.846,0.162,0.112,-2.479,-0.412,-4.35,-1.048,-1.884,-0.523,-3.003,-1.21,-1.119,-1.872,-0.988,0.306,0.348,0.994,0.994,0.047,-0.853,-0.091,-3.541,2.316,-0.551,3.36,0.222,0.983,3.874,5.62,0.237,-0.037,0.525,0.94
2017-06-30,CTD4,4180266,698264,0.009806296,0.017112216,0.030502472,0.006736594,0.004471035,0.0010849017,1.234,1.7815,-0.281,25.654,0.435,-90.005,0.586,-165.224,0.638,-115.659,0.744,-190.878,0.202,-75.219,0.173,0.115,-2.745,-0.402,-5.04,-1.113,-1.979,-0.517,-3.266,-1.286,-1.287,-2.294,-1.195,0.297,0.339,1.101,1.092,0.048,-0.946,-0.103,-4.282,2.394,-0.701,3.606,0.276,1.119,4.267,6.429,0.247,-0.04,0.501,0.939
2017-06-30,CTD5,4179450,700268,0.014742116,0.026267257,0.032408442,0.0044917683,0.002859057,0.00070457533,0.3375,0.3025,-0.105,7.214,0.708,-184.559,0.804,-311.695,0.757,-191.773,0.838,-318.91,0.222,-127.136,0.032,0.021,-5.981,-0.528,-10.102,-1.4,-5.037,-0.548,-8.377,-1.432,-3.34,-4.12,-0.835,0.617,0.634,0.958,0.961,0.028,-0.761,0.174,-5.487,5.76,1.972,9.049,-0.337,0.597,7.106,11.164,0.083,0.03,0.524,0.956
2017-06-30,CTD6,4176009,695829,0.008400298,0.015999116,0.031143188,0.00776704,0.0055043693,0.0013876895,1.4105,2.332,-0.321,30.394,0.346,-66.246,0.488,-119.17,0.601,-96.639,0.7,-149.564,0.17,-52.925,0.236,0.167,-2.063,-0.365,-3.711,-0.926,-1.546,-0.532,-2.393,-1.162,-0.847,-1.648,-1.141,0.225,0.27,1.087,1.079,0.048,-0.897,-0.195,-3.598,1.883,-1.103,2.657,0.535,1.238,3.666,5.172,0.309,-0.095,0.504,0.942
2017-06-30,CTD7,4176724,690397,0.012044495,0.023561263,0.04322219,0.0099674035,0.0069333552,0.0016929886,1.3625,3.7515,-0.294,19.306,0.405,-57.884,0.545,-101.788,0.625,-77.191,0.724,-121.094,0.18,-43.903,0.192,0.134,-2.502,-0.401,-4.399,-1.015,-1.819,-0.535,-2.853,-1.207,-1.034,-1.898,-1.163,0.271,0.313,1.091,1.082,0.045,-0.892,-0.15,-3.87,2.203,-0.938,3.168,0.397,1.139,4.042,5.811,0.263,-0.064,0.502,0.943
2017-06-30,CTD8,4174178,693048,0.008726895,0.01695246,0.031730205,0.0074547785,0.005188242,0.0012889863,0.843,2.0175,-0.304,27.473,0.389,-75.154,0.531,-133.755,0.62,-102.626,0.719,-161.228,0.179,-58.601,0.205,0.143,-2.385,-0.39,-4.244,-0.997,-1.74,-0.532,-2.733,-1.202,-0.993,-1.859,-1.169,0.257,0.3,1.096,1.087,0.047,-0.903,-0.162,-3.842,2.111,-0.989,3.033,0.435,1.176,3.95,5.676,0.276,-0.071,0.501,0.942
2017-06-30,CTD9,4171106,693183,0.015961183,0.028682968,0.061151166,0.02569344,0.021357035,0.005959615,,,-0.361,18.511,0.055,-4.057,0.146,-11.959,0.408,-22.568,0.482,-30.47,0.092,-7.903,0.476,0.395,-0.248,-0.087,-0.731,-0.307,-0.647,-0.482,-0.874,-0.783,-0.227,-0.483,-0.69,0.036,0.084,0.709,0.732,0.048,-0.734,-0.362,-1.747,0.767,-1.037,0.923,0.929,1.301,1.635,1.968,0.547,-0.324,0.605,0.95
2017-06-30,CTD10,4170388,695646,0.007401373,0.013726601,0.024295349,0.0050049485,0.0034555898,0.00086755096,0.769,1.686,-0.278,31.691,0.466,-126.951,0.598,-216.535,0.658,-158.642,0.751,-248.226,0.183,-89.584,0.159,0.11,-3.084,-0.439,-5.261,-1.084,-2.178,-0.548,-3.407,-1.242,-1.23,-2.176,-1.249,0.314,0.351,1.123,1.113,0.041,-0.883,-0.125,-4.288,2.6,-0.882,3.766,0.322,1.08,4.603,6.666,0.222,-0.046,0.493,0.947
2017-06-30,CTD11,4169609,700351,0.0062083784,0.011565782,0.021203846,0.007957673,0.006181806,0.0017136218,1.188,1.5045000000000002,-0.294,39.301,0.185,-39.203,0.303,-75.303,0.454,-78.504,0.549,-114.604,0.126,-36.1,0.313,0.243,-0.831,-0.242,-1.597,-0.599,-0.908,-0.485,-1.325,-0.912,-0.418,-0.765,-0.682,0.132,0.185,0.746,0.769,0.054,-0.742,-0.231,-1.977,1.162,-0.794,1.496,0.546,1.056,2.13,2.742,0.396,-0.159,0.596,0.939
2017-06-30,CTD12,4173438,695414,0.007986351,0.01507395,0.032095503,0.009919691,0.0074559543,0.0019938247,1.288,2.427,-0.361,35.183,0.206,-34.47,0.338,-67.781,0.528,-69.653,0.623,-102.964,0.142,-33.311,0.349,0.262,-1.106,-0.257,-2.175,-0.672,-1.05,-0.519,-1.552,-1.021,-0.502,-1.069,-0.98,0.13,0.181,0.984,0.986,0.052,-0.861,-0.282,-2.785,1.287,-1.214,1.713,0.799,1.378,2.741,3.647,0.426,-0.186,0.53,0.941
2018-02-20,CTD1,4187246,695025,0.001621274,0.002572717,0.005490225,0.004258194,0.0036726436,0.0011580783,3.924,1.794,-0.362,206.552,-0.247,153.853,-0.176,116.411,0.126,-52.699,0.198,-90.142,0.074,-37.442,0.88,0.759,0.845,0.565,0.639,0.496,-0.136,-0.194,-0.232,-0.384,-0.096,-0.206,-0.368,-0.184,-0.113,0.197,0.266,0.073,-0.691,-0.394,-0.891,-0.065,-0.589,-0.075,0.975,1.272,-0.138,-0.16,0.986,-0.652,0.847,0.94
2018-02-20,CTD2,4181518,693105,0.0036182248,0.006779619,0.015558235,0.0055271755,0.0041415943,0.0011016596,5.1495,2.401,-0.393,83.226,0.102,-33.423,0.242,-93.952,0.476,-116.65,0.58,-177.178,0.143,-60.529,0.46,0.345,-0.52,-0.138,-1.462,-0.519,-0.791,-0.483,-1.201,-0.979,-0.41,-0.942,-0.908,0.064,0.125,0.918,0.928,0.062,-0.899,-0.314,-2.53,0.96,-1.178,1.282,0.96,1.546,2.204,2.941,0.549,-0.256,0.551,0.934
2018-02-20,CTD3,4181698,695238,0.004511586,0.008783328,0.019879568,0.0047064135,0.0033298314,0.00082963664,2.3345,2.132,-0.387,63.549,0.302,-98.624,0.45,-186.463,0.617,-162.173,0.713,-250.013,0.171,-87.839,0.299,0.212,-1.961,-0.328,-3.707,-0.878,-1.424,-0.54,-2.196,-1.177,-0.772,-1.746,-1.381,0.176,0.222,1.253,1.227,0.048,-0.972,-0.266,-4.104,1.699,-1.586,2.401,0.85,1.556,3.845,5.434,0.368,-0.142,0.471,0.944
2018-02-20,CTD4,4180266,698264,0.0066714333,0.01225376,0.022434836,0.005406498,0.003683625,0.0008954651,2.1695,1.9045,-0.293,37.034,0.388,-103.355,0.538,-189.864,0.612,-140.389,0.718,-226.898,0.19,-86.509,0.2,0.136,-2.319,-0.381,-4.26,-1.026,-1.72,-0.517,-2.78,-1.227,-1.06,-1.941,-1.12,0.262,0.308,1.068,1.062,0.05,-0.922,-0.135,-3.824,2.102,-0.823,3.086,0.363,1.15,3.849,5.649,0.277,-0.06,0.509,0.938
2018-02-20,CTD5,4179450,700268,0.01516326,0.02463798,0.032826073,0.0042940406,0.0027607982,0.0006718718,0.235,0.6225,-0.142,10.124,0.703,-192.293,0.798,-321.626,0.769,-202.417,0.845,-331.75,0.217,-129.333,0.043,0.028,-6.312,-0.531,-10.558,-1.381,-4.987,-0.559,-8.174,-1.425,-3.187,-4.246,-1.161,0.572,0.589,1.041,1.039,0.027,-0.805,0.108,-6.152,5.654,1.28,8.793,-0.223,0.689,7.533,11.716,0.09,0.019,0.503,0.959
2018-02-20,CTD6,4176009,695829,0.0067898626,0.012506473,0.024421249,0.006084914,0.0041956604,0.0010264915,6.767,2.492,-0.323,39.011,0.345,-84.382,0.498,-158.383,0.601,-123.393,0.707,-197.394,0.184,-74.001,0.237,0.164,-2.061,-0.354,-3.868,-0.964,-1.543,-0.518,-2.469,-1.201,-0.925,-1.807,-1.159,0.224,0.272,1.098,1.088,0.051,-0.938,-0.177,-3.765,1.884,-1.033,2.732,0.502,1.263,3.678,5.334,0.315,-0.086,0.503,0.938
2018-02-20,CTD7,4176724,690397,0.00439083,0.008786053,0.020739233,0.005076611,0.0036521372,0.0009246348,1.962,1.865,-0.405,65.599,0.268,-83.165,0.413,-159.996,0.607,-148.764,0.701,-225.594,0.163,-76.83,0.333,0.24,-1.725,-0.304,-3.318,-0.812,-1.307,-0.543,-1.982,-1.145,-0.675,-1.593,-1.369,0.152,0.199,1.259,1.233,0.048,-0.966,-0.296,-3.948,1.555,-1.68,2.161,0.97,1.641,3.67,5.101,0.402,-0.171,0.47,0.945
2018-02-20,CTD8,4174178,693048,0.0062541086,0.012055351,0.024772068,0.005621251,0.0039567235,0.00098339,1.842,2.525,-0.345,42.583,0.364,-94.946,0.506,-169.784,0.63,-137.528,0.725,-212.366,0.174,-74.838,0.239,0.168,-2.352,-0.376,-4.206,-0.954,-1.658,-0.544,-2.56,-1.194,-0.902,-1.854,-1.328,0.224,0.266,1.196,1.178,0.045,-0.934,-0.217,-4.116,1.985,-1.36,2.82,0.634,1.351,4.079,5.794,0.307,-0.101,0.48,0.945
2018-02-20,CTD9,4171106,693183,0.014169576,0.024301684,0.049755596,0.022863574,0.018427894,0.0050461353,,,-0.344,21.051,0.03,-2.588,0.137,-13.116,0.37,-23.639,0.459,-34.167,0.107,-10.528,0.481,0.388,-0.129,-0.048,-0.653,-0.3,-0.574,-0.436,-0.83,-0.781,-0.256,-0.524,-0.616,0.021,0.081,0.629,0.664,0.06,-0.752,-0.318,-1.637,0.693,-0.857,0.859,0.807,1.241,1.418,1.759,0.57,-0.299,0.637,0.939
2018-02-20,CTD10,4170388,695646,0.006851848,0.013810423,0.028338289,0.0075930315,0.005304588,0.0013102791,5.1425,3.061,-0.345,37.121,0.29,-59.291,0.445,-116.107,0.577,-96.412,0.685,-153.228,0.177,-56.816,0.282,0.197,-1.68,-0.315,-3.29,-0.882,-1.331,-0.511,-2.116,-1.163,-0.785,-1.61,-1.126,0.185,0.237,1.085,1.076,0.054,-0.944,-0.211,-3.523,1.632,-1.129,2.336,0.621,1.353,3.348,4.792,0.363,-0.116,0.508,0.936
