Date,Buoy,Latitude,Longitude,rhow_B1,rhow_B2,rhow_B3,rhow_B4,rhow_B5,rhow_B6,rhow_B7,rhow_B8A,Chl,Turbidez
2016-08-09,CTD1,4187246,695025,0.0123576615,0.01786893,0.029304998,0.015224586,0.013183767,0.003807915,0.0037340675,0.001515749,11.46,6.89
2016-08-09,CTD2,4181518,693105,0.012190679,0.016619084,0.023268454,0.014383198,0.011137282,0.0033171622,0.0033210216,0.001368588,,
2016-08-09,CTD3,4181698,695238,0.011029372,0.01509882,0.020664234,0.012653733,0.0089632,0.0025488562,0.0025601678,0.001081203,,
2016-08-09,CTD4,4180266,698264,0.014593823,0.020039309,0.025573334,0.017239204,0.012291521,0.003352748,0.0033403803,0.0013136751,,
2016-08-09,CTD5,4179450,700268,0.014708797,0.02171967,0.025115568,0.004539191,0.0030113745,0.000751617,0.0007623971,0.000294331,0.21,0.12
2016-08-09,CTD6,4176009,695829,0.0108737005,0.014860232,0.021078905,0.011453416,0.008379667,0.0024019077,0.0023935118,0.0009896859,,
2016-08-09,CTD7,4176724,690397,0.013332681,0.019042697,0.0295343,0.017339455,0.013932199,0.0041221883,0.004094857,0.0016847964,,
2016-08-09,CTD8,4174178,693048,0.011421134,0.016720794,0.025372626,0.012370482,0.009286434,0.0026625935,0.0026060108,0.0010771317,,
2016-08-09,CTD9,4171106,693183,0.014658697,0.022154626,0.03671471,0.021620523,0.017557157,0.0048497613,0.0049257646,0.001981085,,
2016-08-09,CTD10,4170388,695646,0.013932208,0.019958304,0.030487638,0.015748758,0.012291521,0.003561876,0.0035387992,0.0014402365,,
2016-08-09,CTD11,4169609,700351,0.010954952,0.015403808,0.023191815,0.011900873,0.010465334,0.0030528,0.002889263,0.0011963367,,
2016-08-09,CTD12,4173438,695414,0.011320886,0.016295519,0.024649302,0.012164443,0.008872945,0.0024900693,0.0024775648,0.0010280681,,
2016-09-08,CTD1,4187246,695025,0.010579986,0.015640588,0.026115848,0.013857856,0.0124642225,0.0036129788,0.0035308904,0.0014610101,18.69,4.95
2016-09-08,CTD2,4181518,693105,0.010294661,0.014946087,0.024087878,0.01180137,0.009841105,0.002800153,0.002756082,0.0011318771,,
