Date,Buoy,Latitude,Longitude,rtoa_B1,rtoa_B2,rtoa_B3,rtoa_B4,rtoa_B5,rtoa_B6,rtoa_B7,rtoa_B8,rtoa_B8A,rtoa_B9,rtoa_B10,rtoa_B11,rtoa_B12,Chl,Turbidez
2016-08-09,CTD1,4187246,695025,0.1166,0.088,0.0712,0.0431,0.0373,0.0259,0.024,0.0213,0.0192,0.0065,0.0005,0.0092,0.0075,11.46,6.89
2016-08-09,CTD2,4181518,693105,0.1218,0.0929,0.0705,0.0486,0.0418,0.0342,0.0327,0.029,0.0281,0.0088,0.0007,0.0175,0.0145,12.21,5.08
2016-08-09,CTD3,4181698,695238,0.1208,0.0933,0.0698,0.0485,0.0416,0.0348,0.033,0.0298,0.0282,0.0088,0.0007,0.0186,0.0149,11.75,4.04
2016-08-09,CTD4,4180266,698264,0.1283,0.0948,0.073,0.0516,0.0454,0.0386,0.0379,0.0326,0.0313,0.0107,0.0005,0.0195,0.0145,7.58,3.96
2016-08-09,CTD5,4179450,700268,0.1245,0.1001,0.076,0.0414,0.0354,0.0326,0.03,0.0273,0.0266,0.0082,0.0007,0.0172,0.0146,0.285,0.135
2016-08-09,CTD6,4176009,695829,0.1171,0.0881,0.065,0.0413,0.0349,0.028,0.0259,0.0237,0.0221,0.007,0.0006,0.0127,0.0095,9.52,4.23
2016-08-09,CTD7,4176724,690397,0.1219,0.095,0.0755,0.0526,0.0454,0.0357,0.0349,0.031,0.0302,0.0088,0.0007,0.0193,0.0151,10.94,5.94
2016-08-09,CTD8,4174178,693048,0.1178,0.0889,0.0686,0.0414,0.0344,0.0264,0.0245,0.0226,0.0201,0.0069,0.0005,0.0117,0.0085,12.84,6.3
2016-08-09,CTD9,4171106,693183,0.123,0.0984,0.0838,0.0577,0.0494,0.0373,0.0355,0.032,0.0309,0.0093,0.0005,0.0213,0.0162,,
2016-08-09,CTD10,4170388,695646,0.1199,0.0926,0.0743,0.0491,0.0411,0.0327,0.033,0.0283,0.0267,0.0084,0.0006,0.0166,0.0138,9.75,4.72
2016-08-09,CTD11,4169609,700351,0.1245,0.0924,0.0732,0.0489,0.0413,0.0345,0.0337,0.0273,0.0299,0.0093,0.0005,0.0196,0.016,8.69,3.95
2016-08-09,CTD12,4173438,695414,0.1192,0.0917,0.0715,0.0457,0.0384,0.0309,0.0297,0.0263,0.0256,0.0077,0.0005,0.0148,0.0124,8.52,4.48
2016-09-08,CTD1,4187246,695025,0.1222,0.0927,0.0743,0.0501,0.0442,0.0353,0.0352,0.0293,0.0293,0.0086,0.0007,0.017,0.0124,18.69,4.95
2016-09-08,CTD2,4181518,693105,0.1193,0.0889,0.0688,0.0436,0.0371,0.0301,0.0287,0.0244,0.0246,0.0078,0.0007,0.0125,0.0089,13.22,4.29
2016-09-08,CTD3,4181698,695238,0.1178,0.0865,0.0658,0.0404,0.0343,0.0274,0.0258,0.0213,0.022,0.0072,0.0005,0.0098,0.0071,13.57,3.92
2016-09-08,CTD4,4180266,698264,0.1196,0.0897,0.0671,0.0441,0.0378,0.031,0.0305,0.0256,0.0252,0.0075,0.0005,0.0143,0.011,12.38,4.15
2016-09-08,CTD5,4179450,700268,0.1238,0.0961,0.0734,0.0404,0.0357,0.0324,0.0309,0.0267,0.0268,0.0081,0.0006,0.0161,0.012,1.27,0.1399999999999999
2016-09-08,CTD6,4176009,695829,0.1166,0.0863,0.0645,0.0403,0.034,0.0272,0.025,0.0209,0.0211,0.0072,0.0005,0.0094,0.007,12.32,4.35
2016-09-08,CTD7,4176724,690397,0.1202,0.0898,0.0703,0.0448,0.0377,0.0308,0.03,0.0246,0.0252,0.0072,0.0005,0.0121,0.0083,13.91,4.69
2016-09-08,CTD9,4171106,693183,0.1213,0.0932,0.0792,0.0542,0.0465,0.0354,0.035,0.0298,0.0297,0.0083,0.0005,0.0174,0.0126,,
2016-09-08,CTD10,4170388,695646,0.1201,0.0913,0.0748,0.0487,0.0424,0.0324,0.0316,0.0261,0.0259,0.008,0.0005,0.0138,0.0099,15.06,5.38
2016-09-08,CTD11,4169609,700351,0.1194,0.0905,0.0722,0.0469,0.0402,0.0331,0.0317,0.0266,0.0276,0.0085,0.0006,0.0159,0.0116,11.3,6.33
2016-09-08,CTD12,4173438,695414,0.1188,0.0886,0.0686,0.0444,0.0378,0.0307,0.0291,0.0242,0.0245,0.0078,0.0006,0.0125,0.0101,11.52,4.19
2017-06-30,CTD1,4187246,695025,0.1269,0.1038,0.0837,0.0479,0.0396,0.0323,0.0305,0.0285,0.0256,0.0102,0.0011,0.0168,0.0123,1.1285,3.878
2017-06-30,CTD2,4181518,693105,0.1399,0.1201,0.1002,0.0714,0.0635,0.0599,0.0581,0.0569,0.0528,0.0197,0.0011,0.0439,0.0357,0.9935,2.029
2017-06-30,CTD3,4181698,695238,0.1405,0.1194,0.0957,0.0713,0.0654,0.0623,0.0632,0.0601,0.0585,0.021,0.001,0.0474,0.0392,1.5114999999999998,1.239
2017-06-30,CTD4,4180266,698264,0.1411,0.1201,0.0994,0.0706,0.064,0.0602,0.0595,0.0574,0.0562,0.02,0.0009,0.0447,0.0366,1.485,1.9025
2017-06-30,CTD5,4179450,700268,0.1329,0.1148,0.0897,0.0563,0.0519,0.0481,0.0493,0.0476,0.0427,0.0149,0.0008,0.0344,0.0261,0.51,0.3675
2017-06-30,CTD6,4176009,695829,0.1479,0.126,0.1069,0.0806,0.0739,0.0704,0.0706,0.0666,0.0683,0.0239,0.0008,0.0549,0.0458,1.8435,2.539
2017-06-30,CTD7,4176724,690397,0.1512,0.1366,0.1209,0.0861,0.0778,0.0725,0.0724,0.0681,0.0675,0.0242,0.001,0.0548,0.0451,1.6825,3.645
2017-06-30,CTD8,4174178,693048,0.1499,0.1306,0.1118,0.083,0.0767,0.0722,0.0732,0.0687,0.0689,0.0245,0.0011,0.0571,0.0468,0.9075,2.2275
2017-06-30,CTD9,4171106,693183,0.1552,0.1417,0.1282,0.1015,0.0887,0.0762,0.0759,0.0723,0.0711,0.0246,0.001,0.0582,0.0477,,
