Date,Buoy,Latitude,Longitude,rhow_B1,rhow_B2,rhow_B3,rhow_B4,rhow_B5,rhow_B6,rhow_B7,rhow_B8A,Chl,Turbidez
2016-08-09,CTD1,4187246,695025,0.011557551,0.01677188,0.028794995,0.014744224,0.012881314,0.0037190781,0.0036645178,0.001499898,11.46,6.89
2016-08-09,CTD2,4181518,693105,0.011378609,0.015170635,0.022114683,0.01308602,0.010211863,0.003135181,0.0030726576,0.0012883042,12.21,5.08
2016-08-09,CTD3,4181698,695238,0.01071672,0.014699977,0.020822242,0.012379519,0.0089632,0.0025987655,0.0026362666,0.0011002447,11.75,4.04
2016-08-09,CTD4,4180266,698264,0.008905852,0.01154712,0.020527788,0.0085025905,0.012757267,0.003352748,0.0033195373,0.0012944449,7.58,3.96
2016-08-09,CTD5,4179450,700268,0.01474397,0.022333896,0.025156863,0.0046539227,0.0029858162,0.000751617,0.0007623971,0.000294331,0.285,0.135
2016-08-09,CTD6,4176009,695829,0.010866346,0.014820004,0.021078905,0.011349414,0.008379667,0.0024124808,0.00239987,0.0009990195,9.52,4.23
2016-08-09,CTD7,4176724,690397,0.013880036,0.019730497,0.030705446,0.018938396,0.01469822,0.0043080775,0.004288094,0.0017497751,10.94,5.94
2016-08-09,CTD8,4174178,693048,0.010402882,0.015704345,0.025355967,0.01222232,0.00956906,0.0027028676,0.0026292522,0.001097651,12.84,6.3
2016-08-09,CTD9,4171106,693183,0.013036164,0.02006638,0.033828877,0.020082636,0.01582168,0.004466356,0.0045266794,0.0018462652,,
2016-08-09,CTD10,4170388,695646,0.016327148,0.02284161,0.03433029,0.017810361,0.01401841,0.0040529827,0.0040420312,0.0016394382,9.75,4.72
2016-08-09,CTD11,4169609,700351,0.010767565,0.015042636,0.022594802,0.012919855,0.010850893,0.0031603382,0.0030426378,0.0012864679,8.69,3.95
2016-08-09,CTD12,4173438,695414,0.012315695,0.017694283,0.025472794,0.013293076,0.009602651,0.002741353,0.002719555,0.0011238804,8.52,4.48
2016-09-08,CTD1,4187246,695025,0.011359334,0.01652359,0.027251022,0.014605151,0.013168484,0.0038591444,0.003769339,0.0015695846,18.69,4.95
2016-09-08,CTD2,4181518,693105,0.00968305,0.014277933,0.023084925,0.01124637,0.009417515,0.0026045013,0.0025218632,0.0010348605,13.22,4.29
2016-09-08,CTD3,4181698,695238,0.0102565475,0.014694998,0.023492077,0.011051187,0.009322661,0.002676736,0.002582983,0.0010665213,13.57,3.92
2016-09-08,CTD4,4180266,698264,0.011194974,0.015667122,0.023484332,0.013225308,0.010400377,0.0031005812,0.003004866,0.0012724794,12.38,4.15
2016-09-08,CTD5,4179450,700268,0.010466274,0.016054248,0.021232972,0.0042410363,0.0030480202,0.0007037057,0.0007160391,0.0002760678,1.27,0.1399999999999999
2016-09-08,CTD6,4176009,695829,0.008069832,0.011949981,0.018957907,0.0099579785,0.007988389,0.0022110238,0.0021894898,0.00092732714,12.32,4.35
2016-09-08,CTD7,4176724,690397,0.01093273,0.016185405,0.026132973,0.0130003,0.010497962,0.0030031123,0.0029583275,0.0012209823,13.91,4.69
2016-09-08,CTD9,4171106,693183,0.011149553,0.017658358,0.03241541,0.018646877,0.016633632,0.0047219843,0.004727363,0.0019193726,,
2016-09-08,CTD10,4170388,695646,0.011679797,0.01756291,0.030290844,0.016078604,0.014313119,0.0041277017,0.0041058715,0.0016671405,15.06,5.38
2016-09-08,CTD11,4169609,700351,0.008599888,0.013562002,0.023937594,0.011771254,0.009587707,0.002685022,0.002650354,0.001106496,11.3,6.33
2016-09-08,CTD12,4173438,695414,0.008288924,0.012296981,0.020725923,0.010698382,0.0089214295,0.0025770892,0.0025624398,0.0010620079,11.52,4.19
2017-06-30,CTD1,4187246,695025,0.020267187,0.029541695,0.037989896,0.012751135,0.008468138,0.0021277042,0.0021259508,0.00085472845,1.1285,3.878
2017-06-30,CTD2,4181518,693105,0.016517498,0.025367688,0.031084968,0.007473426,0.004881024,0.001217275,0.0012638009,0.0005068762,0.9935,2.029
2017-06-30,CTD3,4181698,695238,0.015449502,0.021422183,0.025057863,0.007897569,0.0058195754,0.0015518613,0.0015043294,0.0006166561,1.5114999999999998,1.239
