Date,Buoy,Latitude,Longitude,rtoa_B1,rtoa_B2,rtoa_B3,rtoa_B4,rtoa_B5,rtoa_B6,rtoa_B7,rtoa_B8,rtoa_B8A,rtoa_B9,rtoa_B10,rtoa_B11,rtoa_B12,Chl,Turbidez
2016-08-09,CTD1,4187246,695025,0.1166,0.0873,0.0713,0.0425,0.0373,0.0259,0.024,0.0213,0.0194,0.0065,0.0005,0.0089,0.0075,10.09,6.695
2016-08-09,CTD2,4181518,693105,0.1218,0.0929,0.0692,0.0473,0.0417,0.0341,0.0324,0.0278,0.0278,0.0088,0.0007,0.0182,0.0145,11.205,4.53
2016-08-09,CTD3,4181698,695238,0.1208,0.0923,0.0692,0.0474,0.0416,0.034,0.0333,0.0294,0.0293,0.0088,0.0007,0.0188,0.0145,12.075,3.76
2016-08-09,CTD4,4180266,698264,0.1283,0.0901,0.066,0.0422,0.042,0.0314,0.0309,0.0277,0.0273,0.0107,0.0005,0.0195,0.0145,8.84,3.37
2016-08-09,CTD5,4179450,700268,0.1245,0.0989,0.0729,0.0379,0.0339,0.032,0.0293,0.028,0.0263,0.0082,0.0007,0.0167,0.0137,0.2525,0.1225
2016-08-09,CTD6,4176009,695829,0.1171,0.0884,0.0658,0.0413,0.0349,0.028,0.0262,0.0243,0.0223,0.0067,0.0006,0.0129,0.0096,12.15,4.595
2016-08-09,CTD7,4176724,690397,0.1219,0.0958,0.075,0.0522,0.0456,0.0357,0.0364,0.0315,0.0308,0.0088,0.0007,0.0199,0.0155,13.535,5.76
2016-08-09,CTD8,4174178,693048,0.1178,0.0893,0.0706,0.0414,0.0333,0.0248,0.0238,0.0221,0.0195,0.0069,0.0005,0.01,0.0081,14.34,6.02
2016-08-09,CTD9,4171106,693183,0.123,0.0966,0.0838,0.0565,0.049,0.0373,0.0354,0.0302,0.0315,0.0093,0.0005,0.0215,0.0168,3.66,6.2
2016-08-09,CTD10,4170388,695646,0.1199,0.0915,0.0745,0.0488,0.0402,0.0324,0.0326,0.0281,0.0266,0.0084,0.0006,0.0167,0.0131,14.125,4.015
2016-08-09,CTD11,4169609,700351,0.1245,0.0924,0.0732,0.0491,0.0401,0.0323,0.0318,0.0273,0.0287,0.0093,0.0005,0.0185,0.0147,9.89,3.485
2016-08-09,CTD12,4173438,695414,0.1192,0.0916,0.0733,0.0462,0.0387,0.0309,0.0297,0.0263,0.0256,0.0077,0.0005,0.0151,0.0121,10.205,4.04
2016-09-08,CTD1,4187246,695025,0.1222,0.0914,0.074,0.0501,0.0442,0.0353,0.0343,0.0281,0.0293,0.0086,0.0007,0.017,0.0124,21.69,4.885
2016-09-08,CTD2,4181518,693105,0.1193,0.0897,0.069,0.0441,0.0371,0.0301,0.0287,0.0241,0.0246,0.0079,0.0007,0.0125,0.0086,16.57,3.945
2016-09-08,CTD3,4181698,695238,0.1182,0.0868,0.0658,0.0404,0.0343,0.0284,0.0249,0.0226,0.0221,0.0072,0.0005,0.0097,0.007,12.705,3.62
2016-09-08,CTD4,4180266,698264,0.1196,0.0907,0.0686,0.0456,0.0378,0.0302,0.0305,0.0254,0.0252,0.0075,0.0005,0.0146,0.011,16.045,3.09
2016-09-08,CTD5,4179450,700268,0.1238,0.0954,0.0724,0.0413,0.0353,0.0324,0.0309,0.0269,0.0265,0.0081,0.0006,0.0165,0.012,0.905,0.0725
2016-09-08,CTD6,4176009,695829,0.1162,0.086,0.0642,0.04,0.0333,0.0272,0.025,0.0216,0.0208,0.0073,0.0007,0.0094,0.0072,14.045,4.205
2016-09-08,CTD7,4176724,690397,0.1202,0.0904,0.0701,0.0448,0.0376,0.0313,0.0301,0.0248,0.0249,0.0072,0.0005,0.0122,0.0083,17.195,4.295
2016-09-08,CTD9,4171106,693183,0.1213,0.0943,0.0793,0.0544,0.0464,0.0354,0.035,0.03,0.0299,0.0083,0.0005,0.0177,0.0121,3.8,5.55
2016-09-08,CTD10,4170388,695646,0.1201,0.0906,0.0748,0.0475,0.0424,0.0324,0.0312,0.0265,0.0261,0.008,0.0005,0.0132,0.0096,16.6,4.565
2016-09-08,CTD11,4169609,700351,0.1194,0.09,0.0715,0.0457,0.0402,0.0326,0.0312,0.0259,0.0276,0.0085,0.0006,0.0156,0.0116,14.81,4.155
2016-09-08,CTD12,4173438,695414,0.1188,0.0895,0.069,0.0434,0.0373,0.0304,0.0291,0.0241,0.0245,0.0078,0.0006,0.0125,0.0101,14.525,3.88
2017-06-30,CTD1,4187246,695025,0.1269,0.105,0.0837,0.0479,0.0389,0.0319,0.0305,0.0285,0.0252,0.0102,0.0011,0.0168,0.0123,0.8394999999999999,2.0765
2017-06-30,CTD2,4181518,693105,0.1399,0.1215,0.1009,0.0726,0.063,0.0601,0.0574,0.0557,0.0536,0.0197,0.0011,0.0438,0.0357,0.5205,1.2065
2017-06-30,CTD3,4181698,695238,0.1405,0.1189,0.0961,0.0712,0.0671,0.0623,0.0638,0.0637,0.0604,0.021,0.001,0.0492,0.0401,0.9285,0.841
2017-06-30,CTD4,4180266,698264,0.1411,0.1198,0.1006,0.0718,0.0664,0.0602,0.0595,0.0645,0.0547,0.02,0.001,0.0457,0.0368,0.8995,1.456
2017-06-30,CTD5,4179450,700268,0.1329,0.117,0.0921,0.0578,0.0519,0.0481,0.0497,0.0457,0.0427,0.0149,0.0008,0.0344,0.0272,0.2225,0.3
2017-06-30,CTD6,4176009,695829,0.148,0.126,0.1066,0.0823,0.0736,0.0675,0.0707,0.0705,0.0685,0.0239,0.0008,0.0536,0.0455,0.8545,2.1245
2017-06-30,CTD7,4176724,690397,0.1512,0.1377,0.1213,0.0867,0.0766,0.0707,0.0724,0.0715,0.0666,0.0242,0.001,0.0548,0.0451,0.7835,3.12
2017-06-30,CTD8,4174178,693048,0.1499,0.1304,0.1118,0.0846,0.0778,0.072,0.0717,0.0681,0.0693,0.0245,0.0011,0.057,0.0468,0.5735,1.825
2017-06-30,CTD9,4171106,693183,0.1552,0.1379,0.1287,0.0985,0.0891,0.0758,0.0769,0.0705,0.0711,0.0246,0.001,0.0582,0.0478,0.4625,6.8325000000000005
2017-06-30,CTD10,4170388,695646,0.149,0.1264,0.1053,0.0794,0.0774,0.0734,0.073,0.0672,0.0692,0.0245,0.0008,0.0576,0.0473,0.5325,2.2
2017-06-30,CTD11,4169609,700351,0.1653,0.1393,0.1207,0.097,0.094,0.0912,0.0933,0.0825,0.0918,0.0325,0.0012,0.0768,0.0657,0.8555,0.841
2017-06-30,CTD12,4173438,695414,0.1496,0.1278,0.1068,0.0835,0.0783,0.071,0.0729,0.0678,0.0689,0.0244,0.0009,0.0576,0.0482,0.829,2.6105
2018-02-20,CTD1,4187246,695025,0.1509,0.1153,0.0972,0.0771,0.0775,0.0775,0.0829,0.0722,0.0836,0.0411,0.0133,0.0853,0.0841,2.7805,3.3875
2018-02-20,CTD2,4181518,693105,0.1416,0.1109,0.0865,0.0594,0.056,0.0547,0.0551,0.0522,0.0527,0.0259,0.0107,0.0499,0.0438,3.125,7.087000000000001
2018-02-20,CTD3,4181698,695238,0.1296,0.1007,0.0768,0.0412,0.0349,0.031,0.029,0.0268,0.0217,0.0088,0.0035,0.0131,0.0086,1.4395,8.2785
2018-02-20,CTD4,4180266,698264,0.1226,0.0902,0.0663,0.0328,0.026,0.0209,0.0189,0.016,0.0153,0.0049,0.0007,0.004,0.002,1.354,2.146
2018-02-20,CTD5,4179450,700268,0.1265,0.0968,0.0721,0.0278,0.0216,0.0181,0.016,0.0124,0.0112,0.005,0.0006,0.0027,0.0016,0.185,0.62
2018-02-20,CTD6,4176009,695829,0.1225,0.0904,0.0688,0.032,0.026,0.0201,0.0186,0.0144,0.0136,0.0049,0.0007,0.0035,0.0025,4.686,3.4205
2018-02-20,CTD7,4176724,690397,0.129,0.0952,0.0745,0.0395,0.0348,0.0316,0.0286,0.0226,0.0244,0.01,0.0027,0.0166,0.0117,1.3255,2.2245
2018-02-20,CTD8,4174178,693048,0.1271,0.0937,0.0727,0.0365,0.031,0.0259,0.0224,0.0208,0.0191,0.0091,0.0029,0.0095,0.0069,1.1960000000000002,7.736499999999999
2018-02-20,CTD9,4171106,693183,0.1278,0.1017,0.0878,0.0489,0.0387,0.0245,0.0228,0.0178,0.0174,0.0061,0.0006,0.0055,0.0032,0.6809999999999999,11.009
2018-02-20,CTD10,4170388,695646,0.1222,0.0894,0.0698,0.0329,0.0274,0.0198,0.0196,0.0151,0.0146,0.0051,0.0005,0.0033,0.0031,2.9925,3.644
2018-02-20,CTD11,4169609,700351,0.1196,0.0884,0.0695,0.0332,0.0267,0.0205,0.0177,0.0155,0.0129,0.0059,0.0009,0.0039,0.0026,3.0385,2.0995
2018-02-20,CTD12,4173438,695414,0.1241,0.0903,0.0673,0.0315,0.0278,0.0222,0.019,0.0143,0.0151,0.0057,0.0006,0.0045,0.0033,3.8175,3.3525
2018-03-07,CTD1,4187246,695025,0.128,0.0993,0.0828,0.0409,0.0314,0.0229,0.0208,0.0158,0.0154,0.0077,0.0008,0.0055,0.0028,2.5155,5.8615
2018-03-07,CTD2,4181518,693105,0.1211,0.09,0.0703,0.0339,0.0289,0.0225,0.0212,0.0177,0.0146,0.0082,0.0008,0.0053,0.0033,2.45,4.1355
2018-03-07,CTD3,4181698,695238,0.1214,0.0904,0.0729,0.0347,0.0294,0.021,0.0201,0.017,0.0144,0.0069,0.0006,0.0044,0.0033,1.3785,4.6205
2018-03-07,CTD4,4180266,698264,0.1229,0.0947,0.0794,0.0377,0.0297,0.0224,0.021,0.016,0.0154,0.0075,0.0008,0.0049,0.0037,1.527,4.0105
2018-03-07,CTD5,4179450,700268,0.1185,0.0903,0.0669,0.0264,0.0209,0.0171,0.0159,0.0125,0.0118,0.0058,0.0008,0.0034,0.0024,0.625,0.6575
2018-03-07,CTD6,4176009,695829,0.117,0.0847,0.064,0.0307,0.0249,0.019,0.0174,0.0144,0.0127,0.0059,0.0006,0.0031,0.0018,2.585,3.1075
2018-03-07,CTD7,4176724,690397,0.1198,0.0887,0.0698,0.0327,0.0253,0.021,0.0186,0.015,0.0125,0.007,0.0008,0.0034,0.0009,1.3575,3.275
2018-03-07,CTD8,4174178,693048,0.12,0.0906,0.0716,0.0329,0.0265,0.0215,0.0191,0.0153,0.0136,0.007,0.0007,0.0041,0.0026,1.5915,3.0415
2018-03-07,CTD9,4171106,693183,0.1194,0.0936,0.0757,0.039,0.0299,0.0194,0.0176,0.0132,0.0122,0.0065,0.0009,0.0027,0.0025,0.509,1.3235
2018-03-07,CTD10,4170388,695646,0.1165,0.0845,0.064,0.03,0.0239,0.0191,0.0168,0.0127,0.0114,0.006,0.0007,0.0025,0.0015,2.221,1.36
2018-03-07,CTD11,4169609,700351,0.1168,0.0873,0.0681,0.0308,0.0247,0.0184,0.0158,0.0134,0.0117,0.0057,0.0006,0.0029,0.0018,1.282,1.935
2018-03-07,CTD12,4173438,695414,0.1188,0.0847,0.0643,0.0294,0.0249,0.0183,0.0172,0.0135,0.0119,0.008,0.0009,0.0036,0.0028,1.972,1.6795
2018-05-16,CTD1,4187246,695025,0.1288,0.106,0.0853,0.0512,0.0459,0.0391,0.039,0.035,0.0322,0.0104,0.0008,0.0235,0.0181,1.205,0.062
2018-05-16,CTD2,4181518,693105,0.1333,0.1078,0.0878,0.0574,0.0504,0.0474,0.0483,0.0449,0.0431,0.014,0.001,0.0331,0.0268,1.34,1.7675
2018-05-16,CTD3,4181698,695238,0.1313,0.1057,0.086,0.0576,0.0514,0.0488,0.0483,0.0447,0.0437,0.014,0.001,0.034,0.0271,1.6005,1.627
2018-05-16,CTD4,4180266,698264,0.128,0.105,0.0837,0.0551,0.0482,0.044,0.044,0.0414,0.04,0.0128,0.0009,0.0304,0.0243,1.1265,3.498
2018-05-16,CTD5,4179450,700268,0.1323,0.111,0.092,0.0549,0.0486,0.0469,0.0449,0.0419,0.0424,0.0135,0.0008,0.033,0.0265,0.4024999999999999,0.4575
2018-05-16,CTD6,4176009,695829,0.1353,0.1152,0.0913,0.064,0.0542,0.0507,0.0517,0.0517,0.0486,0.0149,0.001,0.0368,0.0302,0.5115000000000001,13.3835
2018-05-16,CTD7,4176724,690397,0.1388,0.119,0.1072,0.0654,0.057,0.0505,0.0495,0.0464,0.0448,0.0145,0.0009,0.0335,0.026,1.8755,3.794000000000001
2018-05-16,CTD8,4174178,693048,0.1363,0.1168,0.097,0.0645,0.0572,0.0532,0.0529,0.05,0.0487,0.015,0.0008,0.0384,0.0313,0.526,2.383
2018-05-16,CTD9,4171106,693183,0.1405,0.124,0.1129,0.0866,0.0729,0.0559,0.0563,0.0527,0.0521,0.0153,0.0008,0.0387,0.0315,0.4575,2.0275
2018-05-16,CTD10,4170388,695646,0.1359,0.1134,0.0954,0.0656,0.0583,0.0549,0.0516,0.0507,0.0501,0.0156,0.0006,0.0392,0.032,0.7715,2.5575
2018-05-16,CTD11,4169609,700351,0.1395,0.1126,0.0949,0.0642,0.0565,0.0528,0.0542,0.0445,0.0516,0.0161,0.0008,0.0397,0.0328,0.8875,2.157
2018-05-16,CTD12,4173438,695414,0.1388,0.1178,0.0943,0.0654,0.058,0.0544,0.0547,0.0537,0.0495,0.0161,0.0007,0.04,0.0334,0.3275,6.1045
2018-06-20,CTD1,4187246,695025,0.1414,0.1209,0.0996,0.0768,0.0675,0.0617,0.0618,0.0593,0.0562,0.0135,0.0008,0.0455,0.0352,0.8314999999999999,2.5785
2018-06-20,CTD2,4181518,693105,0.1438,0.1204,0.1003,0.071,0.0649,0.0625,0.0632,0.0556,0.0595,0.014,0.0008,0.0466,0.0368,0.5265,14.814
2018-06-20,CTD3,4181698,695238,0.1441,0.1223,0.1,0.073,0.0687,0.065,0.0659,0.0584,0.0632,0.015,0.0006,0.05,0.0405,0.756,10.907
2018-06-20,CTD4,4180266,698264,0.1328,0.1068,0.0831,0.0541,0.0514,0.0475,0.047,0.0439,0.043,0.0105,0.0006,0.0321,0.0264,0.427,2.886
2018-06-20,CTD5,4179450,700268,0.1387,0.1227,0.1022,0.0644,0.0573,0.0565,0.0549,0.0536,0.0512,0.0114,0.0006,0.041,0.0319,0.2774999999999999,0.365
2018-06-20,CTD6,4176009,695829,0.1427,0.1213,0.0992,0.0718,0.0638,0.0623,0.0603,0.0557,0.0585,0.0141,0.0005,0.0465,0.0362,0.4415,1.1715
2018-06-20,CTD7,4176724,690397,0.1424,0.1216,0.0993,0.0746,0.0646,0.0614,0.0637,0.0617,0.0589,0.0147,0.0006,0.0461,0.0372,0.28,3.152
2018-06-20,CTD8,4174178,693048,0.1454,0.1253,0.1067,0.0756,0.0664,0.0614,0.0642,0.0596,0.0616,0.0145,0.0008,0.0484,0.0397,0.5509999999999999,8.981
2018-06-20,CTD9,4171106,693183,0.1484,0.1322,0.1163,0.0883,0.0766,0.0653,0.063,0.0573,0.0614,0.0144,0.0008,0.0496,0.0383,0.2425,1.5205000000000002
