Date,Buoy,Latitude,Longitude,rhown_B1,rhown_B2,rhown_B3,rhown_B4,rhown_B5,rhown_B6,Chl
2016-08-09,CTD1,4187246,695025,0.011234064,0.018133275,0.034468252,0.016595101,0.013079599,0.0035755902,10.09
2016-08-09,CTD2,4181518,693105,0.0080195805,0.011638663,0.020011267,0.010844853,0.0086765,0.0024619063,11.205
2016-08-09,CTD3,4181698,695238,0.0066109016,0.010425748,0.020093167,0.010827807,0.009147521,0.002637746,12.075
2016-08-09,CTD4,4180266,698264,0.008589972,0.010880876,0.015308044,0.008855747,0.007716121,0.0023626524,8.84
2016-08-09,CTD6,4176009,695829,0.008732,0.013189688,0.023285594,0.01088243,0.008250715,0.0022059307,12.15
2016-08-09,CTD7,4176724,690397,0.009463251,0.014429287,0.027091311,0.01444761,0.011514215,0.0031956136,13.535
2016-08-09,CTD8,4174178,693048,0.011305991,0.017206708,0.030812684,0.0138373505,0.010311555,0.0026788744,14.34
2016-08-09,CTD9,4171106,693183,0.012790599,0.019829134,0.03901237,0.019856324,0.015883295,0.004385973,3.66
2016-08-09,CTD10,4170388,695646,0.00818507,0.013205121,0.026302509,0.013234393,0.010539183,0.0030089053,14.125
2016-08-09,CTD11,4169609,700351,0.010563619,0.015091099,0.023349918,0.012509639,0.009492766,0.002544773,9.89
2016-08-09,CTD12,4173438,695414,0.009553588,0.0152201895,0.027643776,0.012570771,0.009398448,0.0024628246,10.205
2016-09-08,CTD1,4187246,695025,0.006473537,0.010694879,0.021859482,0.013450606,0.011166348,0.0033099267,21.69
2016-09-08,CTD2,4181518,693105,0.0065948428,0.010533972,0.021436084,0.011169312,0.008756075,0.0024190734,16.57
2016-09-08,CTD3,4181698,695238,0.0071606943,0.011086315,0.020960642,0.01044162,0.008027802,0.0021867764,12.705
2016-09-08,CTD4,4180266,698264,0.006346484,0.009337849,0.017986028,0.010221782,0.008245081,0.0024308572,16.045
2016-09-08,CTD6,4176009,695829,0.0060916427,0.009650285,0.019372394,0.010012104,0.0080830585,0.0022762595,14.045
2016-09-08,CTD7,4176724,690397,0.006095377,0.009938394,0.020973727,0.011019947,0.008989285,0.0025287655,17.195
2016-09-08,CTD9,4171106,693183,0.010301378,0.01603053,0.031467296,0.019121837,0.015952583,0.0046413834,3.8
2016-09-08,CTD10,4170388,695646,0.0074749333,0.012322925,0.02679436,0.0151649555,0.0127998525,0.003766099,16.6
2016-09-08,CTD11,4169609,700351,0.0063639414,0.010511612,0.02213191,0.012050965,0.009793171,0.0028321978,14.81
2016-09-08,CTD12,4173438,695414,0.006434202,0.010331054,0.020960642,0.01119028,0.009092496,0.0027325363,14.525
2017-06-30,CTD1,4187246,695025,0.013338036,0.023193497,0.04107063,0.010591399,0.00734527,0.0017935433,0.8394999999999999
2017-06-30,CTD2,4181518,693105,0.0085799005,0.016636256,0.032547217,0.008307123,0.0058754296,0.0014588782,0.5205
2017-06-30,CTD3,4181698,695238,0.0075762616,0.013670946,0.022867503,0.0055081565,0.0037965858,0.0009485604,0.9285
2017-06-30,CTD4,4180266,698264,0.009806296,0.017112216,0.030502472,0.006736594,0.004471035,0.0010849017,0.8995
2017-06-30,CTD6,4176009,695829,0.008400298,0.015999116,0.031143188,0.00776704,0.0055043693,0.0013876895,0.8545
2017-06-30,CTD7,4176724,690397,0.012044495,0.023561263,0.04322219,0.0099674035,0.0069333552,0.0016929886,0.7835
2017-06-30,CTD8,4174178,693048,0.008726895,0.01695246,0.031730205,0.0074547785,0.005188242,0.0012889863,0.5735
2017-06-30,CTD9,4171106,693183,0.015961183,0.028682968,0.061151166,0.02569344,0.021357035,0.005959615,0.4625
2017-06-30,CTD10,4170388,695646,0.007401373,0.013726601,0.024295349,0.0050049485,0.0034555898,0.00086755096,0.5325
2017-06-30,CTD11,4169609,700351,0.0062083784,0.011565782,0.021203846,0.007957673,0.006181806,0.0017136218,0.8555
