Date,Buoy,Latitude,Longitude,rhow_B1,rhow_B2,rhow_B3,rhow_B4,rhow_B5,rhow_B6,rhow_B7,rhow_B8,rhown_B1,rhown_B2,rhown_B3,rhown_B4,rhown_B5,rhown_B6,Band_15,Band_16,Chl
2017-06-30,CTD1,4187246,695025,0.01850636,0.027769933,0.037858292,0.012479366,0.008468138,0.0021519675,0.002177963,0.00085472845,0.018494895,0.027963959,0.037854936,0.012755534,0.008717688,0.0020566853,0.025108607,-8.000000000000001e-45,0.963
2017-06-30,CTD2,4181518,693105,0.0149160065,0.023738332,0.029181471,0.007195797,0.004207121,0.0010563881,0.0011254343,0.0004536283,0.015009199,0.023944508,0.0292766,0.0074997814,0.00454412,0.0010124714,0.000246673,-8.000000000000001e-45,0.72
2017-06-30,CTD3,4181698,695238,0.017591918,0.024643049,0.027555374,0.010574366,0.0074376697,0.0019624375,0.0019442954,0.0007780976,0.017462393,0.024656076,0.02742337,0.01068209,0.0074404264,0.0018623079,0.104799,-8.000000000000001e-45,1.1
2017-06-30,CTD4,4180266,698264,0.016405266,0.024626616,0.035083488,0.009392335,0.008279247,0.002042393,0.0020436693,0.00079003134,0.016311308,0.024674179,0.035139456,0.009643525,0.007396578,0.002070887,0.10172809,-8.000000000000001e-45,1.122
2017-06-30,CTD6,4176009,695829,0.018343553,0.027834155,0.037418507,0.011775552,0.007740965,0.0019641395,0.0019828898,0.0008051351,0.018281229,0.02786021,0.037515447,0.012025046,0.00797012,0.0018608668,0.05431843,-8.000000000000001e-45,0.393
2017-06-30,CTD7,4176724,690397,0.022622747,0.035254367,0.04981234,0.01561752,0.009587707,0.0023590664,0.00247318,0.000995742,0.022621773,0.03527949,0.049977317,0.016007638,0.010251057,0.0021842886,0.00856756,-8.000000000000001e-45,1.781
2017-06-30,CTD8,4174178,693048,0.016710026,0.025562508,0.035782803,0.012111263,0.008392714,0.0021221465,0.0021036698,0.000849979,0.016633436,0.025645155,0.035740558,0.012289939,0.008617936,0.002022327,0.06142726,-8.000000000000001e-45,0.759
2017-06-30,CTD10,4170388,695646,0.0138280615,0.019544773,0.025962187,0.0073515465,0.0050139325,0.0012776662,0.0012900282,0.0005109108,0.0138291195,0.01956848,0.026090559,0.0074747507,0.0049842405,0.001236916,0.074538395,-8.000000000000001e-45,0.683
2017-06-30,CTD11,4169609,700351,0.00977784,0.0143263675,0.023414735,0.0072215046,0.007124523,0.0017876715,0.0017298113,0.00064165686,0.009758685,0.013999498,0.02350777,0.0075274,0.0063019306,0.0018159745,0.4759244,-2e-44,0.963
2017-06-30,CTD12,4173438,695414,0.021588668,0.030925771,0.042175855,0.017452898,0.012229726,0.003175814,0.0031702095,0.0012568567,0.021286955,0.031035395,0.042104162,0.017564535,0.012369107,0.002999158,0.0024111148,-8.000000000000001e-45,0.634
2018-02-20,CTD1,4187246,695025,0.0019524309,0.002540789,0.0050286516,0.0024352258,0.005107951,0.00093750475,0.0008502996,0.0003318053,0.0019635838,0.002500406,0.0052307337,0.003040797,0.0033348256,0.0012216357,3.0791156,-2.8899999999999995e-42,3.028
2018-02-20,CTD2,4181518,693105,0.0032002442,0.004684798,0.009105635,0.0025910507,0.0030665374,0.00059212674,0.0006068726,0.00023285083,0.0032173584,0.0045552496,0.009271412,0.002828708,0.002347701,0.00070572144,1.2422333,-2.8899999999999995e-42,2.972
2018-02-20,CTD3,4181698,695238,0.0065038307,0.011550999,0.019217439,0.004348435,0.0029437798,0.0006801203,0.00067582505,0.0002660802,0.0064814296,0.011503618,0.019323515,0.0044808174,0.0029552132,0.0006932171,0.18345538,-2.878e-42,1.941
2018-02-20,CTD4,4180266,698264,0.009388827,0.014814983,0.024111688,0.0068219025,0.005186118,0.0012142662,0.0011985672,0.00047152693,0.009384433,0.014687885,0.02425842,0.0070984056,0.004995178,0.0012443742,0.22905879,-8.000000000000001e-45,1.143
2018-02-20,CTD6,4176009,695829,0.010914247,0.016806023,0.027474506,0.00867943,0.006862082,0.0016834623,0.0016681945,0.0006611427,0.0108766025,0.016640874,0.027643776,0.0089195175,0.0065552373,0.0017109468,0.2798698,-8.000000000000001e-45,5.11
2018-02-20,CTD7,4176724,690397,0.0072936937,0.011520004,0.021947162,0.006236425,0.006152658,0.001334191,0.001300908,0.00049782,0.007295497,0.0112341,0.022234797,0.006605484,0.0052451715,0.0014675737,0.48957747,-2.878e-42,1.46
2018-02-20,CTD8,4174178,693048,0.0064539253,0.010805594,0.01948049,0.005072339,0.0038820857,0.0008533308,0.0008399631,0.00032908292,0.0064322413,0.010633487,0.019661717,0.0053010867,0.003676758,0.00089619233,0.27693063,-8.000000000000001e-45,1.629
2018-02-20,CTD10,4170388,695646,0.017748272,0.0263643,0.042954247,0.016166506,0.012315368,0.0031970425,0.0032129816,0.0012670489,0.017432813,0.026179638,0.043391533,0.016292598,0.011971773,0.0030889194,0.31123126,-8.000000000000001e-45,3.549
2018-02-20,CTD11,4169609,700351,0.0076181064,0.012843861,0.023430184,0.007375222,0.005893659,0.0014219105,0.0013923163,0.0005612538,0.007603482,0.012692256,0.023615895,0.0075981007,0.005631093,0.0014681551,0.2875113,-8.000000000000001e-45,3.425
2018-02-20,CTD12,4173438,695414,0.006660522,0.0109292315,0.019806096,0.005619553,0.0055946675,0.0012365285,0.0012161585,0.00045284227,0.006657265,0.010766342,0.020004978,0.0059694047,0.0048351577,0.0013218395,0.46003544,-8.000000000000001e-45,3.874
2018-03-07,CTD1,4187246,695025,0.02144356,0.032146834,0.048169315,0.017972175,0.013508647,0.0035099436,0.0035057026,0.0013929384,0.02119251,0.032204974,0.048534445,0.018080596,0.013392398,0.0033452036,0.16063501,-8.000000000000001e-45,2.116
2018-03-07,CTD2,4181518,693105,0.0153339775,0.02330544,0.035049956,0.010907069,0.008624411,0.0021623212,0.0021674535,0.0008595064,0.01524456,0.023176076,0.03519826,0.011207777,0.008519115,0.0021123958,0.330747,-8.000000000000001e-45,2.415
2018-03-07,CTD3,4181698,695238,0.019866353,0.028975075,0.04406948,0.016096147,0.014061705,0.0037207347,0.003654689,0.0014279183,0.019530576,0.028715886,0.044542864,0.016218726,0.012827629,0.0037107,0.39880705,-8.000000000000001e-45,0.245
2018-03-07,CTD4,4180266,698264,0.017772445,0.028634127,0.04550056,0.015470439,0.010834026,0.0026933346,0.0026883048,0.0010600083,0.01764052,0.028669806,0.045713387,0.015690114,0.010931865,0.0025694198,0.16439195,-8.000000000000001e-45,1.658
2018-03-07,CTD6,4176009,695829,0.010973508,0.017162895,0.02673901,0.0074760998,0.0056419135,0.001348757,0.0013505821,0.0005330501,0.010968202,0.0170416,0.026890386,0.0077360836,0.00548449,0.0013744994,0.28852195,-8.000000000000001e-45,2.554
2018-03-07,CTD7,4176724,690397,0.01019107,0.01683453,0.026004786,0.0061321473,0.004205555,0.0009635877,0.00095034065,0.00036848476,0.010196763,0.01677986,0.026153218,0.0064152856,0.004203438,0.00097783,0.18760051,-8.000000000000001e-45,1.493
2018-03-07,CTD8,4174178,693048,0.009873626,0.016240368,0.026634198,0.0060892715,0.004637051,0.0010077426,0.0009999599,0.00037854348,0.009865365,0.016098004,0.026834337,0.0064240214,0.004369895,0.0010563746,0.20967667,-8.000000000000001e-45,1.768
2018-03-07,CTD10,4170388,695646,0.008888052,0.014128845,0.023123046,0.005750047,0.0044964347,0.0009822306,0.0009874802,0.00037536613,0.008886326,0.013946997,0.023314165,0.006053776,0.0042127883,0.0010365007,0.28734314,-8.000000000000001e-45,1.846
2018-03-07,CTD11,4169609,700351,0.009022506,0.01493596,0.025623742,0.007589332,0.005696121,0.0013297447,0.0013257645,0.00052069663,0.009003538,0.014839686,0.025771301,0.007873616,0.005520319,0.0013592581,0.22553751,-8.000000000000001e-45,0.926
