Date,Buoy,Latitude,Longitude,rtoa_B1,rtoa_B2,rtoa_B3,rtoa_B4,rtoa_B5,rtoa_B6,rtoa_B7,rtoa_B8,rtoa_B8A,rtoa_B9,rtoa_B10,rtoa_B11,rtoa_B12,Chl
2016-08-09,CTD1,4187246,695025,0.1166,0.088,0.0713,0.0427,0.0373,0.0259,0.024,0.0213,0.0194,0.0065,0.0005,0.0092,0.0075,6.695
2016-08-09,CTD2,4181518,693105,0.1218,0.0926,0.0705,0.0474,0.0417,0.0341,0.0324,0.0287,0.028,0.0088,0.0007,0.0175,0.0145,4.53
2016-08-09,CTD3,4181698,695238,0.1208,0.0931,0.0698,0.0482,0.0416,0.0344,0.0333,0.03,0.0293,0.0088,0.0007,0.0188,0.0145,3.76
2016-08-09,CTD4,4180266,698264,0.1283,0.0901,0.0666,0.043,0.042,0.0314,0.0309,0.0277,0.0273,0.0107,0.0005,0.0195,0.0145,3.37
2016-08-09,CTD5,4179450,700268,0.1245,0.1004,0.0771,0.0413,0.0339,0.032,0.0293,0.0262,0.0264,0.0082,0.0007,0.0167,0.0137,0.1225
2016-08-09,CTD6,4176009,695829,0.1171,0.0881,0.0651,0.0413,0.0349,0.028,0.0259,0.0243,0.0221,0.007,0.0006,0.0129,0.0096,4.595
2016-08-09,CTD7,4176724,690397,0.1219,0.0953,0.0755,0.0527,0.0456,0.0357,0.0359,0.0315,0.0306,0.0088,0.0007,0.0193,0.0155,5.76
2016-08-09,CTD8,4174178,693048,0.1178,0.0891,0.0695,0.0414,0.0359,0.0272,0.0245,0.0225,0.0224,0.0069,0.0005,0.0117,0.0085,6.02
2016-08-09,CTD9,4171106,693183,0.123,0.0984,0.0846,0.0574,0.0497,0.0373,0.0354,0.0313,0.0315,0.0093,0.0005,0.0215,0.0162,6.2
2016-08-09,CTD10,4170388,695646,0.1199,0.0925,0.0743,0.0492,0.0411,0.0326,0.033,0.0283,0.0267,0.0084,0.0006,0.0167,0.0137,4.015
2016-08-09,CTD11,4169609,700351,0.1245,0.0924,0.0732,0.0491,0.0413,0.0345,0.0337,0.0273,0.0299,0.0093,0.0005,0.0196,0.016,3.485
2016-08-09,CTD12,4173438,695414,0.1192,0.0916,0.0717,0.0455,0.0384,0.0309,0.0297,0.0263,0.0256,0.0077,0.0005,0.0151,0.0122,4.04
2016-09-08,CTD1,4187246,695025,0.1222,0.0919,0.0742,0.05,0.0442,0.0356,0.0352,0.0292,0.0293,0.0086,0.0007,0.0174,0.0129,4.885
2016-09-08,CTD2,4181518,693105,0.1193,0.0889,0.069,0.0438,0.0371,0.0301,0.0287,0.0242,0.0246,0.0079,0.0007,0.0125,0.0088,3.945
2016-09-08,CTD3,4181698,695238,0.1182,0.0868,0.0658,0.0404,0.0343,0.0279,0.0257,0.0218,0.022,0.0072,0.0005,0.0097,0.0071,3.62
2016-09-08,CTD4,4180266,698264,0.1196,0.0895,0.0668,0.0443,0.0378,0.0305,0.0305,0.0254,0.0252,0.0075,0.0005,0.0143,0.011,3.09
2016-09-08,CTD5,4179450,700268,0.1238,0.0956,0.0733,0.0405,0.0353,0.0324,0.0309,0.0266,0.0268,0.0081,0.0006,0.0165,0.012,0.0725
2016-09-08,CTD6,4176009,695829,0.1166,0.0865,0.0642,0.0405,0.034,0.0272,0.025,0.0213,0.0211,0.0072,0.0005,0.0094,0.0071,4.205
2016-09-08,CTD7,4176724,690397,0.1202,0.0898,0.0702,0.0449,0.0376,0.0313,0.0301,0.0242,0.0253,0.0072,0.0005,0.0117,0.0083,4.295
2016-09-08,CTD9,4171106,693183,0.1213,0.0933,0.0793,0.0544,0.0465,0.0354,0.035,0.0301,0.0299,0.0083,0.0005,0.0174,0.0123,5.55
2016-09-08,CTD10,4170388,695646,0.1201,0.0913,0.0748,0.0484,0.0424,0.0324,0.0312,0.0261,0.0259,0.008,0.0005,0.0133,0.0096,4.565
2016-09-08,CTD11,4169609,700351,0.1194,0.0905,0.0719,0.0464,0.0404,0.0331,0.0314,0.0263,0.0276,0.0085,0.0006,0.0159,0.0116,4.155
2016-09-08,CTD12,4173438,695414,0.1188,0.0885,0.0684,0.0442,0.0376,0.0307,0.0291,0.0241,0.0245,0.0078,0.0006,0.0125,0.0101,3.88
2017-06-30,CTD1,4187246,695025,0.1269,0.1047,0.0837,0.0479,0.0396,0.0323,0.0305,0.0285,0.0256,0.0102,0.0011,0.0168,0.0123,2.0765
2017-06-30,CTD2,4181518,693105,0.1399,0.1204,0.101,0.0724,0.063,0.0599,0.0576,0.0569,0.0528,0.0197,0.0011,0.0438,0.0357,1.2065
2017-06-30,CTD3,4181698,695238,0.1405,0.1189,0.0961,0.0712,0.0654,0.0623,0.0632,0.0625,0.0585,0.021,0.001,0.0474,0.0392,0.841
2017-06-30,CTD4,4180266,698264,0.1411,0.1196,0.0994,0.0707,0.0659,0.0602,0.0595,0.0574,0.0562,0.02,0.001,0.0457,0.0368,1.456
2017-06-30,CTD5,4179450,700268,0.1329,0.1157,0.0921,0.0578,0.0519,0.0481,0.0497,0.0457,0.0427,0.0149,0.0008,0.0344,0.0272,0.3
2017-06-30,CTD6,4176009,695829,0.1479,0.1263,0.1072,0.0807,0.0736,0.0701,0.0707,0.0678,0.0685,0.0239,0.0008,0.0549,0.0458,2.1245
2017-06-30,CTD7,4176724,690397,0.1512,0.1371,0.1204,0.086,0.0773,0.0726,0.0724,0.069,0.0675,0.0242,0.001,0.0548,0.0451,3.12
2017-06-30,CTD8,4174178,693048,0.1499,0.1306,0.1127,0.0838,0.0778,0.072,0.0732,0.0688,0.0693,0.0245,0.0011,0.0571,0.0468,1.825
2017-06-30,CTD9,4171106,693183,0.1552,0.1413,0.1286,0.1005,0.0891,0.0758,0.0759,0.0721,0.0711,0.0246,0.001,0.0582,0.0478,6.8325000000000005
2017-06-30,CTD10,4170388,695646,0.149,0.128,0.1053,0.0811,0.0774,0.0734,0.073,0.068,0.0692,0.0245,0.0008,0.0576,0.0473,2.2
2017-06-30,CTD11,4169609,700351,0.1653,0.1384,0.1198,0.0979,0.0948,0.0926,0.0935,0.082,0.0933,0.0325,0.0012,0.0771,0.0657,0.841
2017-06-30,CTD12,4173438,695414,0.1496,0.1287,0.1108,0.0852,0.0783,0.071,0.0729,0.0678,0.0689,0.0244,0.0009,0.0568,0.0482,2.6105
2018-02-20,CTD1,4187246,695025,0.1509,0.1153,0.095,0.0759,0.0762,0.0775,0.0829,0.0712,0.0836,0.0411,0.0133,0.0853,0.0841,3.3875
2018-02-20,CTD2,4181518,693105,0.1416,0.1102,0.0871,0.0592,0.056,0.0547,0.0551,0.0524,0.0527,0.0259,0.0107,0.0499,0.044,7.087000000000001
2018-02-20,CTD3,4181698,695238,0.1296,0.0994,0.0753,0.0406,0.0349,0.0313,0.0281,0.0249,0.0217,0.0088,0.0035,0.0134,0.0086,8.2785
2018-02-20,CTD4,4180266,698264,0.1226,0.0902,0.0665,0.0314,0.026,0.0209,0.0189,0.0152,0.0151,0.0049,0.0007,0.0039,0.002,2.146
2018-02-20,CTD5,4179450,700268,0.1265,0.0975,0.0712,0.0278,0.0216,0.0181,0.016,0.0123,0.0112,0.005,0.0006,0.0027,0.0018,0.62
