Date,Buoy,Latitude,Longitude,rhow_B1,rhow_B2,rhow_B3,rhow_B4,rhow_B5,rhow_B6,rhow_B7,rhow_B8A,Chl,Turbidez,dif_norm_rhow_B2_B3,dif_inv_rhow_B2_B3,dif_norm_rhow_B2_B4,dif_inv_rhow_B2_B4,dif_norm_rhow_B2_B5,dif_inv_rhow_B2_B5,dif_norm_rhow_B3_B4,dif_inv_rhow_B3_B4,dif_norm_rhow_B3_B5,dif_inv_rhow_B3_B5,dif_norm_rhow_B4_B5,dif_inv_rhow_B4_B5,dall_gitelson_rhow_B2_B3_B4,dall_gitelson_rhow_B2_B3_B5,dall_gitelson_rhow_B2_B4_B3,dall_gitelson_rhow_B2_B4_B5,dall_gitelson_rhow_B2_B5_B3,dall_gitelson_rhow_B2_B5_B4,dall_gitelson_rhow_B3_B4_B2,dall_gitelson_rhow_B3_B4_B5,dall_gitelson_rhow_B3_B5_B2,dall_gitelson_rhow_B3_B5_B4,dall_gitelson_rhow_B4_B5_B2,dall_gitelson_rhow_B4_B5_B3,dif_norm_4_bands_rhow_B2_B3_B4_B5,dif_norm_4_bands_rhow_B2_B4_B3_B5,dif_norm_4_bands_rhow_B2_B5_B3_B4,dif_norm_4_bands_rhow_B3_B4_B2_B5,dif_norm_4_bands_rhow_B3_B5_B2_B4,dif_norm_4_bands_rhow_B4_B5_B2_B3,dif_rel_4bands_rhow_B2_B3_B4_B5,dif_rel_4bands_rhow_B2_B3_B5_B4,dif_rel_4bands_rhow_B2_B4_B3_B5,dif_rel_4bands_rhow_B2_B4_B5_B3,dif_rel_4bands_rhow_B2_B5_B3_B4,dif_rel_4bands_rhow_B2_B5_B4_B3,dif_rel_4bands_rhow_B3_B2_B4_B5,dif_rel_4bands_rhow_B3_B2_B5_B4,dif_rel_4bands_rhow_B3_B4_B5_B2,dif_rel_4bands_rhow_B3_B5_B4_B2,dif_rel_4bands_rhow_B4_B2_B5_B3,dif_rel_4bands_rhow_B4_B3_B5_B2,sum_norm_3bands_rhow_B2_B4_B3,sum_norm_3bands_rhow_B3_B5_B4
2016-09-08,CTD10,4170388,695646,0.0077262647,0.012557411,0.026611755,0.015316417,0.011797414,0.0036603203,0.0036547238,0.001453053,14.67,4.42,-0.359,42.057,-0.099,14.345,0.031,-5.13,0.269,-27.712,0.386,-47.187,0.13,-19.475,0.644,0.496,0.382,0.169,-0.137,-0.079,-0.348,-0.327,-0.593,-0.723,-0.245,-0.518,-0.518,-0.072,0.018,0.464,0.531,0.09,-0.826,-0.298,-1.436,0.377,-0.673,0.489,0.821,1.349,0.798,1.036,0.776,-0.364,0.712,0.916
2016-09-08,CTD11,4169609,700351,0.00643777,0.010480074,0.02196847,0.012150924,0.009191142,0.0028178585,0.0028107907,0.0011236372,16.1,3.03,-0.354,49.899,-0.074,13.121,0.066,-13.381,0.288,-36.778,0.41,-63.281,0.139,-26.502,0.606,0.459,0.288,0.121,-0.294,-0.163,-0.385,-0.338,-0.663,-0.769,-0.278,-0.582,-0.538,-0.054,0.038,0.499,0.565,0.091,-0.845,-0.279,-1.528,0.444,-0.668,0.587,0.774,1.34,0.931,1.231,0.741,-0.324,0.697,0.913
2016-09-08,CTD12,4173438,695414,0.0060425512,0.009880769,0.020530393,0.0105869295,0.007860441,0.0023763315,0.0023638187,0.0009469597,14.53,3.69,-0.35,52.498,-0.035,6.751,0.114,-26.013,0.32,-45.748,0.446,-78.511,0.148,-32.763,0.556,0.413,0.139,0.053,-0.534,-0.275,-0.452,-0.36,-0.776,-0.831,-0.324,-0.673,-0.577,-0.025,0.065,0.56,0.619,0.09,-0.866,-0.261,-1.679,0.55,-0.682,0.741,0.731,1.335,1.144,1.54,0.689,-0.28,0.673,0.912
2017-06-30,CTD1,4187246,695025,0.014555452,0.025258243,0.04570271,0.01201373,0.007833761,0.0020894378,0.0020409217,0.00080174045,0.5875,1.573,-0.288,17.71,0.355,-43.647,0.527,-88.062,0.584,-61.358,0.707,-105.772,0.211,-44.415,0.213,0.139,-1.995,-0.342,-4.025,-1.058,-1.55,-0.481,-2.672,-1.271,-1.122,-2.03,-1.03,0.247,0.302,1.018,1.016,0.059,-0.981,-0.099,-3.732,1.931,-0.58,2.961,0.276,1.157,3.494,5.358,0.304,-0.047,0.525,0.928
2017-06-30,CTD2,4181518,693105,0.008633186,0.016471583,0.032805778,0.008189881,0.005347556,0.0014498516,0.0014278888,0.0005706153,0.3115,1.4,-0.331,30.228,0.336,-61.391,0.51,-126.291,0.6,-91.619,0.72,-156.519,0.21,-64.899,0.248,0.162,-2.014,-0.328,-4.143,-1.034,-1.509,-0.49,-2.578,-1.282,-1.069,-2.129,-1.207,0.217,0.271,1.128,1.113,0.058,-1.029,-0.151,-4.124,1.848,-0.925,2.831,0.46,1.339,3.681,5.638,0.334,-0.075,0.5,0.931
2017-06-30,CTD3,4181698,695238,0.0076408233,0.013795227,0.022945467,0.005160859,0.003286002,0.0009007639,0.0008846046,0.00035753555,0.6875,0.5625,-0.249,28.907,0.455,-121.277,0.615,-231.832,0.633,-150.185,0.749,-260.74,0.222,-110.555,0.149,0.095,-2.783,-0.399,-5.32,-1.196,-2.072,-0.494,-3.597,-1.346,-1.525,-2.537,-1.083,0.329,0.374,1.041,1.037,0.051,-0.969,-0.035,-4.31,2.53,-0.248,3.973,0.093,1.027,4.208,6.609,0.231,-0.013,0.516,0.933
2017-06-30,CTD4,4180266,698264,0.007890233,0.014952558,0.030679425,0.008510471,0.005669013,0.0015612615,0.001541939,0.0006169993,0.593,1.05,-0.345,34.283,0.275,-50.624,0.45,-109.519,0.566,-84.907,0.688,-143.802,0.2,-58.895,0.292,0.194,-1.553,-0.287,-3.36,-0.932,-1.27,-0.481,-2.15,-1.224,-0.881,-1.807,-1.109,0.177,0.237,1.075,1.066,0.062,-1.014,-0.179,-3.655,1.572,-0.967,2.36,0.551,1.386,3.226,4.843,0.384,-0.102,0.514,0.927
2017-06-30,CTD5,4179450,700268,0.016639594,0.028727274,0.03313311,0.004545199,0.0026825913,0.00071056624,0.0006950599,0.0002798562,0.18,0.31,-0.071,4.629,0.727,-185.202,0.829,-337.964,0.759,-189.831,0.85,-342.593,0.258,-152.762,0.021,0.012,-6.136,-0.497,-11.198,-1.536,-5.453,-0.509,-9.842,-1.557,-4.388,-5.061,-0.61,0.675,0.691,0.91,0.915,0.03,-0.827,0.277,-6.031,6.239,3.419,10.572,-0.541,0.563,7.196,12.193,0.077,0.044,0.538,0.951
2017-06-30,CTD6,4176009,695829,0.009010917,0.015879365,0.03186345,0.011587843,0.008145101,0.0023135839,0.0022838202,0.00090505404,0.7375,1.891,-0.335,31.591,0.156,-23.323,0.322,-59.798,0.467,-54.913,0.593,-91.389,0.174,-36.476,0.366,0.257,-0.743,-0.19,-1.905,-0.693,-0.872,-0.447,-1.451,-1.059,-0.579,-1.162,-0.81,0.107,0.178,0.844,0.864,0.072,-0.924,-0.205,-2.542,1.115,-0.8,1.586,0.584,1.304,2.237,3.182,0.474,-0.149,0.575,0.921
2017-06-30,CTD7,4176724,690397,0.012265761,0.023942998,0.047303878,0.010590269,0.0067862007,0.0017701709,0.0017351509,0.0006832186,0.3065,2.424,-0.328,20.626,0.387,-52.66,0.558,-105.592,0.634,-73.286,0.749,-126.218,0.219,-52.932,0.218,0.14,-2.491,-0.357,-4.995,-1.118,-1.755,-0.497,-3.022,-1.337,-1.267,-2.504,-1.344,0.247,0.296,1.195,1.173,0.053,-1.054,-0.135,-4.71,2.117,-0.939,3.304,0.415,1.335,4.183,6.528,0.299,-0.06,0.485,0.934
