Date,Buoy,Latitude,Longitude,rtoa_B1,rtoa_B2,rtoa_B3,rtoa_B4,rtoa_B5,rtoa_B6,rtoa_B7,rtoa_B8,rtoa_B8A,rtoa_B9,rtoa_B10,rtoa_B11,rtoa_B12,rhow_B1,rhow_B2,rhow_B3,rhow_B4,rhow_B5,rhow_B6,rhow_B7,rhow_B8A,rhown_B1,rhown_B2,rhown_B3,rhown_B4,rhown_B5,rhown_B6,Chl
2016-08-09,CTD1,4187246,695025,0.1166,0.088,0.0712,0.0431,0.0373,0.0259,0.024,0.0213,0.0192,0.0065,0.0005,0.0092,0.0075,0.011557551,0.01677188,0.028794995,0.014744224,0.012881314,0.0037190781,0.0036645178,0.001499898,0.011450892,0.016650114,0.028876431,0.014738435,0.012411696,0.003736388,10.865
2016-08-09,CTD2,4181518,693105,0.1218,0.0929,0.0705,0.0486,0.0418,0.0342,0.0327,0.029,0.0281,0.0088,0.0007,0.0175,0.0145,0.011378609,0.015170635,0.022114683,0.01308602,0.010211863,0.003135181,0.0030726576,0.0012883042,0.011312262,0.0151770655,0.021913743,0.012872052,0.010413002,0.0029754401,11.75
2016-08-09,CTD3,4181698,695238,0.1208,0.0933,0.0698,0.0485,0.0416,0.0348,0.033,0.0298,0.0282,0.0088,0.0007,0.0186,0.0149,0.01071672,0.014699977,0.020822242,0.012379519,0.0089632,0.0025987655,0.0026362666,0.0011002447,0.010668161,0.014882068,0.020655101,0.012456335,0.009467541,0.002429041,12.155
2016-08-09,CTD4,4180266,698264,0.1283,0.0948,0.073,0.0516,0.0454,0.0386,0.0379,0.0326,0.0313,0.0107,0.0005,0.0195,0.0145,0.008905852,0.01154712,0.020527788,0.0085025905,0.012757267,0.003352748,0.0033195373,0.0012944449,0.008946076,0.010900615,0.01956898,0.008786617,0.010652719,0.003097792,8.03
2016-08-09,CTD6,4176009,695829,0.1171,0.0881,0.065,0.0413,0.0349,0.028,0.0259,0.0237,0.0221,0.007,0.0006,0.0127,0.0095,0.010866346,0.014820004,0.021078905,0.011349414,0.008379667,0.0024124808,0.00239987,0.0009990195,0.010843163,0.014848155,0.020862717,0.011281502,0.008559693,0.0023239157,11.08
2016-08-09,CTD7,4176724,690397,0.1219,0.095,0.0755,0.0526,0.0454,0.0357,0.0349,0.031,0.0302,0.0088,0.0007,0.0193,0.0151,0.013880036,0.019730497,0.030705446,0.018938396,0.01469822,0.0043080775,0.004288094,0.0017497751,0.01374942,0.019918298,0.030750453,0.018626811,0.014427495,0.0040650438,12.465
2016-08-09,CTD8,4174178,693048,0.1178,0.0889,0.0686,0.0414,0.0344,0.0264,0.0245,0.0226,0.0201,0.0069,0.0005,0.0117,0.0085,0.010402882,0.015704345,0.025355967,0.01222232,0.00956906,0.0027028676,0.0026292522,0.001097651,0.010365723,0.015665445,0.025279175,0.012241106,0.009683657,0.0025866001,13.48
2016-08-09,CTD9,4171106,693183,0.123,0.0984,0.0838,0.0577,0.0494,0.0373,0.0355,0.032,0.0309,0.0093,0.0005,0.0213,0.0162,0.013036164,0.02006638,0.033828877,0.020082636,0.01582168,0.004466356,0.0045266794,0.0018462652,0.012928517,0.020150354,0.033901665,0.0199778,0.015860243,0.004318023,3.66
2016-08-09,CTD10,4170388,695646,0.1199,0.0926,0.0743,0.0491,0.0411,0.0327,0.033,0.0283,0.0267,0.0084,0.0006,0.0166,0.0138,0.016327148,0.02284161,0.03433029,0.017810361,0.01401841,0.0040529827,0.0040420312,0.0016394382,0.016081367,0.022904217,0.03427543,0.017676726,0.013987463,0.0038934108,10.3
2016-08-09,CTD11,4169609,700351,0.1245,0.0924,0.0732,0.0489,0.0413,0.0345,0.0337,0.0273,0.0299,0.0093,0.0005,0.0196,0.016,0.010767565,0.015042636,0.022594802,0.012919855,0.010850893,0.0031603382,0.0030426378,0.0012864679,0.010719227,0.014928797,0.02249028,0.012713011,0.010645811,0.0031111392,9.11
2016-08-09,CTD12,4173438,695414,0.1192,0.0917,0.0715,0.0457,0.0384,0.0309,0.0297,0.0263,0.0256,0.0077,0.0005,0.0148,0.0124,0.012315695,0.017694283,0.025472794,0.013293076,0.009602651,0.002741353,0.002719555,0.0011238804,0.012282886,0.017912947,0.025043517,0.013250319,0.009861297,0.0026396925,9.51
2016-09-08,CTD1,4187246,695025,0.1222,0.0927,0.0743,0.0501,0.0442,0.0353,0.0352,0.0293,0.0293,0.0086,0.0007,0.017,0.0124,0.011359334,0.01652359,0.027251022,0.014605151,0.013168484,0.0038591444,0.003769339,0.0015695846,0.0112527935,0.016315356,0.027374579,0.014725516,0.012372974,0.0038814612,20.94
2016-09-08,CTD2,4181518,693105,0.1193,0.0889,0.0688,0.0436,0.0371,0.0301,0.0287,0.0244,0.0246,0.0078,0.0007,0.0125,0.0089,0.00968305,0.014277933,0.023084925,0.01124637,0.009417515,0.0026045013,0.0025218632,0.0010348605,0.009650158,0.014231543,0.023093492,0.011253372,0.008694133,0.0026543294,15.345
2016-09-08,CTD3,4181698,695238,0.1178,0.0865,0.0658,0.0404,0.0343,0.0274,0.0258,0.0213,0.022,0.0072,0.0005,0.0098,0.0071,0.0102565475,0.014694998,0.023492077,0.011051187,0.009322661,0.002676736,0.002582983,0.0010665213,0.0101938695,0.014533129,0.023435911,0.011002682,0.008926009,0.0026818323,13.84
2016-09-08,CTD4,4180266,698264,0.1196,0.0897,0.0671,0.0441,0.0378,0.031,0.0305,0.0256,0.0252,0.0075,0.0005,0.0143,0.011,0.011194974,0.015667122,0.023484332,0.013225308,0.010400377,0.0031005812,0.003004866,0.0012724794,0.011174908,0.015678689,0.023385717,0.013115406,0.010515221,0.0029926745,13.55
2016-09-08,CTD6,4176009,695829,0.1166,0.0863,0.0645,0.0403,0.034,0.0272,0.025,0.0209,0.0211,0.0072,0.0005,0.0094,0.007,0.008069832,0.011949981,0.018957907,0.0099579785,0.007988389,0.0022110238,0.0021894898,0.00092732714,0.008081603,0.011983866,0.018918298,0.009986541,0.007986565,0.0022260717,13.9
2016-09-08,CTD7,4176724,690397,0.1202,0.0898,0.0703,0.0448,0.0377,0.0308,0.03,0.0246,0.0252,0.0072,0.0005,0.0121,0.0083,0.01093273,0.016185405,0.026132973,0.0130003,0.010497962,0.0030031123,0.0029583275,0.0012209823,0.010858353,0.016035022,0.026137542,0.01295801,0.010301453,0.0029401497,15.895
2016-09-08,CTD9,4171106,693183,0.1213,0.0932,0.0792,0.0542,0.0465,0.0354,0.035,0.0298,0.0297,0.0083,0.0005,0.0174,0.0126,0.011149553,0.017658358,0.03241541,0.018646877,0.016633632,0.0047219843,0.004727363,0.0019193726,0.011051146,0.017641466,0.032649264,0.018707886,0.015915604,0.00476999,3.8
2016-09-08,CTD10,4170388,695646,0.1201,0.0913,0.0748,0.0487,0.0424,0.0324,0.0316,0.0261,0.0259,0.008,0.0005,0.0138,0.0099,0.011679797,0.01756291,0.030290844,0.016078604,0.014313119,0.0041277017,0.0041058715,0.0016671405,0.01156208,0.01746374,0.030537806,0.01607168,0.013656444,0.004160665,14.865
2016-09-08,CTD11,4169609,700351,0.1194,0.0905,0.0722,0.0469,0.0402,0.0331,0.0317,0.0266,0.0276,0.0085,0.0006,0.0159,0.0116,0.008599888,0.013562002,0.023937594,0.011771254,0.009587707,0.002685022,0.002650354,0.001106496,0.008577385,0.013493271,0.024008509,0.01182655,0.009540207,0.0026504197,13.7
2016-09-08,CTD12,4173438,695414,0.1188,0.0886,0.0686,0.0444,0.0378,0.0307,0.0291,0.0242,0.0245,0.0078,0.0006,0.0125,0.0101,0.008288924,0.012296981,0.020725923,0.010698382,0.0089214295,0.0025770892,0.0025624398,0.0010620079,0.0082847625,0.012268295,0.020804148,0.010759835,0.008926009,0.0025846865,13.025
2017-06-30,CTD1,4187246,695025,0.1269,0.1038,0.0837,0.0479,0.0396,0.0323,0.0305,0.0285,0.0256,0.0102,0.0011,0.0168,0.0123,0.020267187,0.029541695,0.037989896,0.012751135,0.008468138,0.0021277042,0.0021259508,0.00085472845,0.020357018,0.029518683,0.037854936,0.013071979,0.008717688,0.0020231022,0.9715
2017-06-30,CTD2,4181518,693105,0.1399,0.1201,0.1002,0.0714,0.0635,0.0599,0.0581,0.0569,0.0528,0.0197,0.0011,0.0439,0.0357,0.016517498,0.025367688,0.031084968,0.007473426,0.004881024,0.001217275,0.0012638009,0.0005068762,0.01648207,0.025398772,0.031188054,0.0077052345,0.0051243957,0.0011925652,0.9365
2017-06-30,CTD3,4181698,695238,0.1405,0.1194,0.0957,0.0713,0.0654,0.0623,0.0632,0.0601,0.0585,0.021,0.001,0.0474,0.0392,0.015449502,0.021422183,0.025057863,0.007897569,0.0058195754,0.0015518613,0.0015043294,0.0006166561,0.0153105855,0.021547975,0.024697088,0.00799204,0.0058166184,0.001532203,1.5154999999999998
2017-06-30,CTD4,4180266,698264,0.1411,0.1201,0.0994,0.0706,0.064,0.0602,0.0595,0.0574,0.0562,0.02,0.0009,0.0447,0.0366,0.018474942,0.026557297,0.03269803,0.0093244435,0.0077019935,0.0019760975,0.0019553616,0.00075169717,0.018661596,0.026405288,0.032900732,0.009431433,0.007350387,0.0019785652,1.512
2017-06-30,CTD6,4176009,695829,0.1479,0.126,0.1069,0.0806,0.0739,0.0704,0.0706,0.0666,0.0683,0.0239,0.0008,0.0549,0.0458,0.014288368,0.02187355,0.03017332,0.009782173,0.006607161,0.0016928541,0.0016972328,0.0006960351,0.014247245,0.021642271,0.03015083,0.010002512,0.006810086,0.0016292253,1.854
2017-06-30,CTD7,4176724,690397,0.1512,0.1366,0.1209,0.0861,0.0778,0.0725,0.0724,0.0681,0.0675,0.0242,0.001,0.0548,0.0451,0.020480853,0.03264059,0.046598703,0.014955263,0.009264766,0.0023425673,0.0023474235,0.0009417427,0.020472635,0.03263228,0.04668955,0.01532826,0.009913454,0.0021423695,1.552
2017-06-30,CTD8,4174178,693048,0.1499,0.1306,0.1118,0.083,0.0767,0.0722,0.0732,0.0687,0.0689,0.0245,0.0011,0.0571,0.0468,0.017271448,0.026172582,0.034994133,0.011128032,0.006920709,0.0017969251,0.0018103285,0.0007366638,0.017306384,0.026060998,0.035080723,0.011330863,0.007225878,0.0017082755,0.9935
2017-06-30,CTD9,4171106,693183,0.1552,0.1417,0.1282,0.1015,0.0887,0.0762,0.0759,0.0723,0.0711,0.0246,0.001,0.0582,0.0477,0.027821157,0.042674866,0.057955574,0.032366145,0.019210875,0.005050064,0.005196822,0.0020447834,0.028188534,0.043018177,0.05778518,0.031876855,0.021224113,0.0045825383,0.4625
2017-06-30,CTD10,4170388,695646,0.149,0.1288,0.1055,0.0821,0.0774,0.0734,0.073,0.0693,0.0702,0.0245,0.0008,0.0583,0.0476,0.016007408,0.023611633,0.026905747,0.008222215,0.0050828224,0.001325315,0.0013735933,0.00056754885,0.01607735,0.023832085,0.026571343,0.0083565265,0.0053122984,0.0012538818,0.7235
2017-06-30,CTD11,4169609,700351,0.1653,0.1385,0.1204,0.0992,0.0951,0.0926,0.0937,0.0829,0.0933,0.0325,0.0012,0.0774,0.0661,0.010984656,0.014941023,0.023631908,0.008014794,0.006928744,0.001761733,0.0017298113,0.00066234445,0.010925381,0.014450009,0.023767952,0.008217196,0.006394488,0.0017755004,1.1375
2017-06-30,CTD12,4173438,695414,0.1496,0.1288,0.1102,0.0843,0.0773,0.0718,0.0729,0.0679,0.0689,0.0244,0.0009,0.0568,0.0482,0.020851087,0.02965814,0.039513133,0.015296827,0.00986412,0.0026508677,0.0026515317,0.0011007641,0.020597896,0.029867284,0.039647937,0.015564353,0.010375715,0.002392065,1.5275
2018-02-20,CTD1,4187246,695025,0.1509,0.1155,0.0949,0.0757,0.0762,0.0775,0.0829,0.0711,0.0875,0.0411,0.0133,0.0853,0.0871,0.0018449604,0.0023610487,0.0045538167,0.0020216706,0.004421269,0.0007661036,0.00071167294,0.00027409976,0.0018565484,0.002346007,0.0047380463,0.002419089,0.0027931735,0.0010294012,3.2845
2018-02-20,CTD2,4181518,693105,0.1416,0.1113,0.0885,0.059,0.0558,0.0562,0.0577,0.053,0.0547,0.0259,0.0109,0.0526,0.0472,0.0037334298,0.00564229,0.0095112575,0.0021671946,0.0027785294,0.00048233633,0.00049421116,0.00018599891,0.0037469205,0.0054573487,0.009654581,0.0024207644,0.0019413177,0.00060486316,4.5120000000000005
