Date,Buoy,Latitude,Longitude,rhown_B1,rhown_B2,rhown_B3,rhown_B4,rhown_B5,rhown_B6,Chl,Turbidez
2019-10-03,CTD1,4187246,695025,0.02553962,0.040004805,0.07470108,0.045415115,0.041222237,0.012417159,3.4105,33.7345
2019-10-03,CTD2,4181518,693105,0.007392499,0.01042258,0.016924974,0.0069963457,0.00533549,0.0014786562,2.715,14.776
2019-10-03,CTD3,4181698,695238,0.00585335,0.008067448,0.012705483,0.0048123533,0.0035792154,0.0009798122,2.6175,16.2555
2019-10-03,CTD4,4180266,698264,0.0072474126,0.010467014,0.016273275,0.007899801,0.006078885,0.0014606135,2.3585,15.53
2019-10-03,CTD5,4179450,700268,0.004103301,0.0059328973,0.009702767,0.0028594714,0.0021317734,0.0005726957,1.93,1.2
2019-10-03,CTD6,4176009,695829,0.0063387393,0.008477652,0.014343489,0.0064942967,0.0055704284,0.0017297508,2.675,4.9865
2019-10-03,CTD7,4176724,690397,0.0074659833,0.010903908,0.019390753,0.0075778416,0.0061268727,0.0017692926,4.3675,7.361000000000001
2019-10-03,CTD8,4174178,693048,0.005327658,0.0073266905,0.0120768985,0.00486786,0.003912825,0.0011608768,2.22,2.28
2019-10-03,CTD9,4171106,693183,0.010315974,0.016502745,0.03116113,0.019230112,0.016250484,0.005320053,3.4845,8.847
2019-10-03,CTD10,4170388,695646,0.0050510457,0.006801081,0.010828523,0.0050502815,0.0040790886,0.00123345,3.33,3.1125
2019-10-03,CTD11,4169609,700351,0.0067426777,0.009303374,0.014760832,0.0065053394,0.005150599,0.0014774861,2.065,2.596
2019-10-03,CTD12,4173438,695414,0.004696606,0.006220144,0.010090229,0.0034226894,0.002892573,0.0008900293,1.995,2.281
2019-11-27,CTD1,4187246,695025,0.010421546,0.014687885,0.022393327,0.0056991414,0.004222158,0.0011336352,0.374,0.265
2019-11-27,CTD2,4181518,693105,0.017632013,0.02368466,0.037005093,0.016103765,0.013957905,0.0043670996,3.2805,4.604
2019-11-27,CTD3,4181698,695238,0.009955919,0.014772069,0.024184698,0.011369768,0.009530704,0.002616414,2.433,3.8715
2019-11-27,CTD4,4180266,698264,0.013214576,0.01853475,0.028901847,0.010634988,0.008632546,0.0025128429,2.1785,2.2655
2019-11-27,CTD5,4179450,700268,0.011428752,0.016877662,0.019879568,0.0028524946,0.002027394,0.0005444891,0.49,0.36
2019-11-27,CTD6,4176009,695829,0.009658472,0.013434458,0.023594238,0.013438526,0.012153964,0.003944175,3.031,4.327500000000001
2019-11-27,CTD7,4176724,690397,0.011523868,0.015999116,0.027725754,0.012429749,0.011379184,0.0037635083,1.2255,2.3445
2019-11-27,CTD8,4174178,693048,0.011051146,0.016012574,0.026412943,0.012860364,0.0106182145,0.003221885,0.374,1.912
2019-11-27,CTD9,4171106,693183,0.0137060825,0.02111334,0.03702541,0.018886037,0.016012797,0.004807204,0.8500000000000001,3.388
2019-11-27,CTD10,4170388,695646,0.01617793,0.022863902,0.036038835,0.018581308,0.016718531,0.005261802,2.135,3.7475
2019-11-27,CTD11,4169609,700351,0.011057309,0.01829608,0.033407915,0.0147729255,0.010900184,0.002898885,2.6685,4.1315
2019-11-27,CTD12,4173438,695414,0.010671159,0.0155203175,0.027123569,0.013710255,0.012062613,0.0037312394,2.183,1.4429999999999998
2020-02-20,CTD1,4187246,695025,0.009666791,0.013647148,0.02079115,0.0073580802,0.005403653,0.0014536837,0.3345,0.6205
2020-02-20,CTD2,4181518,693105,0.006720214,0.010082169,0.014655466,0.0032944947,0.002349466,0.0005994966,1.5535,3.216
2020-02-20,CTD3,4181698,695238,0.0066129114,0.008973133,0.014498707,0.0046332595,0.0033536192,0.0008650881,2.848,2.51
2020-02-20,CTD4,4180266,698264,0.009029756,0.011987432,0.020023847,0.0063761054,0.0045743342,0.0012084722,2.7905,1.869
2020-02-20,CTD5,4179450,700268,0.011466727,0.018025316,0.024184698,0.004334717,0.0028860557,0.00071090227,0.66,1.13
2020-02-20,CTD6,4176009,695829,0.005599423,0.008217498,0.012588939,0.0035683797,0.0025415383,0.0006565016,1.766,2.5095
2020-02-20,CTD7,4176724,690397,0.02008098,0.029465241,0.043267306,0.01707276,0.012504991,0.0032035909,1.029,8.1415
2020-02-20,CTD8,4174178,693048,0.009764276,0.014537294,0.02305806,0.0077257887,0.0058333683,0.0015249624,1.501,4.211
