Date,Buoy,Latitude,Longitude,rhow_B1,rhow_B2,rhow_B3,rhow_B4,rhow_B5,rhow_B6,rhow_B7,rhow_B8A,Chl,Turbidez
2018-03-07,CTD12,4173438,695414,0.016062092,0.022266509,0.03389391,0.010954894,0.01012873,0.0025589825,0.002528579,0.0009758589,5.242,2.675
2018-05-16,CTD1,4187246,695025,0.023662925,0.03362621,0.045458753,0.01417489,0.0103197405,0.0025556025,0.0025738317,0.000995742,2.534,0.533
2018-05-16,CTD2,4181518,693105,0.017730162,0.025853014,0.03301463,0.008960112,0.006044851,0.0014950748,0.0015276438,0.00060892914,2.898,1.2115
2018-05-16,CTD3,4181698,695238,0.011679797,0.017664341,0.023977056,0.0061192494,0.004297457,0.0010428195,0.0010721453,0.0004246441,3.129,1.0355
2018-05-16,CTD4,4180266,698264,0.01707841,0.025291827,0.03245714,0.010125999,0.0064163087,0.001667698,0.0016928422,0.00068657845,2.332,1.514
2018-05-16,CTD5,4179450,700268,0.012820391,0.019770514,0.024689872,0.004034159,0.0030103044,0.00068240974,0.00069929723,0.0002690405,0.615,0.72
2018-05-16,CTD6,4176009,695829,0.02548315,0.036237814,0.038544495,0.012442965,0.0068966625,0.0019013911,0.0020267367,0.00083049346,1.0995,8.795
2018-05-16,CTD7,4176724,690397,0.020116836,0.03238764,0.048330165,0.014451542,0.009572787,0.0022817748,0.0022441414,0.00089210283,3.5415,3.7745
2018-05-16,CTD8,4174178,693048,0.01846239,0.028446268,0.036125526,0.009140375,0.0058396813,0.0014135678,0.0014947308,0.00059379573,1.0665,15.5875
2018-05-16,CTD9,4171106,693183,0.030318188,0.044577193,0.06382164,0.03922462,0.026037116,0.0068438672,0.0069709183,0.0027213558,0.145,0.235
2018-05-16,CTD10,4170388,695646,0.008391181,0.013746762,0.020244114,0.0055248286,0.0037916757,0.0009231267,0.00094424584,0.00038030438,2.5735,1.817
2018-05-16,CTD11,4169609,700351,0.015952908,0.023548521,0.03343027,0.010922987,0.0080382135,0.0019778123,0.0019139998,0.0007677718,1.5295,5.1765
2018-05-16,CTD12,4173438,695414,0.02158139,0.031454246,0.035885323,0.009616568,0.005795102,0.0014931798,0.0015883668,0.0006335825,1.019,14.87
2018-06-20,CTD1,4187246,695025,0.019852897,0.028185122,0.03374234,0.016061079,0.008804142,0.0025918998,0.0026210933,0.0010873403,1.0315,1.138
2018-06-20,CTD2,4181518,693105,0.014910918,0.021566812,0.027038062,0.006633566,0.0047127143,0.0011440555,0.0011753945,0.0004670288,0.8845000000000001,0.785
2018-06-20,CTD3,4181698,695238,0.015454773,0.02174159,0.027313428,0.007583898,0.005393413,0.0013663571,0.001370114,0.00055232574,1.228,0.958
2018-06-20,CTD4,4180266,698264,0.012315695,0.01711063,0.023214782,0.0055019064,0.0043850276,0.001030696,0.0010279762,0.0003999755,0.5795,0.837
2018-06-20,CTD5,4179450,700268,0.018695941,0.027769933,0.0298329,0.00483075,0.003059987,0.0007453471,0.0007559354,0.00029912128,0.5900000000000001,0.5835
2018-06-20,CTD6,4176009,695829,0.014089915,0.020497417,0.021352774,0.0049271057,0.002945865,0.000793947,0.0008149216,0.0003304408,0.8865000000000001,1.0405
2018-06-20,CTD7,4176724,690397,0.026651207,0.036656357,0.037989896,0.013898369,0.0074723656,0.0021784273,0.0022780253,0.0009461581,0.5315000000000001,1.1735
2018-06-20,CTD8,4174178,693048,0.02783033,0.0391182,0.047732826,0.016800975,0.01035595,0.0027304715,0.0026918915,0.001097651,0.98,1.9265
2018-06-20,CTD9,4171106,693183,0.022706516,0.03383294,0.04515311,0.02536935,0.014121442,0.0038062192,0.0038460519,0.0015576201,0.115,2.051
2018-06-20,CTD10,4170388,695646,0.01542317,0.022013664,0.022446016,0.005877793,0.0033399693,0.00094685896,0.0009649993,0.00039726315,2.418,1.298
2018-06-20,CTD11,4169609,700351,0.00703941,0.010040981,0.016211268,0.0045254626,0.0042575733,0.0009798775,0.0009599552,0.00037536613,0.4725,1.2145
2018-06-20,CTD12,4173438,695414,0.015033521,0.02173428,0.026004786,0.0054019466,0.0038806545,0.0009278906,0.0009511057,0.00037584073,1.894,1.1315
2018-07-10,CTD1,4187246,695025,0.011640216,0.016726462,0.025247937,0.008136811,0.006730759,0.0017066838,0.0017201157,0.0006766466,0.622,5.5195
2018-07-10,CTD2,4181518,693105,0.021970252,0.03078483,0.035760056,0.010733529,0.0067099924,0.0017907503,0.001836464,0.00074516487,0.3835,1.2215
2018-07-10,CTD3,4181698,695238,0.014003671,0.01976384,0.025339318,0.008856955,0.0060193692,0.0016457583,0.0015924625,0.00065874634,0.7175,1.281
2018-07-10,CTD4,4180266,698264,0.0156244105,0.021895617,0.027331281,0.009358325,0.006138481,0.0017132777,0.0017097403,0.00070113695,1.948,0.9825
2018-07-10,CTD5,4179450,700268,0.01232827,0.018959172,0.028081812,0.0065058214,0.0052376203,0.0011591444,0.0011710151,0.00045897503,1.005,0.884
2018-07-10,CTD6,4176009,695829,0.014051518,0.02011384,0.027753977,0.009824927,0.0071272827,0.0018769002,0.0018261198,0.0007417517,2.5895,1.227
2018-07-10,CTD7,4176724,690397,0.018683244,0.024890741,0.030281035,0.011457596,0.0076930285,0.0021660996,0.0020917046,0.00086030556,0.6575,0.8615
2018-07-10,CTD8,4174178,693048,0.02400593,0.03337742,0.040896293,0.020191109,0.011736964,0.0033378734,0.0033225066,0.001356255,2.128,1.995
2018-07-10,CTD9,4171106,693183,0.016641824,0.025990766,0.03387222,0.020351185,0.009995555,0.0028933815,0.0029373004,0.0012320405,0.134,0.0
2018-07-10,CTD10,4170388,695646,0.015271327,0.020873914,0.026124408,0.01043661,0.0068966625,0.0019950473,0.0019468431,0.00080699835,1.6915,1.325
2018-07-10,CTD11,4169609,700351,0.010995817,0.015047735,0.020520989,0.0074680815,0.0056743715,0.0015518613,0.0015114114,0.0006177688,2.0620000000000003,1.3665
2018-07-10,CTD12,4173438,695414,0.01678994,0.024717117,0.028794995,0.008645003,0.0051468736,0.001416541,0.0014675873,0.00060076936,2.5595,1.4435
2018-08-29,CTD1,4187246,695025,0.009004451,0.01295274,0.019760191,0.006917032,0.0055478453,0.0014267024,0.0014373177,0.0005749501,0.5125,6.4135
2018-08-29,CTD2,4181518,693105,0.013152162,0.018484205,0.024318982,0.0065058214,0.004707392,0.00116869,0.0011768583,0.00046439376,0.5675,0.6715
2018-08-29,CTD3,4181698,695238,0.011675834,0.016732134,0.01990482,0.0048176306,0.0030973228,0.00079762697,0.00081205246,0.0003234515,0.694,0.651
2018-08-29,CTD4,4180266,698264,0.01154971,0.01509882,0.019096732,0.0065357694,0.0047376403,0.0012936904,0.0012976334,0.00052532007,0.6944999999999999,0.8105
2018-08-29,CTD5,4179450,700268,0.014138061,0.021566812,0.025140338,0.003855509,0.002599685,0.00062972796,0.0006349828,0.00024433783,0.3825,0.8525
2018-08-29,CTD6,4176009,695829,0.010666128,0.016032493,0.02070534,0.0050653955,0.003325527,0.000833293,0.000846949,0.0003371908,1.126,1.1915
2018-08-29,CTD7,4176724,690397,0.012943238,0.019204324,0.022933044,0.0053536636,0.0033996946,0.0008691585,0.00090463355,0.00035783855,0.8435,0.821
2018-08-29,CTD8,4174178,693048,0.011632318,0.017350007,0.024199184,0.00704864,0.004813288,0.0011954043,0.0012095908,0.00048046187,1.4049999999999998,1.851
2018-08-29,CTD9,4171106,693183,0.024459464,0.035085186,0.04821314,0.024707962,0.016151814,0.0043099974,0.0043616495,0.0017372451,0.083,1.86
2018-08-29,CTD10,4170388,695646,0.0075041046,0.01075512,0.0173512,0.0049846186,0.004437852,0.001034858,0.0010175725,0.00039709432,1.4685,0.753
2018-08-29,CTD11,4169609,700351,0.01005129,0.014428626,0.020946722,0.008087186,0.0058868825,0.0015878832,0.001564704,0.00064165686,0.872,0.8845000000000001
2018-08-29,CTD12,4173438,695414,0.010601452,0.016086938,0.024310978,0.006526538,0.0048921057,0.001144992,0.0011455973,0.0004469964,1.2515,2.7885
2018-10-03,CTD1,4187246,695025,0.013401024,0.019236809,0.026201582,0.007016108,0.005065504,0.0012228134,0.0012222567,0.0004789943,0.3325,0.738
2018-10-03,CTD2,4181518,693105,0.016997155,0.022895275,0.027555374,0.0066171554,0.0047127143,0.0011562981,0.0011632751,0.00044971367,0.4735,0.6795
2018-10-03,CTD3,4181698,695238,0.011475498,0.0163121,0.0149043,0.0020947494,0.001343178,0.00034701495,0.00033166146,0.00012848132,0.3429999999999999,0.45
2018-10-03,CTD4,4180266,698264,0.0050685056,0.0064656823,0.008412346,0.006401061,0.004380111,0.000833293,0.0007922995,0.0003388686,0.2339999999999999,0.2935
2018-10-03,CTD5,4179450,700268,0.018262668,0.027242938,0.030497508,0.0043893475,0.0028738973,0.00072718615,0.00069770217,0.0002717174,0.094,0.589
2018-10-03,CTD6,4176009,695829,0.0100445235,0.015550711,0.017688202,0.0029189647,0.0018900161,0.00047675427,0.0004638685,0.00018129709,1.0265,1.43
2018-10-03,CTD7,4176724,690397,0.00825059,0.012624685,0.015308871,0.002161736,0.0015304622,0.00036532932,0.00035847496,0.00013709442,0.2794999999999999,0.613
2018-10-03,CTD8,4174178,693048,0.017514244,0.026303161,0.036251906,0.0115964115,0.007559838,0.0018503537,0.0018727614,0.0007343025,1.326,1.882
2018-10-03,CTD9,4171106,693183,0.041488323,0.054489862,0.06667926,0.033485044,0.021137819,0.0056428416,0.00558585,0.002172115,0.0,4.133
2018-10-03,CTD10,4170388,695646,0.023893757,0.029814035,0.034363218,0.011583722,0.00812617,0.0021576085,0.0021569978,0.00085235015,1.032,3.9885
2018-10-03,CTD11,4169609,700351,0.027266592,0.03337742,0.03642486,0.012347918,0.008154651,0.0022100578,0.0021770054,0.0008707673,0.6040000000000001,1.124
2018-10-03,CTD12,4173438,695414,0.021234779,0.029970655,0.03751322,0.010222261,0.006775112,0.0016705522,0.0016638857,0.0006504344,1.2365,2.8155
2018-11-07,CTD1,4187246,695025,0.005415302,0.0074763354,0.012408339,0.0036791037,0.0035177255,0.00083070656,0.00081078114,0.00031845458,0.704,74.522
2018-11-07,CTD2,4181518,693105,0.004190942,0.006537391,0.0077838185,0.0010714364,0.0007728175,0.00018876317,0.00018012417,6.869126e-05,0.502,0.959
2018-11-07,CTD3,4181698,695238,0.006447718,0.009597701,0.014053771,0.0029002458,0.002251103,0.00050727755,0.00050139107,0.00019338209,0.968,1.2115
2018-11-07,CTD4,4180266,698264,0.014764105,0.017706273,0.019766742,0.006214539,0.004451168,0.0012213001,0.0011822437,0.0004806719,1.4135,0.8734999999999999
2018-11-07,CTD5,4179450,700268,0.013165614,0.020277381,0.022107374,0.0027775785,0.0018918448,0.0004970052,0.00046306886,0.00018019389,0.634,0.635
2018-11-07,CTD6,4176009,695829,0.005781598,0.009346942,0.013966027,0.0025597794,0.0019114892,0.00043757688,0.00041971027,0.00016331878,1.608,1.2805
2018-11-07,CTD7,4176724,690397,0.00399126,0.0058079762,0.009535564,0.0019104943,0.001721154,0.00036810106,0.0003686103,0.0001390568,0.4559999999999999,0.8260000000000001
2018-11-07,CTD8,4174178,693048,0.020008152,0.028324751,0.033763956,0.00915695,0.0056765424,0.0014521562,0.0014119216,0.0005615041,1.142,2.1475
2018-11-07,CTD9,4171106,693183,0.020964088,0.03035548,0.041293405,0.017913762,0.011111336,0.0028805975,0.0028598108,0.0011567749,0.118,8.541
