Date,Buoy,Latitude,Longitude,rtoa_B1,rtoa_B2,rtoa_B3,rtoa_B4,rtoa_B5,rtoa_B6,rtoa_B7,rtoa_B8,rtoa_B8A,rtoa_B9,rtoa_B10,rtoa_B11,rtoa_B12,Chl,Turbidez
2016-08-09,CTD1,4187246,695025,0.1167,0.0877,0.0707,0.0433,0.0364,0.026,0.0241,0.0208,0.019,0.0066,0.0005,0.0093,0.0074,10.27,6.78
2016-08-09,CTD2,4181518,693105,0.1216,0.0935,0.0707,0.0489,0.0419,0.0343,0.033,0.0295,0.0283,0.0088,0.0007,0.0175,0.0144,11.29,4.53
2016-08-09,CTD3,4181698,695238,0.1208,0.093,0.0697,0.0481,0.0413,0.0344,0.0328,0.0295,0.0282,0.0088,0.0006,0.0185,0.0148,12.56,3.76
2016-08-09,CTD4,4180266,698264,0.1239,0.0948,0.0712,0.0497,0.0439,0.0367,0.0349,0.0309,0.0309,0.009,0.0005,0.019,0.0141,8.48,3.23
2016-08-09,CTD5,4179450,700268,0.1242,0.0983,0.0747,0.0407,0.0348,0.0312,0.0295,0.027,0.0259,0.0081,0.0007,0.0168,0.0135,0.21,0.12
2016-08-09,CTD6,4176009,695829,0.117,0.0879,0.0648,0.0413,0.0345,0.0281,0.0263,0.0235,0.0219,0.007,0.0006,0.0125,0.0096,12.64,4.93
2016-08-09,CTD7,4176724,690397,0.1215,0.0938,0.0744,0.0511,0.0442,0.0349,0.0334,0.0299,0.0283,0.0087,0.0007,0.018,0.014,13.99,5.84
2016-08-09,CTD8,4174178,693048,0.1183,0.0903,0.0713,0.0438,0.037,0.0292,0.0272,0.0243,0.0227,0.007,0.0005,0.0128,0.0098,14.12,6.09
2016-08-09,CTD9,4171106,693183,0.1233,0.098,0.0838,0.059,0.0505,0.0375,0.0362,0.0324,0.0311,0.0093,0.0006,0.0212,0.0166,3.66,6.2
2016-08-09,CTD10,4170388,695646,0.1199,0.0927,0.0737,0.0485,0.041,0.0333,0.0321,0.0281,0.0268,0.0084,0.0006,0.0166,0.0135,10.85,3.72
2016-08-09,CTD11,4169609,700351,0.1228,0.093,0.0726,0.0488,0.0425,0.0354,0.0349,0.0279,0.0309,0.0094,0.0005,0.0198,0.0166,9.53,3.51
2016-08-09,CTD12,4173438,695414,0.1193,0.0917,0.0712,0.0454,0.0386,0.0313,0.0293,0.0263,0.0251,0.0077,0.0006,0.0152,0.0124,10.5,3.99
2016-09-08,CTD1,4187246,695025,0.1221,0.092,0.0744,0.0492,0.0427,0.0347,0.0338,0.0287,0.029,0.0085,0.0007,0.0167,0.0124,23.19,4.91
