Date,Buoy,Latitude,Longitude,rhown_B1,rhown_B2,rhown_B3,rhown_B4,rhown_B5,rhown_B6,Chl,Turbidez
2016-08-09,CTD1,4187246,695025,0.010611311,0.016747354,0.032279316,0.016334254,0.0130474055,0.0036168438,11.46,6.89
2016-08-09,CTD2,4181518,693105,0.007852267,0.011743445,0.021630121,0.01173915,0.009364053,0.0026367733,,
2016-08-09,CTD3,4181698,695238,0.0072234743,0.010607729,0.019979842,0.01111007,0.008890014,0.0025137772,,
2016-08-09,CTD4,4180266,698264,0.008218997,0.011725927,0.021536266,0.011855795,0.009622882,0.0027095722,,
2016-08-09,CTD5,4179450,700268,0.010788617,0.018271346,0.02499055,0.0046027,0.0030879965,0.00076610834,0.21,0.12
2016-08-09,CTD6,4176009,695829,0.0075378437,0.011500172,0.02103926,0.010421779,0.008003039,0.0021751877,,
2016-08-09,CTD7,4176724,690397,0.009436011,0.01432191,0.027034933,0.0148464115,0.012062613,0.0034298815,,
2016-08-09,CTD8,4174178,693048,0.00920437,0.014945818,0.02896122,0.013166868,0.01008446,0.0026996378,,
2016-08-09,CTD9,4171106,693183,0.012742579,0.019897293,0.038030654,0.021048147,0.017326888,0.0049708774,,
2016-08-09,CTD10,4170388,695646,0.008189909,0.01322057,0.026349794,0.0130996015,0.010413002,0.0028925787,,
2016-08-09,CTD11,4169609,700351,0.008517179,0.012669844,0.021771546,0.011044154,0.008418356,0.0022995486,,
2016-08-09,CTD12,4173438,695414,0.008842373,0.014194704,0.026294636,0.012207384,0.009389058,0.0025287655,,
2016-09-08,CTD1,4187246,695025,0.007000544,0.011126456,0.023285594,0.0135151725,0.0111270035,0.003250637,18.69,4.95
2016-09-08,CTD2,4181518,693105,0.006534932,0.010460656,0.021131296,0.01106147,0.008741294,0.0024417776,,
2016-09-08,CTD3,4181698,695238,0.00658082,0.010343637,0.020693896,0.010618205,0.008366917,0.0023361817,,
2016-09-08,CTD4,4180266,698264,0.0056934273,0.00892603,0.017843153,0.009727579,0.007812589,0.0022185002,,
2016-09-08,CTD5,4179450,700268,0.0063931323,0.010963322,0.016963061,0.0039845044,0.0027257185,0.0006740581,0.94,0.04
2016-09-08,CTD6,4176009,695829,0.00635036,0.009914101,0.019372394,0.010050548,0.008022293,0.0022336654,,
2016-09-08,CTD7,4176724,690397,0.0063310033,0.010346785,0.021583151,0.01138394,0.009184353,0.0025961862,,
