Date,Buoy,Latitude,Longitude,rhow_B1,rhow_B2,rhow_B3,rhow_B4,rhow_B5,rhow_B6,rhow_B7,rhow_B8A,Chl,Turbidez,dif_norm_rhow_B2_B3,dif_inv_rhow_B2_B3,dif_norm_rhow_B2_B4,dif_inv_rhow_B2_B4,dif_norm_rhow_B2_B5,dif_inv_rhow_B2_B5,dif_norm_rhow_B3_B4,dif_inv_rhow_B3_B4,dif_norm_rhow_B3_B5,dif_inv_rhow_B3_B5,dif_norm_rhow_B4_B5,dif_inv_rhow_B4_B5,dall_gitelson_rhow_B2_B3_B4,dall_gitelson_rhow_B2_B3_B5,dall_gitelson_rhow_B2_B4_B3,dall_gitelson_rhow_B2_B4_B5,dall_gitelson_rhow_B2_B5_B3,dall_gitelson_rhow_B2_B5_B4,dall_gitelson_rhow_B3_B4_B2,dall_gitelson_rhow_B3_B4_B5,dall_gitelson_rhow_B3_B5_B2,dall_gitelson_rhow_B3_B5_B4,dall_gitelson_rhow_B4_B5_B2,dall_gitelson_rhow_B4_B5_B3,dif_norm_4_bands_rhow_B2_B3_B4_B5,dif_norm_4_bands_rhow_B2_B4_B3_B5,dif_norm_4_bands_rhow_B2_B5_B3_B4,dif_norm_4_bands_rhow_B3_B4_B2_B5,dif_norm_4_bands_rhow_B3_B5_B2_B4,dif_norm_4_bands_rhow_B4_B5_B2_B3,dif_rel_4bands_rhow_B2_B3_B4_B5,dif_rel_4bands_rhow_B2_B3_B5_B4,dif_rel_4bands_rhow_B2_B4_B3_B5,dif_rel_4bands_rhow_B2_B4_B5_B3,dif_rel_4bands_rhow_B2_B5_B3_B4,dif_rel_4bands_rhow_B2_B5_B4_B3,dif_rel_4bands_rhow_B3_B2_B4_B5,dif_rel_4bands_rhow_B3_B2_B5_B4,dif_rel_4bands_rhow_B3_B4_B5_B2,dif_rel_4bands_rhow_B3_B5_B4_B2,dif_rel_4bands_rhow_B4_B2_B5_B3,dif_rel_4bands_rhow_B4_B3_B5_B2,sum_norm_3bands_rhow_B2_B4_B3,sum_norm_3bands_rhow_B3_B5_B4
2016-09-08,CTD10,4170388,695646,0.010633738,0.015907966,0.028533755,0.014320392,0.014077974,0.0040009515,0.0039050493,0.0015763559,15.06,5.38,-0.284,27.815,0.053,-6.969,0.061,-8.171,0.332,-34.784,0.339,-35.987,0.009,-1.202,0.398,0.392,-0.199,-0.098,-0.233,-0.117,-0.553,-0.49,-0.572,-0.515,-0.019,-0.034,-0.445,0.037,0.043,0.474,0.478,0.005,-0.46,-0.426,-0.916,0.617,-0.863,0.628,0.776,0.811,1.108,1.127,0.407,-0.383,0.68,0.994
2016-09-08,CTD11,4169609,700351,0.008540086,0.012983398,0.022948189,0.011185002,0.009960595,0.002805112,0.0027183462,0.001121228,11.3,6.33,-0.277,33.445,0.074,-12.384,0.132,-23.374,0.345,-45.829,0.395,-56.819,0.058,-10.99,0.374,0.333,-0.284,-0.123,-0.536,-0.261,-0.595,-0.456,-0.738,-0.636,-0.143,-0.252,-0.471,0.055,0.089,0.513,0.537,0.034,-0.557,-0.325,-1.143,0.727,-0.748,0.816,0.645,0.877,1.285,1.442,0.427,-0.28,0.673,0.964
2016-09-08,CTD12,4173438,695414,0.010170486,0.014920783,0.02414347,0.011457596,0.009450574,0.002669655,0.0026397812,0.0010801835,11.52,4.19,-0.236,25.602,0.131,-20.258,0.224,-38.793,0.356,-45.859,0.437,-64.395,0.096,-18.535,0.293,0.242,-0.489,-0.191,-0.937,-0.444,-0.684,-0.433,-0.961,-0.738,-0.277,-0.448,-0.441,0.103,0.154,0.521,0.557,0.051,-0.594,-0.207,-1.252,0.911,-0.528,1.104,0.406,0.793,1.474,1.787,0.376,-0.159,0.675,0.944
2017-06-30,CTD1,4187246,695025,0.023568008,0.034183595,0.043663643,0.01498799,0.009146495,0.00232008,0.002350536,0.00092993054,1.1285,3.878,-0.122,6.351,0.39,-37.466,0.578,-80.078,0.489,-43.818,0.654,-86.429,0.242,-42.611,0.095,0.058,-1.636,-0.343,-3.496,-1.2,-1.498,-0.401,-2.954,-1.295,-1.457,-1.861,-0.393,0.363,0.427,0.662,0.702,0.075,-0.856,0.173,-2.493,2.071,0.824,3.394,-0.361,0.667,2.646,4.335,0.229,0.076,0.632,0.9
2017-06-30,CTD2,4181518,693105,0.013951228,0.022363907,0.026365198,0.0068001538,0.0038678003,0.0010000895,0.0010586272,0.00042683896,0.9935,2.029,-0.082,6.786,0.534,-102.341,0.705,-213.83,0.59,-109.127,0.744,-220.616,0.275,-111.489,0.046,0.026,-2.698,-0.396,-5.638,-1.454,-2.44,-0.422,-4.934,-1.5,-2.493,-2.939,-0.375,0.515,0.558,0.746,0.771,0.06,-0.91,0.279,-3.528,3.142,1.905,5.524,-0.579,0.61,3.704,6.513,0.157,0.085,0.598,0.912
2017-06-30,CTD3,4181698,695238,0.017591918,0.024643049,0.03181565,0.010574366,0.0073545063,0.0019455052,0.0019215259,0.00077773904,1.5114999999999998,1.239,-0.127,9.148,0.399,-53.989,0.54,-95.392,0.501,-63.137,0.624,-104.54,0.18,-41.403,0.097,0.067,-1.718,-0.397,-3.035,-1.009,-1.556,-0.464,-2.576,-1.105,-1.02,-1.317,-0.4,0.359,0.408,0.664,0.695,0.057,-0.663,0.079,-1.996,2.099,0.342,3.018,-0.147,0.596,2.71,3.897,0.198,0.034,0.624,0.924
2017-06-30,CTD4,4180266,698264,0.016405266,0.024626616,0.035083488,0.012217858,0.008422147,0.0021632651,0.002177963,0.0008687448,1.485,1.9025,-0.175,12.103,0.337,-41.241,0.49,-78.128,0.483,-53.344,0.613,-90.231,0.184,-36.887,0.148,0.102,-1.447,-0.347,-2.741,-0.955,-1.314,-0.449,-2.222,-1.102,-0.908,-1.294,-0.507,0.285,0.343,0.692,0.724,0.064,-0.749,0.013,-2.15,1.776,0.053,2.576,-0.026,0.735,2.529,3.669,0.256,0.006,0.617,0.92
2017-06-30,CTD5,4179450,700268,0.03274319,0.045995407,0.049752362,0.010578219,0.0065462557,0.0015851837,0.0016646029,0.0006513194,0.51,0.3675,-0.039,1.642,0.626,-72.793,0.751,-131.018,0.649,-74.434,0.767,-132.66,0.235,-58.225,0.017,0.011,-3.622,-0.477,-6.518,-1.386,-3.424,-0.487,-6.102,-1.403,-2.678,-2.897,-0.219,0.629,0.654,0.746,0.764,0.042,-0.691,0.306,-3.252,4.217,2.323,6.814,-0.534,0.463,4.561,7.37,0.098,0.07,0.591,0.933
2017-06-30,CTD6,4176009,695829,0.02760178,0.03737489,0.04562618,0.021837726,0.01327069,0.0036680896,0.003562633,0.001440924,1.8435,2.539,-0.099,4.839,0.262,-19.036,0.476,-48.598,0.353,-23.875,0.549,-53.437,0.244,-29.562,0.106,0.064,-0.869,-0.253,-2.217,-1.061,-0.892,-0.317,-1.997,-1.167,-1.105,-1.349,-0.235,0.264,0.357,0.47,0.546,0.103,-0.826,0.211,-1.727,1.421,0.727,2.338,-0.425,0.613,1.734,2.854,0.293,0.124,0.713,0.873
2017-06-30,CTD7,4176724,690397,0.027574467,0.043261304,0.05605534,0.018559577,0.010679221,0.0027100407,0.0028547205,0.0011584185,1.6825,3.645,-0.129,5.276,0.4,-30.765,0.604,-70.524,0.503,-36.041,0.68,-75.8,0.27,-39.759,0.098,0.056,-1.725,-0.329,-3.953,-1.309,-1.559,-0.385,-3.279,-1.407,-1.72,-2.229,-0.438,0.37,0.437,0.695,0.734,0.079,-0.966,0.196,-2.918,2.14,1.031,3.72,-0.442,0.72,2.773,4.82,0.238,0.084,0.622,0.894
2017-06-30,CTD8,4174178,693048,0.01681284,0.025656167,0.035782803,0.013493528,0.008641208,0.002283774,0.002266005,0.00092257455,0.9075,2.2275,-0.165,11.031,0.311,-35.133,0.496,-76.748,0.452,-46.163,0.611,-87.778,0.219,-41.615,0.149,0.095,-1.257,-0.304,-2.746,-1.036,-1.184,-0.399,-2.252,-1.184,-1.068,-1.489,-0.457,0.274,0.345,0.65,0.693,0.079,-0.845,0.077,-2.24,1.66,0.317,2.592,-0.167,0.754,2.315,3.615,0.284,0.04,0.637,0.902
2017-06-30,CTD9,4171106,693183,0.024126653,0.037303694,0.057955574,0.028509123,0.020661753,0.0054485667,0.005563517,0.0021909375,,,-0.217,9.552,0.134,-8.269,0.287,-21.592,0.341,-17.822,0.474,-31.144,0.16,-13.322,0.272,0.197,-0.479,-0.171,-1.251,-0.616,-0.665,-0.368,-1.162,-0.888,-0.497,-0.772,-0.42,0.112,0.192,0.508,0.567,0.082,-0.736,-0.081,-1.496,0.952,-0.227,1.314,0.174,0.829,1.479,2.041,0.408,-0.062,0.691,0.909
2017-06-30,CTD10,4170388,695646,0.011502781,0.01674348,0.024568347,0.0065914574,0.005295718,0.0012776662,0.0012900282,0.0005046503,0.8340000000000001,1.6725,-0.189,19.022,0.435,-91.987,0.519,-129.107,0.577,-111.009,0.645,-148.129,0.109,-37.12,0.125,0.101,-2.26,-0.487,-3.172,-0.851,-1.859,-0.588,-2.48,-0.976,-0.622,-0.912,-0.658,0.34,0.367,0.816,0.826,0.031,-0.563,-0.122,-2.099,2.325,-0.566,2.893,0.223,0.664,3.411,4.246,0.178,-0.048,0.565,0.958
2017-06-30,CTD11,4169609,700351,0.011993377,0.0168688,0.026210168,0.0081456015,0.007397401,0.0018179364,0.0017607801,0.0006847041,1.2475,1.4475,-0.217,21.128,0.349,-63.485,0.39,-75.902,0.526,-84.613,0.56,-97.029,0.048,-12.417,0.172,0.156,-1.664,-0.47,-1.989,-0.618,-1.427,-0.626,-1.637,-0.79,-0.209,-0.325,-0.601,0.26,0.276,0.744,0.752,0.017,-0.458,-0.265,-1.472,1.789,-0.937,1.97,0.453,0.646,2.779,3.06,0.201,-0.128,0.581,0.978
2017-06-30,CTD12,4173438,695414,0.021588668,0.029599868,0.039192073,0.017662713,0.012229726,0.0033887236,0.0033613564,0.0013491674,1.518,2.378,-0.139,8.269,0.253,-22.833,0.415,-47.984,0.379,-31.101,0.524,-56.253,0.182,-25.152,0.146,0.101,-0.895,-0.279,-1.881,-0.848,-0.921,-0.38,-1.665,-0.994,-0.744,-0.986,-0.321,0.232,0.306,0.515,0.57,0.079,-0.689,0.063,-1.529,1.364,0.201,1.97,-0.12,0.632,1.806,2.608,0.285,0.038,0.687,0.904
2018-02-20,CTD1,4187246,695025,0.0019101312,0.0024507998,0.005090059,0.0024352258,0.0060332543,0.0010632486,0.0010288137,0.00038320644,3.802,2.406,-0.35,211.569,0.003,-2.609,-0.422,242.282,0.353,-214.178,-0.085,30.713,-0.425,244.892,0.515,1.276,-0.013,-0.016,1.233,0.59,-0.525,-1.292,0.075,0.075,0.6,1.247,-0.312,0.001,-0.476,0.313,-0.193,-0.477,0.078,-1.996,0.163,-0.179,-1.684,-0.072,1.673,-0.401,-0.372,-0.15,-0.192,-1.983,0.648,1.478
2018-02-20,CTD2,4181518,693105,0.0031021917,0.004684798,0.008777444,0.0025910507,0.0030339477,0.00059212674,0.0006068726,0.00023285083,6.013999999999999,2.3440000000000003,-0.304,99.528,0.288,-172.487,0.214,-116.147,0.544,-272.015,0.486,-215.675,-0.079,56.34,0.258,0.302,-1.514,-0.523,-1.019,-0.301,-1.274,-0.825,-1.01,-0.559,0.264,0.495,-0.728,0.177,0.145,0.801,0.789,-0.033,-0.32,-0.637,-1.085,1.462,-1.843,1.249,1.02,0.703,2.74,2.34,0.207,-0.352,0.54,1.039
2018-02-20,CTD3,4181698,695238,0.0098239565,0.016966274,0.02593666,0.0051795905,0.003552488,0.0008278082,0.0008146022,0.00031663672,3.2825,2.1775,-0.209,20.385,0.532,-134.125,0.654,-222.552,0.667,-154.51,0.759,-242.937,0.186,-88.427,0.106,0.072,-3.479,-0.476,-5.772,-1.153,-2.621,-0.549,-4.122,-1.258,-1.5,-2.294,-1.027,0.4,0.431,1.012,1.011,0.038,-0.804,-0.032,-4.025,3.139,-0.232,4.576,0.071,0.843,4.798,6.996,0.168,-0.01,0.516,0.948
2018-02-20,CTD4,4180266,698264,0.010105593,0.015875641,0.024536036,0.007826991,0.0054243393,0.0013336343,0.001320751,0.0005304593,3.3710000000000004,2.0395,-0.214,22.233,0.34,-64.773,0.491,-121.365,0.516,-87.007,0.638,-143.598,0.181,-56.591,0.174,0.121,-1.589,-0.351,-2.978,-0.95,-1.381,-0.472,-2.28,-1.124,-0.898,-1.389,-0.654,0.269,0.323,0.784,0.806,0.059,-0.796,-0.046,-2.495,1.807,-0.208,2.608,0.103,0.852,2.793,4.03,0.272,-0.023,0.587,0.926
