Date,Buoy,Latitude,Longitude,rhow_B1,rhow_B2,rhow_B3,rhow_B4,rhow_B5,rhow_B6,rhow_B7,rhow_B8A,Chl
2016-08-09,CTD1,4187246,695025,0.0052005947,0.013410497,0.03882319,0.018118074,0.016688893,0.004677169,0.0046108766,0.0017311114,10.865
2016-08-09,CTD2,4181518,693105,0.0075086737,0.012640179,0.024071565,0.011437364,0.011036844,0.003377025,0.0033338764,0.001304955,11.75
2016-08-09,CTD3,4181698,695238,0.0061033955,0.011274086,0.024024764,0.010656935,0.009859906,0.0031206654,0.003068731,0.0012162249,12.155
2016-08-09,CTD4,4180266,698264,0.00482292,0.0091487905,0.016167145,0.01230706,0.012928768,0.0043991464,0.004287473,0.0016990395,8.03
2016-08-09,CTD6,4176009,695829,0.006402469,0.012517009,0.0245594,0.009152798,0.007910361,0.0023109436,0.0022708313,0.00089529983,11.08
2016-08-09,CTD7,4176724,690397,0.010275841,0.01828999,0.034200393,0.018218264,0.017255766,0.005381118,0.0052759303,0.00205832,12.465
2016-08-09,CTD8,4174178,693048,0.005470693,0.014691961,0.033135183,0.012039777,0.009453249,0.0024609102,0.0023973281,0.0009275372,13.48
2016-08-09,CTD9,4171106,693183,0.0060936403,0.016556894,0.042304665,0.022868479,0.019630406,0.005633065,0.0055235513,0.0021086298,3.66
2016-08-09,CTD10,4170388,695646,0.013091566,0.021001317,0.03679708,0.01808954,0.017149538,0.0051297955,0.004999942,0.0019299416,10.3
2016-08-09,CTD11,4169609,700351,0.004384728,0.009671945,0.026395164,0.01201042,0.012619204,0.0035572927,0.0035105983,0.0013382451,9.11
2016-08-09,CTD12,4173438,695414,0.007887092,0.016167672,0.034999557,0.012148,0.009181647,0.0025294991,0.002476041,0.0009695918,9.51
2016-09-08,CTD1,4187246,695025,0.0068922215,0.013971607,0.031086095,0.01699419,0.01585275,0.004893984,0.0047948183,0.0018642719,20.94
2016-09-08,CTD2,4181518,693105,0.004886458,0.0110733835,0.025119493,0.011535734,0.009535782,0.0028106745,0.002760342,0.001074646,15.345
2016-09-08,CTD3,4181698,695238,0.0062294723,0.012354222,0.024599077,0.011210934,0.011146585,0.0029791675,0.002932267,0.0011496274,13.84
2016-09-08,CTD4,4180266,698264,0.0097503355,0.015326275,0.025821222,0.012957898,0.012253507,0.0038682884,0.0038045894,0.0015079188,13.55
2016-09-08,CTD6,4176009,695829,0.002911092,0.00832467,0.021818912,0.009702394,0.0081603415,0.0021445737,0.0020845348,0.00079208903,13.9
