Date,Buoy,Latitude,Longitude,rhown_B1,rhown_B2,rhown_B3,rhown_B4,rhown_B5,rhown_B6,Chl
2016-08-09,CTD1,4187246,695025,0.0054107076,0.014162022,0.03925518,0.019008828,0.016972704,0.0054074237,11.46
2016-08-09,CTD2,4181518,693105,0.0077155055,0.012348487,0.020635728,0.011002682,0.0101308925,0.0034576727,12.21
2016-08-09,CTD3,4181698,695238,0.013448065,0.018851347,0.028354988,0.01217747,0.011191441,0.0038103536,11.75
2016-08-09,CTD4,4180266,698264,0.0041302927,0.006492031,0.016038617,0.010661883,0.012685243,0.0053100353,7.58
2016-08-09,CTD6,4176009,695829,0.0071628513,0.013674915,0.024637235,0.009277159,0.007686844,0.0023546845,9.52
2016-08-09,CTD7,4176724,690397,0.017369527,0.025868105,0.04330116,0.019877417,0.018144837,0.005959615,10.94
2016-08-09,CTD8,4174178,693048,0.012749432,0.02235528,0.03988272,0.0155733125,0.013011256,0.003912055,12.84
2016-08-09,CTD9,4171106,693183,0.0034723182,0.0134501215,0.045935716,0.021515785,0.017419849,0.005007605,
2016-08-09,CTD10,4170388,695646,0.012316268,0.020298984,0.037178066,0.018702812,0.016661331,0.005308367,9.75
2016-08-09,CTD11,4169609,700351,0.0054814043,0.013162714,0.033654135,0.014755674,0.0129391765,0.004062297,8.69
2016-08-09,CTD12,4173438,695414,0.009537111,0.019064521,0.036208637,0.012728461,0.010140864,0.0029157563,8.52
2016-09-08,CTD1,4187246,695025,0.0031559775,0.010559577,0.035929263,0.019909084,0.017219648,0.0053871735,18.69
2016-09-08,CTD2,4181518,693105,0.0048465636,0.011086315,0.024854759,0.011006134,0.0091352705,0.002779965,13.22
2016-09-08,CTD3,4181698,695238,0.00072511076,0.0019630268,0.006344336,0.0030301842,0.0020047592,0.0004935273,13.57
2016-09-08,CTD4,4180266,698264,0.01383275,0.020852132,0.034064226,0.017235637,0.015786631,0.005253517,12.38
2016-09-08,CTD6,4176009,695829,0.0026824595,0.0086830435,0.024960322,0.008931153,0.006451502,0.0016969646,12.32
2016-09-08,CTD7,4176724,690397,0.00594945,0.0114864,0.022937927,0.01121128,0.009540207,0.002970071,13.91
2016-09-08,CTD9,4171106,693183,0.007388066,0.015718475,0.03596908,0.021565663,0.019884063,0.006600138,
2016-09-08,CTD10,4170388,695646,0.004990247,0.012956128,0.0371475,0.01925595,0.017468903,0.005661503,15.06
2016-09-08,CTD11,4169609,700351,0.0031736705,0.009650285,0.028480474,0.0130444,0.0106596295,0.003171777,11.3
2016-09-08,CTD12,4173438,695414,0.0063931323,0.01222111,0.024089132,0.01116582,0.009815838,0.0031672528,11.52
2017-06-30,CTD1,4187246,695025,0.017399043,0.029981714,0.048473865,0.014502885,0.0104265865,0.0026533515,1.141
2017-06-30,CTD2,4181518,693105,0.004114847,0.010527579,0.015873604,0.003174487,0.0020107694,0.0004841058,1.0495
