Date,Buoy,Latitude,Longitude,rhow_B1,rhow_B2,rhow_B3,rhow_B4,rhow_B5,rhow_B6,rhow_B7,rhow_B8A,Chl,dif_norm_rhow_B2_B3,dif_inv_rhow_B2_B3,dif_norm_rhow_B2_B4,dif_inv_rhow_B2_B4,dif_norm_rhow_B2_B5,dif_inv_rhow_B2_B5,dif_norm_rhow_B3_B4,dif_inv_rhow_B3_B4,dif_norm_rhow_B3_B5,dif_inv_rhow_B3_B5,dif_norm_rhow_B4_B5,dif_inv_rhow_B4_B5,dall_gitelson_rhow_B2_B3_B4,dall_gitelson_rhow_B2_B3_B5,dall_gitelson_rhow_B2_B4_B3,dall_gitelson_rhow_B2_B4_B5,dall_gitelson_rhow_B2_B5_B3,dall_gitelson_rhow_B2_B5_B4,dall_gitelson_rhow_B3_B4_B2,dall_gitelson_rhow_B3_B4_B5,dall_gitelson_rhow_B3_B5_B2,dall_gitelson_rhow_B3_B5_B4,dall_gitelson_rhow_B4_B5_B2,dall_gitelson_rhow_B4_B5_B3,dif_norm_4_bands_rhow_B2_B3_B4_B5,dif_norm_4_bands_rhow_B2_B4_B3_B5,dif_norm_4_bands_rhow_B2_B5_B3_B4,dif_norm_4_bands_rhow_B3_B4_B2_B5,dif_norm_4_bands_rhow_B3_B5_B2_B4,dif_norm_4_bands_rhow_B4_B5_B2_B3,dif_rel_4bands_rhow_B2_B3_B4_B5,dif_rel_4bands_rhow_B2_B3_B5_B4,dif_rel_4bands_rhow_B2_B4_B3_B5,dif_rel_4bands_rhow_B2_B4_B5_B3,dif_rel_4bands_rhow_B2_B5_B3_B4,dif_rel_4bands_rhow_B2_B5_B4_B3,dif_rel_4bands_rhow_B3_B2_B4_B5,dif_rel_4bands_rhow_B3_B2_B5_B4,dif_rel_4bands_rhow_B3_B4_B5_B2,dif_rel_4bands_rhow_B3_B5_B4_B2,dif_rel_4bands_rhow_B4_B2_B5_B3,dif_rel_4bands_rhow_B4_B3_B5_B2,sum_norm_3bands_rhow_B2_B4_B3,sum_norm_3bands_rhow_B3_B5_B4
2016-08-09,CTD1,4187246,695025,0.011557551,0.01677188,0.028794995,0.014744224,0.012881314,0.0037190781,0.0036645178,0.001499898,10.865,-0.264,24.895,0.064,-8.2,0.131,-18.008,0.323,-33.095,0.382,-42.904,0.067,-9.809,0.367,0.321,-0.236,-0.106,-0.519,-0.266,-0.555,-0.426,-0.72,-0.633,-0.165,-0.282,-0.435,0.049,0.089,0.474,0.505,0.041,-0.562,-0.291,-1.098,0.69,-0.651,0.79,0.572,0.843,1.185,1.356,0.432,-0.256,0.692,0.957
2016-08-09,CTD2,4181518,693105,0.011378609,0.015170635,0.022114683,0.01308602,0.010211863,0.003135181,0.0030726576,0.0012883042,11.75,-0.186,20.698,0.074,-10.501,0.195,-32.009,0.256,-31.199,0.368,-52.706,0.123,-21.508,0.271,0.211,-0.232,-0.107,-0.708,-0.419,-0.473,-0.319,-0.8,-0.69,-0.326,-0.476,-0.298,0.064,0.141,0.356,0.421,0.077,-0.595,-0.094,-1.006,0.698,-0.204,0.894,0.176,0.677,1.017,1.303,0.401,-0.081,0.758,0.918
2016-08-09,CTD3,4181698,695238,0.01071672,0.014699977,0.020822242,0.012379519,0.0089632,0.0025987655,0.0026362666,0.0011002447,12.155,-0.172,20.002,0.086,-12.751,0.242,-43.54,0.254,-32.753,0.398,-63.542,0.16,-30.789,0.248,0.179,-0.266,-0.114,-0.907,-0.539,-0.481,-0.294,-0.934,-0.787,-0.453,-0.641,-0.287,0.078,0.173,0.357,0.438,0.096,-0.675,-0.018,-1.136,0.757,-0.042,1.046,0.035,0.692,1.072,1.481,0.412,-0.015,0.762,0.897
2016-08-09,CTD4,4180266,698264,0.008905852,0.01154712,0.020527788,0.0085025905,0.012757267,0.003352748,0.0033195373,0.0012944449,8.03,-0.28,37.887,0.152,-31.01,-0.05,8.215,0.414,-68.897,0.233,-29.672,-0.2,39.225,0.322,0.483,-0.637,-0.396,0.169,0.07,-0.796,-0.879,-0.343,-0.252,0.453,0.805,-0.422,0.091,-0.042,0.495,0.388,-0.133,-0.104,-0.938,-0.251,0.737,-1.509,0.491,1.111,0.277,1.309,0.873,0.115,-0.691,0.625,1.147
2016-08-09,CTD5,4179450,700268,0.01474397,0.022333896,0.025156863,0.0046539227,0.0029858162,0.000751617,0.0007623971,0.000294331,0.2475,-0.059,5.024,0.655,-170.098,0.764,-290.142,0.688,-175.122,0.788,-295.166,0.218,-120.044,0.023,0.015,-4.279,-0.508,-7.299,-1.35,-3.911,-0.523,-6.592,-1.374,-2.681,-3.02,-0.37,0.628,0.649,0.81,0.822,0.035,-0.671,0.246,-3.627,4.68,2.074,7.295,-0.432,0.485,5.272,8.217,0.09,0.051,0.568,0.944
2016-08-09,CTD6,4176009,695829,0.010866346,0.014820004,0.021078905,0.011349414,0.008379667,0.0024124808,0.00239987,0.0009990195,11.08,-0.174,20.036,0.133,-20.634,0.278,-51.86,0.3,-40.669,0.431,-71.896,0.151,-31.226,0.227,0.168,-0.435,-0.173,-1.093,-0.589,-0.603,-0.341,-1.065,-0.816,-0.463,-0.658,-0.317,0.118,0.199,0.419,0.485,0.083,-0.651,-0.035,-1.21,0.908,-0.089,1.23,0.068,0.684,1.292,1.75,0.368,-0.027,0.729,0.908
2016-08-09,CTD7,4176724,690397,0.013880036,0.019730497,0.030705446,0.018938396,0.01469822,0.0043080775,0.004288094,0.0017497751,12.465,-0.218,18.115,0.02,-2.12,0.146,-17.352,0.237,-20.235,0.353,-35.468,0.126,-15.233,0.343,0.266,-0.065,-0.031,-0.533,-0.329,-0.399,-0.297,-0.7,-0.672,-0.301,-0.468,-0.326,0.017,0.101,0.342,0.414,0.084,-0.646,-0.134,-1.047,0.563,-0.279,0.726,0.268,0.78,0.876,1.129,0.481,-0.128,0.767,0.915
2016-08-09,CTD8,4174178,693048,0.010402882,0.015704345,0.025355967,0.01222232,0.00956906,0.0027028676,0.0026292522,0.001097651,13.48,-0.235,24.238,0.125,-18.141,0.243,-40.827,0.35,-42.379,0.452,-65.065,0.122,-22.686,0.296,0.232,-0.46,-0.174,-1.035,-0.499,-0.666,-0.406,-1.022,-0.795,-0.356,-0.575,-0.443,0.1,0.163,0.52,0.565,0.065,-0.658,-0.164,-1.365,0.908,-0.433,1.159,0.337,0.832,1.465,1.872,0.401,-0.127,0.68,0.929
2016-08-09,CTD9,4171106,693183,0.013036164,0.02006638,0.033828877,0.020082636,0.01582168,0.004466356,0.0045266794,0.0018462652,3.66,-0.255,20.274,-0.0,0.04,0.118,-13.37,0.255,-20.234,0.363,-33.644,0.119,-13.41,0.407,0.321,0.001,0.001,-0.452,-0.269,-0.406,-0.32,-0.675,-0.676,-0.269,-0.454,-0.383,-0.0,0.079,0.383,0.449,0.079,-0.676,-0.195,-1.139,0.531,-0.416,0.675,0.417,0.898,0.896,1.137,0.533,-0.195,0.745,0.921
2016-08-09,CTD10,4170388,695646,0.016327148,0.02284161,0.03433029,0.017810361,0.01401841,0.0040529827,0.0040420312,0.0016394382,10.3,-0.201,14.651,0.124,-12.367,0.239,-27.555,0.317,-27.018,0.42,-42.206,0.119,-15.188,0.261,0.205,-0.425,-0.173,-0.946,-0.491,-0.617,-0.379,-0.964,-0.752,-0.347,-0.521,-0.361,0.104,0.169,0.448,0.5,0.066,-0.605,-0.122,-1.166,0.874,-0.298,1.111,0.232,0.716,1.314,1.669,0.371,-0.095,0.711,0.927
