Date,Buoy,Latitude,Longitude,rtoa_B1,rtoa_B2,rtoa_B3,rtoa_B4,rtoa_B5,rtoa_B6,rtoa_B7,rtoa_B8,rtoa_B8A,rtoa_B9,rtoa_B10,rtoa_B11,rtoa_B12,rhow_B1,rhow_B2,rhow_B3,rhow_B4,rhow_B5,rhow_B6,rhow_B7,rhow_B8A,rhown_B1,rhown_B2,rhown_B3,rhown_B4,rhown_B5,rhown_B6,Chl
2016-08-09,CTD1,4187246,695025,0.1166,0.0873,0.0713,0.0425,0.0373,0.0259,0.024,0.0213,0.0194,0.0065,0.0005,0.0089,0.0075,0.010972801,0.017247956,0.033435922,0.016780281,0.012436718,0.003689716,0.0036431374,0.0014297082,0.010913171,0.017401608,0.03352139,0.016394554,0.012979185,0.003569372,10.865
2016-08-09,CTD2,4181518,693105,0.1218,0.0929,0.0692,0.0473,0.0417,0.0341,0.0324,0.0278,0.0278,0.0088,0.0007,0.0182,0.0145,0.0071803858,0.01053012,0.01937531,0.01102135,0.00828079,0.0025447959,0.002516696,0.0010055117,0.0071952725,0.010565986,0.019415252,0.010844853,0.0086765,0.0024619063,11.75
2016-08-09,CTD3,4181698,695238,0.1208,0.0923,0.0692,0.0474,0.0416,0.034,0.0333,0.0294,0.0293,0.0088,0.0007,0.0188,0.0145,0.007966208,0.011565162,0.020110957,0.010630411,0.0077515263,0.0023109643,0.0022742038,0.00090434565,0.007981613,0.0116108535,0.020093167,0.010501326,0.008130274,0.002229444,12.155
2016-08-09,CTD4,4180266,698264,0.1283,0.0901,0.066,0.0422,0.042,0.0314,0.0309,0.0277,0.0273,0.0107,0.0005,0.0195,0.0145,0.008062084,0.010309625,0.014764223,0.008630959,0.006252049,0.0018940298,0.0018491419,0.000740986,0.008127184,0.010384623,0.014565022,0.00855384,0.0065622036,0.0018117498,8.03
2016-08-09,CTD6,4176009,695829,0.1171,0.0884,0.0658,0.0413,0.0349,0.028,0.0262,0.0243,0.0223,0.0067,0.0006,0.0129,0.0096,0.008602544,0.01312852,0.023303784,0.010863613,0.0077067325,0.002229318,0.0021900574,0.0008681567,0.008597531,0.013189688,0.023314165,0.010759835,0.008108026,0.0021529882,11.08
2016-08-09,CTD7,4176724,690397,0.1219,0.0958,0.075,0.0522,0.0456,0.0357,0.0364,0.0315,0.0308,0.0088,0.0007,0.0199,0.0155,0.009098829,0.013826707,0.02583522,0.013888611,0.010367216,0.0031316024,0.0030987,0.001227168,0.009079744,0.013898673,0.02589552,0.013616519,0.010826535,0.0030252077,12.465
2016-08-09,CTD8,4174178,693048,0.1178,0.0893,0.0706,0.0414,0.0333,0.0248,0.0238,0.0221,0.0195,0.0069,0.0005,0.01,0.0081,0.011637802,0.018578455,0.034337766,0.014250711,0.010012525,0.0028302637,0.0027765334,0.001088002,0.0115716485,0.018745393,0.03434283,0.014044171,0.010484474,0.0027215334,13.48
2016-08-09,CTD9,4171106,693183,0.123,0.0966,0.0838,0.0565,0.049,0.0373,0.0354,0.0302,0.0315,0.0093,0.0005,0.0215,0.0168,0.01248887,0.019313833,0.036751106,0.019724585,0.014879508,0.004476624,0.0044259382,0.0017315024,0.012403373,0.019516638,0.036863063,0.01920946,0.015503557,0.004332415,3.66
2016-08-09,CTD10,4170388,695646,0.1199,0.0915,0.0745,0.0488,0.0402,0.0324,0.0326,0.0281,0.0266,0.0084,0.0006,0.0167,0.0131,0.008200456,0.013219413,0.026664661,0.013814554,0.010340616,0.0031271046,0.0031077517,0.0012340308,0.008175398,0.013286386,0.026786368,0.013527304,0.010826535,0.0030404879,10.3
2016-08-09,CTD11,4169609,700351,0.1245,0.0924,0.0732,0.0491,0.0401,0.0323,0.0318,0.0273,0.0287,0.0093,0.0005,0.0185,0.0147,0.0127466405,0.01818193,0.029332206,0.014960781,0.010687087,0.0030868582,0.003021513,0.001184418,0.012677618,0.018335706,0.029216733,0.014742743,0.011137724,0.0029348328,9.11
2016-08-09,CTD12,4173438,695414,0.1192,0.0916,0.0733,0.0462,0.0387,0.0309,0.0297,0.0263,0.0256,0.0077,0.0005,0.0151,0.0121,0.009594027,0.015367705,0.029283462,0.013396436,0.009623213,0.0027880655,0.002748763,0.0010842842,0.009553588,0.0154765425,0.02933656,0.013182733,0.01008446,0.0026956727,9.51
