Date,Buoy,Chl
2018-12-11,CTD12,1.086
2018-12-11,CTD2,0.721
2018-12-11,CTD3,0.664
2018-12-11,CTD4,0.613
2018-12-11,CTD5,0.61
2018-12-11,CTD6,1.141
2018-12-11,CTD7,1.867
2018-12-11,CTD8,0.934
2018-12-11,CTD9,0.169
2018-12-19,CTD1,0.382
2018-12-19,CTD10,1.541
2018-12-19,CTD11,1.241
2018-12-19,CTD12,1.271
2018-12-19,CTD2,0.686
2018-12-19,CTD3,0.717
2018-12-19,CTD4,0.691
2018-12-19,CTD5,0.37
2018-12-19,CTD6,1.271
2018-12-19,CTD7,2.152
2018-12-19,CTD8,1.198
2018-12-19,CTD9,27.419
2018-12-26,CTD1,0.488
2018-12-26,CTD10,0.945
2018-12-26,CTD11,1.246
2018-12-26,CTD12,0.667
2018-12-26,CTD2,0.618
2018-12-26,CTD3,0.697
2018-12-26,CTD4,0.813
2018-12-26,CTD5,0.47
2018-12-26,CTD6,0.58
2018-12-26,CTD7,0.675
2018-12-26,CTD8,0.965
2018-12-26,CTD9,0.0
2019-01-03,CTD1,2.848
2019-01-03,CTD10,0.652
2019-01-03,CTD11,0.628
2019-01-03,CTD12,1.124
2019-01-03,CTD2,0.703
2019-01-03,CTD3,0.636
2019-01-03,CTD4,1.379
2019-01-03,CTD5,0.28
2019-01-03,CTD6,1.492
2019-01-03,CTD7,1.36
2019-01-03,CTD8,0.99
2019-01-03,CTD9,3.586
2019-01-09,CTD1,9.461
2019-01-09,CTD10,0.402
2019-01-09,CTD11,0.255
2019-01-09,CTD12,0.526
2019-01-09,CTD2,0.754
2019-01-09,CTD3,0.412
2019-01-09,CTD4,0.388
2019-01-09,CTD5,0.39
2019-01-09,CTD6,0.656
2019-01-09,CTD7,4.524
2019-01-09,CTD8,0.568
2019-01-09,CTD9,0.0
2019-01-17,CTD1,0.492
2019-01-17,CTD10,0.543
2019-01-17,CTD11,0.435
2019-01-17,CTD12,0.594
2019-01-17,CTD2,0.559
2019-01-17,CTD3,0.516
2019-01-17,CTD4,0.584
2019-01-17,CTD5,1.32
2019-01-17,CTD6,0.595
2019-01-17,CTD7,0.623
2019-01-17,CTD8,0.993
2019-01-17,CTD9,0.359
2019-01-25,CTD1,0.512
2019-01-25,CTD10,0.891
2019-01-25,CTD11,1.317
2019-01-25,CTD12,0.794
2019-01-25,CTD2,0.671
2019-01-25,CTD3,0.59
2019-01-25,CTD4,1.032
2019-01-25,CTD5,0.3
2019-01-25,CTD6,0.771
2019-01-25,CTD7,1.532
2019-01-25,CTD8,0.801
2019-01-25,CTD9,0.48
2019-02-06,CTD1,0.52
2019-02-06,CTD10,3.135
2019-02-06,CTD11,3.006
2019-02-06,CTD12,2.465
2019-02-06,CTD2,1.956
2019-02-06,CTD3,0.998
2019-02-06,CTD4,1.141
2019-02-06,CTD5,0.19
2019-02-06,CTD6,1.847
2019-02-06,CTD7,1.504
2019-02-06,CTD8,5.682
2019-02-06,CTD9,4.311
2019-02-12,CTD1,52.362
2019-02-12,CTD10,1.103
2019-02-12,CTD11,3.176
2019-02-12,CTD12,1.203
2019-02-12,CTD2,1.351
2019-02-12,CTD3,1.011
2019-02-12,CTD4,0.688
2019-02-12,CTD5,0.6
2019-02-12,CTD6,0.817
2019-02-12,CTD7,1.357
2019-02-12,CTD8,3.067
2019-02-12,CTD9,4.133
2019-02-20,CTD1,7.608
2019-02-20,CTD10,1.05
2019-02-20,CTD11,0.659
2019-02-20,CTD12,1.548
2019-02-20,CTD2,1.486
2019-02-20,CTD3,0.999
2019-02-20,CTD4,0.574
2019-02-20,CTD5,0.17
2019-02-20,CTD6,0.848
2019-02-20,CTD7,2.718
2019-02-20,CTD8,0.883
2019-02-20,CTD9,0.178
2019-02-26,CTD1,7.456
2019-02-26,CTD10,0.881
2019-02-26,CTD11,1.189
2019-02-26,CTD12,1.025
2019-02-26,CTD2,1.078
2019-02-26,CTD3,0.746
