Date,Buoy,Latitude,Longitude,rtoa_B1,rtoa_B2,rtoa_B3,rtoa_B4,rtoa_B5,rtoa_B6,rtoa_B7,rtoa_B8,rtoa_B8A,rtoa_B9,rtoa_B10,rtoa_B11,rtoa_B12,Chl
2016-08-09,CTD1,4187246,695025,0.1166,0.0879,0.0709,0.0432,0.0365,0.0259,0.024,0.0208,0.0191,0.0065,0.0005,0.0093,0.0073,6.89
2016-08-09,CTD2,4181518,693105,0.1218,0.0935,0.0708,0.049,0.0419,0.0343,0.033,0.0296,0.0285,0.0088,0.0007,0.0176,0.0144,5.08
2016-08-09,CTD3,4181698,695238,0.1208,0.0931,0.07,0.0485,0.0415,0.0347,0.0328,0.0299,0.0284,0.0088,0.0007,0.0186,0.0148,4.04
2016-08-09,CTD4,4180266,698264,0.1283,0.1005,0.0775,0.0557,0.0478,0.0398,0.0384,0.036,0.0326,0.0107,0.0005,0.0195,0.0155,3.96
2016-08-09,CTD5,4179450,700268,0.1245,0.0992,0.0755,0.0413,0.0354,0.032,0.0305,0.0278,0.0266,0.0082,0.0007,0.0174,0.0148,0.135
2016-08-09,CTD6,4176009,695829,0.1171,0.0879,0.0648,0.0413,0.0347,0.0278,0.0262,0.0235,0.022,0.007,0.0006,0.0125,0.0096,4.23
2016-08-09,CTD7,4176724,690397,0.1216,0.0946,0.0752,0.0517,0.0449,0.0353,0.0343,0.0306,0.0288,0.0088,0.0007,0.0184,0.0147,5.94
2016-08-09,CTD8,4174178,693048,0.1178,0.0899,0.07,0.0425,0.0359,0.0277,0.0255,0.0232,0.0213,0.0069,0.0005,0.0123,0.0089,6.3
2016-08-09,CTD9,4171106,693183,0.1233,0.0983,0.0842,0.059,0.0497,0.0377,0.0359,0.0324,0.0309,0.0093,0.0005,0.0213,0.0163,
2016-08-09,CTD10,4170388,695646,0.1206,0.0925,0.0741,0.0488,0.0411,0.0333,0.0329,0.0283,0.0273,0.0084,0.0006,0.0167,0.0138,4.72
2016-08-09,CTD11,4169609,700351,0.1245,0.0925,0.0728,0.0489,0.043,0.0354,0.0355,0.0274,0.0314,0.0093,0.0005,0.0202,0.0175,3.95
2016-08-09,CTD12,4173438,695414,0.1192,0.0917,0.0715,0.0456,0.0386,0.0309,0.0292,0.0262,0.0252,0.0077,0.0006,0.015,0.0125,4.48
2016-09-08,CTD1,4187246,695025,0.1222,0.0924,0.0745,0.0498,0.0428,0.0348,0.0343,0.0289,0.029,0.0086,0.0007,0.017,0.0124,4.95
2016-09-08,CTD2,4181518,693105,0.1193,0.0889,0.0689,0.0435,0.0371,0.0301,0.0289,0.0242,0.0244,0.0078,0.0007,0.0123,0.009,4.29
2016-09-08,CTD3,4181698,695238,0.1178,0.0865,0.0661,0.0406,0.0346,0.0275,0.0261,0.0215,0.0218,0.0072,0.0005,0.0099,0.0072,3.92
2016-09-08,CTD4,4180266,698264,0.1196,0.0895,0.0668,0.044,0.0375,0.0311,0.0301,0.0256,0.0254,0.0075,0.0005,0.0142,0.0107,4.15
2016-09-08,CTD5,4179450,700268,0.1238,0.095,0.0721,0.0403,0.0353,0.0322,0.0307,0.0267,0.0268,0.0081,0.0006,0.016,0.012,0.1399999999999999
2016-09-08,CTD6,4176009,695829,0.1166,0.0862,0.0644,0.04,0.0337,0.0272,0.0251,0.021,0.0211,0.0072,0.0005,0.0095,0.007,4.35
2016-09-08,CTD7,4176724,690397,0.1202,0.0895,0.0703,0.0444,0.0377,0.0308,0.0298,0.0244,0.0248,0.0074,0.0006,0.0119,0.0083,4.69
2016-09-08,CTD9,4171106,693183,0.121,0.0933,0.0792,0.0541,0.0467,0.0355,0.0347,0.0297,0.0297,0.0084,0.0005,0.0174,0.0126,
2016-09-08,CTD10,4170388,695646,0.1201,0.0914,0.0751,0.049,0.0424,0.0322,0.0314,0.0262,0.0258,0.0083,0.0005,0.0139,0.0101,5.38
2016-09-08,CTD11,4169609,700351,0.1194,0.0905,0.0721,0.0469,0.0402,0.033,0.0317,0.0269,0.0276,0.0085,0.0006,0.0159,0.0116,6.33
2016-09-08,CTD12,4173438,695414,0.1191,0.0888,0.0687,0.0447,0.0377,0.0305,0.029,0.0241,0.0244,0.0078,0.0006,0.0125,0.0095,4.19
2017-06-30,CTD1,4187246,695025,0.1269,0.1037,0.0838,0.0483,0.039,0.032,0.0306,0.0285,0.0254,0.0102,0.0011,0.0166,0.0121,3.878
2017-06-30,CTD2,4181518,693105,0.1399,0.12,0.1002,0.0709,0.0638,0.0594,0.0587,0.0569,0.0536,0.0197,0.0011,0.0439,0.0355,2.0475
2017-06-30,CTD3,4181698,695238,0.1405,0.1194,0.0961,0.0713,0.0654,0.0623,0.0622,0.0601,0.0585,0.021,0.001,0.047,0.039,1.237
2017-06-30,CTD4,4180266,698264,0.1411,0.12,0.0984,0.0707,0.0647,0.0602,0.0595,0.0569,0.0562,0.02,0.0009,0.0447,0.0366,1.9355
2017-06-30,CTD5,4179450,700268,0.1329,0.1121,0.0889,0.0554,0.0511,0.0465,0.0448,0.0457,0.0414,0.0149,0.0008,0.0321,0.0257,0.656
2017-06-30,CTD6,4176009,695829,0.1479,0.1263,0.1068,0.0807,0.0747,0.0705,0.0707,0.0667,0.0675,0.0239,0.0008,0.0552,0.0456,2.48
2017-06-30,CTD7,4176724,690397,0.1519,0.1358,0.1209,0.086,0.0778,0.0721,0.0724,0.0683,0.0672,0.0243,0.001,0.0549,0.0452,3.7115
2017-06-30,CTD8,4174178,693048,0.1502,0.1313,0.1128,0.0833,0.0768,0.0723,0.0732,0.0688,0.0687,0.0245,0.001,0.0571,0.0471,2.365
2017-06-30,CTD9,4171106,693183,0.155,0.1406,0.1277,0.1012,0.0887,0.0762,0.0759,0.0719,0.0705,0.0246,0.001,0.0584,0.0477,5.455
2017-06-30,CTD10,4170388,695646,0.1498,0.1287,0.1061,0.0824,0.077,0.0733,0.0733,0.0692,0.07,0.0245,0.0009,0.0577,0.0477,1.7000000000000002
2017-06-30,CTD11,4169609,700351,0.1653,0.1398,0.12,0.1001,0.0959,0.0929,0.0952,0.0838,0.0929,0.0326,0.0012,0.0776,0.0664,1.4265
2017-06-30,CTD12,4173438,695414,0.1496,0.1297,0.1105,0.0839,0.0776,0.0726,0.0734,0.0688,0.0695,0.0244,0.0009,0.0576,0.0482,2.3795
2018-02-20,CTD1,4187246,695025,0.1509,0.1164,0.0954,0.0749,0.0762,0.0789,0.0853,0.0733,0.0885,0.0411,0.0142,0.0865,0.0899,2.406
2018-02-20,CTD2,4181518,693105,0.1416,0.1113,0.0892,0.0594,0.0561,0.0563,0.0582,0.0539,0.0557,0.0259,0.0109,0.0526,0.0482,1.908
2018-02-20,CTD3,4181698,695238,0.1309,0.0983,0.0747,0.04,0.0344,0.03,0.0276,0.0245,0.0225,0.0088,0.0035,0.0134,0.0081,2.13
2018-02-20,CTD4,4180266,698264,0.1226,0.0896,0.0665,0.0318,0.0259,0.0209,0.0189,0.0151,0.0143,0.0055,0.0007,0.0035,0.0022,2.0745
2018-02-20,CTD5,4179450,700268,0.1267,0.097,0.0707,0.0275,0.0213,0.0181,0.016,0.0126,0.0112,0.005,0.0007,0.0027,0.0019,1.009
2018-02-20,CTD6,4176009,695829,0.1225,0.0897,0.0677,0.0327,0.0265,0.0208,0.0187,0.0148,0.0142,0.0054,0.0006,0.0036,0.0021,2.4080000000000004
2018-02-20,CTD7,4176724,690397,0.1282,0.0958,0.0754,0.0395,0.0342,0.0303,0.0292,0.0238,0.0244,0.0093,0.0027,0.0148,0.0111,2.409
