Date,Buoy,Latitude,Longitude,rhow_B1,rhow_B2,rhow_B3,rhow_B4,rhow_B5,rhow_B6,rhow_B7,rhow_B8A,Chl,dif_norm_rhow_B2_B3,dif_inv_rhow_B2_B3,dif_norm_rhow_B2_B4,dif_inv_rhow_B2_B4,dif_norm_rhow_B2_B5,dif_inv_rhow_B2_B5,dif_norm_rhow_B3_B4,dif_inv_rhow_B3_B4,dif_norm_rhow_B3_B5,dif_inv_rhow_B3_B5,dif_norm_rhow_B4_B5,dif_inv_rhow_B4_B5,dall_gitelson_rhow_B2_B3_B4,dall_gitelson_rhow_B2_B3_B5,dall_gitelson_rhow_B2_B4_B3,dall_gitelson_rhow_B2_B4_B5,dall_gitelson_rhow_B2_B5_B3,dall_gitelson_rhow_B2_B5_B4,dall_gitelson_rhow_B3_B4_B2,dall_gitelson_rhow_B3_B4_B5,dall_gitelson_rhow_B3_B5_B2,dall_gitelson_rhow_B3_B5_B4,dall_gitelson_rhow_B4_B5_B2,dall_gitelson_rhow_B4_B5_B3,dif_norm_4_bands_rhow_B2_B3_B4_B5,dif_norm_4_bands_rhow_B2_B4_B3_B5,dif_norm_4_bands_rhow_B2_B5_B3_B4,dif_norm_4_bands_rhow_B3_B4_B2_B5,dif_norm_4_bands_rhow_B3_B5_B2_B4,dif_norm_4_bands_rhow_B4_B5_B2_B3,dif_rel_4bands_rhow_B2_B3_B4_B5,dif_rel_4bands_rhow_B2_B3_B5_B4,dif_rel_4bands_rhow_B2_B4_B3_B5,dif_rel_4bands_rhow_B2_B4_B5_B3,dif_rel_4bands_rhow_B2_B5_B3_B4,dif_rel_4bands_rhow_B2_B5_B4_B3,dif_rel_4bands_rhow_B3_B2_B4_B5,dif_rel_4bands_rhow_B3_B2_B5_B4,dif_rel_4bands_rhow_B3_B4_B5_B2,dif_rel_4bands_rhow_B3_B5_B4_B2,dif_rel_4bands_rhow_B4_B2_B5_B3,dif_rel_4bands_rhow_B4_B3_B5_B2,sum_norm_3bands_rhow_B2_B4_B3,sum_norm_3bands_rhow_B3_B5_B4
2016-08-09,CTD1,4187246,695025,0.00548488,0.014068826,0.038568657,0.018638626,0.018126449,0.005038069,0.0049259397,0.0018441271,6.89,-0.465,45.151,-0.14,17.427,-0.126,15.911,0.348,-27.724,0.361,-29.24,0.014,-1.516,0.842,0.818,0.672,0.316,0.614,0.297,-0.39,-0.503,-0.411,-0.545,-0.021,-0.058,-0.666,-0.081,-0.071,0.619,0.625,0.01,-0.663,-0.608,-1.373,0.285,-1.293,0.293,1.713,1.769,0.781,0.803,0.855,-0.805,0.621,0.991
2016-08-09,CTD2,4181518,693105,0.007742479,0.012539335,0.02057884,0.010966365,0.010584949,0.003443368,0.0033984997,0.0013566196,5.08,-0.243,31.155,0.067,-11.439,0.085,-14.725,0.305,-42.594,0.321,-45.88,0.018,-3.286,0.342,0.33,-0.235,-0.121,-0.303,-0.161,-0.534,-0.451,-0.575,-0.503,-0.041,-0.068,-0.373,0.05,0.062,0.416,0.425,0.012,-0.427,-0.356,-0.801,0.629,-0.692,0.652,0.605,0.676,1.032,1.07,0.36,-0.311,0.71,0.988
2016-08-09,CTD3,4181698,695238,0.013700734,0.01917735,0.028220039,0.012217348,0.0123006515,0.0037960047,0.0037253227,0.0014636529,4.04,-0.191,16.709,0.222,-29.706,0.218,-29.152,0.396,-46.415,0.393,-45.861,-0.003,0.554,0.204,0.206,-0.838,-0.365,-0.823,-0.356,-0.89,-0.571,-0.879,-0.56,0.011,0.016,-0.369,0.172,0.17,0.508,0.507,-0.002,-0.314,-0.327,-0.725,1.134,-0.751,1.126,0.478,0.465,1.668,1.657,0.201,-0.208,0.662,1.002
2016-08-09,CTD4,4180266,698264,0.0040911026,0.006785014,0.015658265,0.009603352,0.0144297965,0.005026113,0.005055509,0.0019813834,3.96,-0.395,83.52,-0.172,43.253,-0.36,78.083,0.24,-40.266,0.041,-5.437,-0.201,34.829,0.802,1.205,0.677,0.624,1.223,0.75,-0.273,-0.581,-0.037,-0.052,0.236,0.545,-0.369,-0.094,-0.303,0.285,0.075,-0.215,-0.232,-1.069,-0.379,-0.215,-1.16,-0.143,1.642,0.805,-0.496,-0.33,0.494,-1.513,0.73,1.191
2016-08-09,CTD5,4179450,700268,0.006887885,0.014554088,0.015317905,0.0018822977,0.0011069719,0.00028002332,0.0002693766,0.000105653155,0.135,-0.026,3.426,0.771,-462.556,0.859,-834.656,0.781,-465.983,0.865,-838.082,0.259,-372.1,0.006,0.004,-7.085,-0.512,-12.785,-1.571,-6.782,-0.516,-12.198,-1.578,-5.416,-5.7,-0.256,0.771,0.782,0.858,0.865,0.026,-0.75,0.362,-6.106,7.66,5.01,13.025,-0.648,0.464,8.062,13.708,0.057,0.047,0.55,0.955
2016-08-09,CTD6,4176009,695829,0.007210639,0.013782662,0.024519771,0.009232115,0.007959064,0.0023268962,0.0022867022,0.000907675,4.23,-0.28,31.772,0.198,-35.763,0.268,-53.088,0.453,-67.534,0.51,-84.859,0.074,-17.325,0.293,0.253,-0.877,-0.285,-1.302,-0.49,-0.931,-0.538,-1.17,-0.783,-0.239,-0.425,-0.625,0.14,0.173,0.703,0.72,0.033,-0.598,-0.3,-1.588,1.168,-0.924,1.355,0.619,0.917,2.078,2.411,0.345,-0.201,0.601,0.962
2016-08-09,CTD7,4176724,690397,0.01777906,0.026177911,0.04268131,0.01965066,0.019480065,0.0059345476,0.0057872445,0.0022389037,5.94,-0.24,14.771,0.142,-12.689,0.147,-13.134,0.369,-27.459,0.373,-27.905,0.004,-0.446,0.29,0.288,-0.542,-0.247,-0.561,-0.258,-0.719,-0.535,-0.73,-0.548,-0.012,-0.019,-0.422,0.105,0.107,0.504,0.506,0.002,-0.395,-0.378,-0.859,0.876,-0.828,0.883,0.622,0.639,1.428,1.44,0.294,-0.284,0.666,0.997
2016-08-09,CTD8,4174178,693048,0.012984775,0.022541858,0.039593555,0.0155253755,0.0137127405,0.0039096368,0.0038120437,0.0014751791,6.3,-0.274,19.105,0.184,-20.049,0.244,-28.563,0.437,-39.154,0.486,-47.668,0.062,-8.514,0.297,0.262,-0.794,-0.275,-1.131,-0.443,-0.883,-0.537,-1.075,-0.74,-0.192,-0.337,-0.583,0.132,0.16,0.664,0.68,0.029,-0.563,-0.314,-1.435,1.106,-0.906,1.252,0.624,0.873,1.942,2.199,0.342,-0.216,0.613,0.967
2016-08-09,CTD9,4171106,693183,0.0035206291,0.012621457,0.045291834,0.02219395,0.018030316,0.004520993,0.0043694563,0.0016078596,,-0.564,57.151,-0.275,34.173,-0.176,23.768,0.342,-22.978,0.431,-33.383,0.104,-10.405,1.268,1.03,1.548,0.616,1.076,0.528,-0.29,-0.414,-0.421,-0.741,-0.131,-0.471,-0.812,-0.151,-0.08,0.754,0.783,0.072,-0.952,-0.534,-1.943,0.171,-1.341,0.21,2.358,2.776,0.612,0.754,1.36,-0.939,0.601,0.938
2016-08-09,CTD10,4170388,695646,0.012511696,0.020498855,0.03679708,0.018572835,0.017491495,0.0052627916,0.0051411605,0.0019936734,4.72,-0.284,21.607,0.049,-5.059,0.079,-8.387,0.329,-26.666,0.356,-29.995,0.03,-3.329,0.401,0.378,-0.186,-0.088,-0.309,-0.156,-0.547,-0.466,-0.615,-0.557,-0.068,-0.122,-0.452,0.035,0.054,0.48,0.494,0.019,-0.505,-0.385,-1.0,0.628,-0.809,0.667,0.733,0.853,1.128,1.198,0.431,-0.349,0.682,0.98
2016-08-09,CTD11,4169609,700351,0.005541958,0.0131924,0.033155058,0.014334279,0.014070129,0.0038181085,0.00374545,0.0014058381,3.95,-0.431,45.64,-0.041,6.038,-0.032,4.729,0.396,-39.602,0.404,-40.911,0.009,-1.31,0.654,0.642,0.2,0.085,0.157,0.068,-0.522,-0.557,-0.54,-0.586,-0.017,-0.043,-0.703,-0.024,-0.018,0.69,0.693,0.006,-0.621,-0.584,-1.436,0.496,-1.375,0.505,1.494,1.532,1.246,1.27,0.662,-0.634,0.594,0.994
2016-08-09,CTD12,4173438,695414,0.009684341,0.019127056,0.03607479,0.012677302,0.010512082,0.002897272,0.0028239845,0.0010946572,4.48,-0.307,24.562,0.203,-26.599,0.291,-42.847,0.48,-51.161,0.549,-67.408,0.093,-16.247,0.311,0.258,-0.96,-0.28,-1.546,-0.543,-0.979,-0.538,-1.289,-0.855,-0.311,-0.586,-0.731,0.138,0.177,0.789,0.804,0.039,-0.676,-0.299,-1.923,1.217,-1.026,1.468,0.68,1.057,2.296,2.769,0.371,-0.198,0.576,0.956
2016-09-08,CTD1,4187246,695025,0.003181232,0.010131392,0.034762554,0.020108024,0.017737297,0.004910323,0.0047717467,0.0017849209,4.95,-0.549,69.937,-0.33,48.972,-0.273,42.325,0.267,-20.965,0.324,-27.612,0.063,-6.647,1.406,1.24,1.702,0.869,1.471,0.851,-0.212,-0.372,-0.28,-0.555,-0.067,-0.231,-0.651,-0.19,-0.139,0.526,0.563,0.053,-0.842,-0.591,-1.456,-0.006,-1.158,-0.007,2.298,2.549,-0.022,-0.025,1.474,-1.172,0.674,0.957
2016-09-08,CTD2,4181518,693105,0.004886458,0.0110733835,0.024496019,0.010899341,0.009379546,0.002710612,0.002655605,0.0010318822,4.29,-0.377,49.484,0.008,-1.442,0.083,-16.308,0.384,-50.926,0.446,-65.792,0.075,-14.866,0.539,0.464,-0.035,-0.014,-0.399,-0.178,-0.564,-0.478,-0.729,-0.717,-0.165,-0.364,-0.662,0.005,0.048,0.665,0.688,0.043,-0.71,-0.409,-1.596,0.633,-1.067,0.736,1.05,1.352,1.4,1.627,0.601,-0.402,0.618,0.957
2016-09-08,CTD3,4181698,695238,0.0006692186,0.0019136698,0.00643525,0.003139336,0.0019657393,0.0005101925,0.0004884427,0.00019770909,3.92,-0.542,367.162,-0.243,204.017,-0.013,13.842,0.344,-163.145,0.532,-353.32,0.23,-190.176,1.153,0.722,1.313,0.401,0.089,0.043,-0.312,-0.321,-0.676,-1.109,-0.364,-1.224,-0.886,-0.146,-0.005,0.85,0.885,0.141,-1.3,-0.329,-2.664,0.304,-1.076,0.486,1.766,2.737,1.023,1.633,1.335,-0.539,0.605,0.877
