Date,Buoy,Latitude,Longitude,rhown_B1,rhown_B2,rhown_B3,rhown_B4,rhown_B5,rhown_B6,Chl,dif_norm_rhown_B2_B3,dif_inv_rhown_B2_B3,dif_norm_rhown_B2_B4,dif_inv_rhown_B2_B4,dif_norm_rhown_B2_B5,dif_inv_rhown_B2_B5,dif_norm_rhown_B3_B4,dif_inv_rhown_B3_B4,dif_norm_rhown_B3_B5,dif_inv_rhown_B3_B5,dif_norm_rhown_B4_B5,dif_inv_rhown_B4_B5,dall_gitelson_rhown_B2_B3_B4,dall_gitelson_rhown_B2_B3_B5,dall_gitelson_rhown_B2_B4_B3,dall_gitelson_rhown_B2_B4_B5,dall_gitelson_rhown_B2_B5_B3,dall_gitelson_rhown_B2_B5_B4,dall_gitelson_rhown_B3_B4_B2,dall_gitelson_rhown_B3_B4_B5,dall_gitelson_rhown_B3_B5_B2,dall_gitelson_rhown_B3_B5_B4,dall_gitelson_rhown_B4_B5_B2,dall_gitelson_rhown_B4_B5_B3,dif_norm_4_bands_rhown_B2_B3_B4_B5,dif_norm_4_bands_rhown_B2_B4_B3_B5,dif_norm_4_bands_rhown_B2_B5_B3_B4,dif_norm_4_bands_rhown_B3_B4_B2_B5,dif_norm_4_bands_rhown_B3_B5_B2_B4,dif_norm_4_bands_rhown_B4_B5_B2_B3,dif_rel_4bands_rhown_B2_B3_B4_B5,dif_rel_4bands_rhown_B2_B3_B5_B4,dif_rel_4bands_rhown_B2_B4_B3_B5,dif_rel_4bands_rhown_B2_B4_B5_B3,dif_rel_4bands_rhown_B2_B5_B3_B4,dif_rel_4bands_rhown_B2_B5_B4_B3,dif_rel_4bands_rhown_B3_B2_B4_B5,dif_rel_4bands_rhown_B3_B2_B5_B4,dif_rel_4bands_rhown_B3_B4_B5_B2,dif_rel_4bands_rhown_B3_B5_B4_B2,dif_rel_4bands_rhown_B4_B2_B5_B3,dif_rel_4bands_rhown_B4_B3_B5_B2,sum_norm_3bands_rhown_B2_B4_B3,sum_norm_3bands_rhown_B3_B5_B4
2016-09-08,CTD10,4170388,695646,0.011324812,0.017220914,0.030431898,0.01668895,0.014187067,0.004257968,,-0.277,25.209,0.016,-1.851,0.097,-12.418,0.292,-27.06,0.364,-37.626,0.081,-10.567,0.421,0.358,-0.056,-0.026,-0.378,-0.207,-0.466,-0.384,-0.648,-0.628,-0.182,-0.322,-0.428,0.012,0.064,0.438,0.479,0.053,-0.61,-0.284,-1.113,0.566,-0.61,0.665,0.591,0.917,1.0,1.176,0.503,-0.275,0.712,0.947
2016-09-08,CTD11,4169609,700351,0.009003538,0.013746522,0.024089132,0.012429749,0.010028302,0.00288,,-0.273,31.233,0.05,-7.706,0.156,-26.972,0.319,-38.94,0.412,-58.205,0.107,-19.266,0.388,0.313,-0.186,-0.077,-0.65,-0.335,-0.535,-0.39,-0.8,-0.723,-0.265,-0.464,-0.461,0.039,0.102,0.49,0.537,0.063,-0.669,-0.236,-1.296,0.69,-0.567,0.855,0.513,0.946,1.209,1.498,0.488,-0.214,0.692,0.934
2016-09-08,CTD12,4173438,695414,0.009550841,0.014129398,0.02324992,0.012293703,0.009942886,0.00288,,-0.244,27.764,0.069,-10.568,0.174,-29.8,0.308,-38.332,0.401,-57.564,0.106,-19.232,0.341,0.276,-0.246,-0.105,-0.693,-0.366,-0.542,-0.381,-0.813,-0.708,-0.272,-0.447,-0.41,0.055,0.118,0.455,0.504,0.063,-0.629,-0.201,-1.189,0.722,-0.47,0.892,0.409,0.837,1.188,1.468,0.442,-0.175,0.707,0.934
2017-06-30,CTD1,4187246,695025,0.02412617,0.034037367,0.04442801,0.015591242,0.010611325,0.002497934,3.878,-0.132,6.871,0.372,-34.759,0.525,-64.859,0.48,-41.63,0.614,-71.731,0.19,-30.1,0.107,0.073,-1.544,-0.369,-2.882,-1.011,-1.417,-0.442,-2.442,-1.118,-1.025,-1.337,-0.397,0.335,0.39,0.646,0.681,0.063,-0.703,0.086,-2.004,1.944,0.358,2.857,-0.164,0.625,2.538,3.729,0.219,0.039,0.632,0.917
2017-06-30,CTD2,4181518,693105,0.017055215,0.026085949,0.033939864,0.009809087,0.006399033,0.0014623507,2.0585,-0.131,8.871,0.453,-63.611,0.606,-117.939,0.552,-72.482,0.683,-126.81,0.21,-54.327,0.087,0.057,-2.159,-0.407,-4.003,-1.157,-1.891,-0.464,-3.308,-1.244,-1.417,-1.844,-0.485,0.404,0.45,0.743,0.767,0.057,-0.764,0.116,-2.645,2.471,0.617,3.788,-0.232,0.649,3.215,4.928,0.187,0.044,0.598,0.922
2017-06-30,CTD3,4181698,695238,0.015113075,0.021547975,0.025462836,0.008128102,0.0055363104,0.0013549323,1.212,-0.083,7.135,0.452,-76.622,0.591,-134.218,0.516,-83.757,0.643,-141.353,0.19,-57.596,0.058,0.04,-1.951,-0.424,-3.418,-1.091,-1.805,-0.464,-3.046,-1.149,-1.241,-1.467,-0.287,0.433,0.477,0.64,0.671,0.055,-0.622,0.165,-1.948,2.434,0.759,3.573,-0.286,0.501,2.876,4.222,0.16,0.062,0.631,0.923
2017-06-30,CTD4,4180266,698264,0.016604733,0.025080591,0.030475993,0.010591399,0.007386292,0.0017016139,1.962,-0.097,7.059,0.406,-54.545,0.545,-95.514,0.484,-61.604,0.61,-102.573,0.178,-40.97,0.075,0.052,-1.662,-0.403,-2.911,-1.012,-1.545,-0.455,-2.573,-1.086,-1.028,-1.249,-0.3,0.383,0.431,0.612,0.647,0.058,-0.611,0.126,-1.758,2.126,0.518,3.048,-0.219,0.518,2.583,3.704,0.18,0.053,0.642,0.922
2017-06-30,CTD5,4179450,700268,0.020630436,0.029840393,0.035100292,0.007001064,0.0044958275,0.0010516907,0.77,-0.081,5.022,0.62,-109.324,0.738,-188.917,0.667,-114.346,0.773,-193.939,0.218,-79.593,0.035,0.023,-3.837,-0.492,-6.631,-1.323,-3.412,-0.514,-5.787,-1.358,-2.375,-2.794,-0.458,0.577,0.602,0.818,0.831,0.039,-0.707,0.208,-3.545,4.134,1.624,6.438,-0.381,0.534,4.863,7.573,0.107,0.049,0.567,0.94
2017-06-30,CTD6,4176009,695829,0.015869437,0.023938583,0.031866826,0.010504651,0.0071230726,0.0016976281,2.4805,-0.142,10.393,0.39,-53.422,0.541,-98.615,0.504,-63.815,0.635,-109.008,0.192,-45.193,0.109,0.074,-1.702,-0.381,-3.143,-1.036,-1.528,-0.455,-2.61,-1.145,-1.082,-1.44,-0.45,0.345,0.397,0.688,0.718,0.061,-0.724,0.073,-2.195,2.055,0.327,3.031,-0.144,0.653,2.736,4.035,0.215,0.032,0.617,0.92
2017-06-30,CTD7,4176724,690397,0.020635087,0.033118825,0.04711692,0.016012207,0.010251057,0.002240434,3.7215,-0.174,8.971,0.348,-32.258,0.527,-67.357,0.493,-41.229,0.643,-76.327,0.219,-35.099,0.144,0.092,-1.52,-0.331,-3.174,-1.079,-1.365,-0.423,-2.528,-1.222,-1.162,-1.654,-0.533,0.298,0.362,0.717,0.75,0.072,-0.859,0.063,-2.528,1.851,0.288,2.891,-0.139,0.782,2.633,4.113,0.266,0.03,0.612,0.909
2017-06-30,CTD8,4174178,693048,0.017390607,0.02675853,0.0360987,0.011591006,0.007753518,0.0018159745,2.4095,-0.149,9.669,0.396,-48.903,0.551,-91.602,0.514,-58.572,0.646,-101.272,0.198,-42.7,0.112,0.075,-1.765,-0.379,-3.307,-1.062,-1.567,-0.454,-2.71,-1.174,-1.143,-1.541,-0.483,0.346,0.399,0.71,0.739,0.061,-0.754,0.072,-2.347,2.094,0.337,3.13,-0.146,0.68,2.825,4.223,0.218,0.031,0.61,0.92
2017-06-30,CTD9,4171106,693183,0.026718184,0.04070176,0.05677342,0.031822685,0.022000514,0.004825889,5.455,-0.165,6.955,0.122,-6.855,0.298,-20.885,0.282,-13.81,0.441,-27.84,0.182,-14.029,0.221,0.153,-0.389,-0.151,-1.186,-0.665,-0.562,-0.304,-1.133,-0.886,-0.571,-0.796,-0.299,0.113,0.211,0.398,0.479,0.101,-0.73,0.026,-1.302,0.892,0.066,1.29,-0.052,0.704,1.244,1.799,0.394,0.02,0.744,0.889
