Date,Buoy,Latitude,Longitude,rhow_B1,rhow_B2,rhow_B3,rhow_B4,rhow_B5,rhow_B6,rhow_B7,rhow_B8A,Chl
2016-08-09,CTD1,4187246,695025,0.013098494,0.018965585,0.030212449,0.01591575,0.013508647,0.00387983,0.0038615814,0.0015665847,6.78
2016-08-09,CTD2,4181518,693105,0.01270739,0.017064305,0.023961265,0.014242263,0.01079197,0.0032746764,0.0032418235,0.0013556092,4.53
2016-08-09,CTD3,4181698,695238,0.011541875,0.015768364,0.020898227,0.012727876,0.009139376,0.0026897688,0.0026538882,0.0011012839,3.76
2016-08-09,CTD4,4180266,698264,0.012232205,0.016163472,0.020794677,0.01361722,0.010675067,0.0029217137,0.0029570088,0.0012071619,3.23
2016-08-09,CTD5,4179450,700268,0.016155478,0.023619534,0.027844686,0.0052009933,0.003387407,0.0008297391,0.000832062,0.00032840646,0.12
2016-08-09,CTD6,4176009,695829,0.010644523,0.014724901,0.020898227,0.011229972,0.007957409,0.0022787794,0.0022850684,0.0009541616,4.93
2016-08-09,CTD7,4176724,690397,0.012703064,0.018026946,0.027963018,0.016160632,0.013199067,0.003946072,0.003917308,0.0016129757,5.84
2016-08-09,CTD8,4174178,693048,0.011359334,0.016675513,0.025548164,0.01222232,0.009286434,0.0026033532,0.002582983,0.0010510597,6.09
2016-08-09,CTD9,4171106,693183,0.014405838,0.021559559,0.035027616,0.02114661,0.017063655,0.004783324,0.004834198,0.0019697186,6.2
2016-08-09,CTD10,4170388,695646,0.012565436,0.01820481,0.02827469,0.014299517,0.011351404,0.0032746764,0.003244722,0.0013287661,3.72
2016-08-09,CTD11,4169609,700351,0.01116089,0.015435169,0.023145948,0.012433882,0.010211863,0.0029320875,0.0028306686,0.001186737,3.51
2016-08-09,CTD12,4173438,695414,0.010999541,0.015940357,0.024367059,0.011966222,0.008973673,0.0025331874,0.0024985042,0.0010363222,3.99
2016-09-08,CTD1,4187246,695025,0.010146526,0.015129556,0.025767073,0.013449271,0.012210772,0.0035099436,0.0034651596,0.0014217999,4.91
2016-09-08,CTD2,4181518,693105,0.010547873,0.01530492,0.024552185,0.01206272,0.009918031,0.0028425949,0.002794361,0.001149137,3.95
2016-09-08,CTD3,4181698,695238,0.009128611,0.013253756,0.020870565,0.010812058,0.008530963,0.0024188482,0.0024041184,0.0009896859,3.56
2016-09-08,CTD4,4180266,698264,0.009718888,0.013901131,0.021225946,0.011328729,0.009033256,0.0026183217,0.00258872,0.0010730765,2.59
2016-09-08,CTD5,4179450,700268,0.009525127,0.014472677,0.019486949,0.0042087287,0.003123996,0.0007247137,0.00072542427,0.000282075,0.04
