Date,Buoy,Latitude,Longitude,rtoa_B1,rtoa_B2,rtoa_B3,rtoa_B4,rtoa_B5,rtoa_B6,rtoa_B7,rtoa_B8,rtoa_B8A,rtoa_B9,rtoa_B10,rtoa_B11,rtoa_B12,Chl
2016-08-09,CTD1,4187246,695025,0.1167,0.0877,0.0707,0.0433,0.0364,0.026,0.0241,0.0208,0.019,0.0066,0.0005,0.0093,0.0074,6.89
2016-08-09,CTD2,4181518,693105,0.1216,0.0935,0.0707,0.0489,0.0419,0.0343,0.033,0.0295,0.0283,0.0088,0.0007,0.0175,0.0144,
2016-08-09,CTD3,4181698,695238,0.1208,0.093,0.0697,0.0481,0.0413,0.0344,0.0328,0.0295,0.0282,0.0088,0.0006,0.0185,0.0148,
2016-08-09,CTD4,4180266,698264,0.1239,0.0948,0.0712,0.0497,0.0439,0.0367,0.0349,0.0309,0.0309,0.009,0.0005,0.019,0.0141,
2016-08-09,CTD5,4179450,700268,0.1242,0.0983,0.0747,0.0407,0.0348,0.0312,0.0295,0.027,0.0259,0.0081,0.0007,0.0168,0.0135,0.12
2016-08-09,CTD6,4176009,695829,0.117,0.0879,0.0648,0.0413,0.0345,0.0281,0.0263,0.0235,0.0219,0.007,0.0006,0.0125,0.0096,
2016-08-09,CTD7,4176724,690397,0.1215,0.0938,0.0744,0.0511,0.0442,0.0349,0.0334,0.0299,0.0283,0.0087,0.0007,0.018,0.014,
2016-08-09,CTD8,4174178,693048,0.1183,0.0903,0.0713,0.0438,0.037,0.0292,0.0272,0.0243,0.0227,0.007,0.0005,0.0128,0.0098,
2016-08-09,CTD9,4171106,693183,0.1233,0.098,0.0838,0.059,0.0505,0.0375,0.0362,0.0324,0.0311,0.0093,0.0006,0.0212,0.0166,
2016-08-09,CTD10,4170388,695646,0.1199,0.0927,0.0737,0.0485,0.041,0.0333,0.0321,0.0281,0.0268,0.0084,0.0006,0.0166,0.0135,
2016-08-09,CTD11,4169609,700351,0.1228,0.093,0.0726,0.0488,0.0425,0.0354,0.0349,0.0279,0.0309,0.0094,0.0005,0.0198,0.0166,
2016-08-09,CTD12,4173438,695414,0.1193,0.0917,0.0712,0.0454,0.0386,0.0313,0.0293,0.0263,0.0251,0.0077,0.0006,0.0152,0.0124,
2016-09-08,CTD1,4187246,695025,0.1221,0.092,0.0744,0.0492,0.0427,0.0347,0.0338,0.0287,0.029,0.0085,0.0007,0.0167,0.0124,4.95
2016-09-08,CTD2,4181518,693105,0.1193,0.0889,0.069,0.0437,0.0372,0.0303,0.029,0.0245,0.0245,0.0077,0.0007,0.0124,0.009,
2016-09-08,CTD3,4181698,695238,0.1178,0.087,0.0661,0.041,0.0347,0.028,0.0263,0.0218,0.0218,0.0072,0.0005,0.0101,0.0073,
2016-09-08,CTD4,4180266,698264,0.1196,0.0892,0.0669,0.0437,0.0373,0.031,0.0296,0.0253,0.0253,0.0077,0.0005,0.014,0.0106,
2016-09-08,CTD5,4179450,700268,0.1238,0.0951,0.0714,0.0404,0.0352,0.0322,0.0306,0.0267,0.0269,0.0083,0.0006,0.016,0.012,0.04
2016-09-08,CTD6,4176009,695829,0.1168,0.0862,0.0644,0.04,0.0336,0.0271,0.0252,0.0211,0.0209,0.0072,0.0005,0.0095,0.0069,
2016-09-08,CTD7,4176724,690397,0.1202,0.0893,0.0703,0.0444,0.0377,0.0306,0.0295,0.0243,0.0245,0.0074,0.0006,0.0117,0.0084,
2016-09-08,CTD9,4171106,693183,0.1211,0.093,0.0789,0.054,0.0468,0.0354,0.0347,0.0294,0.0297,0.0086,0.0005,0.0174,0.0127,
2016-09-08,CTD10,4170388,695646,0.1201,0.0914,0.0752,0.0491,0.0424,0.0324,0.0316,0.0262,0.026,0.0083,0.0005,0.0139,0.0102,
2016-09-08,CTD11,4169609,700351,0.1195,0.0904,0.0721,0.0469,0.0402,0.0331,0.0319,0.0268,0.0278,0.0086,0.0006,0.016,0.0116,
2016-09-08,CTD12,4173438,695414,0.1191,0.089,0.0689,0.0445,0.0378,0.0305,0.0292,0.0243,0.0244,0.0078,0.0006,0.0125,0.0095,
2017-06-30,CTD1,4187246,695025,0.1268,0.1035,0.0836,0.0479,0.039,0.032,0.0307,0.0285,0.0254,0.01,0.001,0.0166,0.0121,3.878
2017-06-30,CTD2,4181518,693105,0.1399,0.1199,0.1001,0.0709,0.0639,0.0594,0.059,0.0572,0.0541,0.0191,0.0011,0.044,0.0355,2.0585
2017-06-30,CTD3,4181698,695238,0.1405,0.1187,0.0953,0.0707,0.0653,0.0618,0.0611,0.0596,0.0577,0.02,0.001,0.0469,0.0381,1.212
2017-06-30,CTD4,4180266,698264,0.1412,0.1206,0.0995,0.0729,0.0655,0.061,0.0605,0.0573,0.0559,0.02,0.0009,0.0456,0.0369,1.962
2017-06-30,CTD5,4179450,700268,0.1336,0.1119,0.0884,0.0543,0.049,0.0455,0.0447,0.0441,0.0397,0.0151,0.0009,0.0313,0.0245,0.77
2017-06-30,CTD6,4176009,695829,0.1476,0.1268,0.1068,0.0813,0.0749,0.0705,0.0707,0.0671,0.0674,0.0238,0.0009,0.0552,0.0455,2.4805
2017-06-30,CTD7,4176724,690397,0.1519,0.1358,0.1213,0.0865,0.0786,0.0721,0.0724,0.0688,0.0675,0.0243,0.001,0.055,0.0455,3.7215
2017-06-30,CTD8,4174178,693048,0.1502,0.1315,0.1128,0.0835,0.0772,0.0726,0.0734,0.069,0.069,0.0245,0.001,0.0573,0.0475,2.4095
