Date,Buoy,Latitude,Longitude,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_9,Band_10,Band_11,Band_12,Band_13,Band_14,Band_15,Band_16,Band_17,Band_18,Band_19,Band_20,Band_21,Band_22,Band_23,Band_24,Band_25,Band_26,Band_27,Band_28,Band_29,Band_30,Band_31,Band_32,Band_33
2016-08-09,CTD1,4187246,695025,0.1166,0.088,0.0713,0.0427,0.0373,0.0259,0.024,0.0213,0.0194,0.0065,0.0005,0.0092,0.0075,0.011307813,0.017969118,0.034428872,0.01698891,0.012539909,0.0036974149,0.0036482834,0.0014348704,0.011234064,0.018133275,0.034468252,0.016595101,0.013079599,0.0035755902,0.41793156,0.65463585,0.3711333,3.4991176,3.1904988,0.0
2016-08-09,CTD2,4181518,693105,0.1218,0.0926,0.0705,0.0474,0.0417,0.0341,0.0324,0.0287,0.028,0.0088,0.0007,0.0175,0.0145,0.008004437,0.01159237,0.020032745,0.01102135,0.00828079,0.0025447959,0.002516696,0.0009985595,0.0080195805,0.011638663,0.020011267,0.010844853,0.0086765,0.0024619063,0.33446836,0.69410974,0.25497386,2.4262593,2.4293625,0.0
2016-08-09,CTD3,4181698,695238,0.1208,0.0931,0.0698,0.0482,0.0416,0.0344,0.0333,0.03,0.0293,0.0088,0.0007,0.0188,0.0145,0.0066049104,0.010402294,0.020110957,0.011028249,0.0087221,0.0027092285,0.002704002,0.0010711503,0.0066109016,0.010425748,0.020093167,0.010827807,0.009147521,0.002637746,0.34522784,0.7869816,0.32192105,2.3750162,2.267533,0.0
2016-08-09,CTD4,4180266,698264,0.1283,0.0901,0.0666,0.043,0.042,0.0314,0.0309,0.0277,0.0273,0.0107,0.0005,0.0195,0.0145,0.008539009,0.010796283,0.015540763,0.008974891,0.007396591,0.0024533607,0.0024704451,0.0010289801,0.008589972,0.010880876,0.015308044,0.008855747,0.007716121,0.0023626524,0.14342621,0.99775726,0.14774992,3.0750751,1.9714289,0.0
2016-08-09,CTD5,4179450,700268,0.1245,0.1004,0.0771,0.0413,0.0339,0.032,0.0293,0.0262,0.0264,0.0082,0.0007,0.0167,0.0137,0.011660724,0.019738011,0.027997961,0.0048873625,0.0029933185,0.0008033009,0.0007804375,0.00031274938,0.011651613,0.019876305,0.027931532,0.0048476057,0.003220561,0.0007936864,0.11941352,0.070683934,0.24994719,1.4892453,0.25781158,0.0
2016-08-09,CTD6,4176009,695829,0.1171,0.0881,0.0651,0.0413,0.0349,0.028,0.0259,0.0243,0.0221,0.007,0.0006,0.0129,0.0096,0.008728256,0.01312852,0.023303784,0.010997228,0.007855099,0.0022900982,0.002249018,0.0008909757,0.008732,0.013189688,0.023285594,0.01088243,0.008250715,0.0022059307,0.2539348,0.596794,0.29223558,2.5830984,1.7109174,0.0
2016-08-09,CTD7,4176724,690397,0.1219,0.0953,0.0755,0.0527,0.0456,0.0357,0.0359,0.0315,0.0306,0.0088,0.0007,0.0193,0.0155,0.009490996,0.014346379,0.027014345,0.014752869,0.011038794,0.0033040885,0.0032684698,0.0012929076,0.009463251,0.014429287,0.027091311,0.01444761,0.011514215,0.0031956136,0.37259644,0.7421746,0.32956702,3.1178598,3.000497,0.0
2016-08-09,CTD8,4174178,693048,0.1178,0.0891,0.0695,0.0414,0.0359,0.0272,0.0245,0.0225,0.0224,0.0069,0.0005,0.0117,0.0085,0.011349454,0.017084971,0.030805638,0.014012694,0.009857922,0.0027962578,0.0027395575,0.001074012,0.011305991,0.017206708,0.030812684,0.0138373505,0.010311555,0.0026788744,0.29216945,0.50850844,0.349496,3.0485702,2.080507,0.0
2016-08-09,CTD9,4171106,693183,0.123,0.0984,0.0846,0.0574,0.0497,0.0373,0.0354,0.0313,0.0315,0.0093,0.0005,0.0215,0.0162,0.012887651,0.019614693,0.038908083,0.020383308,0.015258424,0.0045438446,0.00447989,0.0017464709,0.012790599,0.019829134,0.03901237,0.019856324,0.015883295,0.004385973,0.47174186,0.78014416,0.39110714,5.174117,3.3199544,0.0
2016-08-09,CTD10,4170388,695646,0.1199,0.0925,0.0743,0.0492,0.0411,0.0326,0.033,0.0283,0.0267,0.0084,0.0006,0.0167,0.0137,0.008215142,0.013139853,0.026191412,0.0135051105,0.010057968,0.0030901958,0.0030795357,0.0012280812,0.00818507,0.013205121,0.026302509,0.013234393,0.010539183,0.0030089053,0.43304616,0.6822312,0.45457062,2.5611877,3.1686301,0.0
