Date,Buoy,Latitude,Longitude,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_9,Band_10,Band_11,Band_12,Band_13,Band_14,Band_15,Band_16,Band_17,Band_18,Band_19,Band_20,Band_21,Band_22,Band_23,Band_24,Band_25,Band_26,Band_27,Band_28,Band_29,Band_30,Band_31,Band_32,Band_33
2016-08-09,CTD1,4187246,695025,0.1167,0.0877,0.0707,0.0433,0.0364,0.026,0.0241,0.0208,0.019,0.0066,0.0005,0.0093,0.0074,0.013098494,0.018965585,0.030212449,0.01591575,0.013508647,0.00387983,0.0038615814,0.0015665847,0.012963163,0.018831134,0.030299902,0.01587101,0.013168427,0.0038352578,0.3271354,0.3602479,0.7972742,5.2623825,4.088925,-8e-45
2016-08-09,CTD2,4181518,693105,0.1216,0.0935,0.0707,0.0489,0.0419,0.0343,0.033,0.0295,0.0283,0.0088,0.0007,0.0175,0.0144,0.01270739,0.017064305,0.023961265,0.014242263,0.01079197,0.0032746764,0.0032418235,0.0013556092,0.012636714,0.01710279,0.02370993,0.014119181,0.011034428,0.0030900273,0.068732046,0.51721895,0.5506569,4.035182,4.1236205,-8e-45
2016-08-09,CTD3,4181698,695238,0.1208,0.093,0.0697,0.0481,0.0413,0.0344,0.0328,0.0295,0.0282,0.0088,0.0006,0.0185,0.0148,0.011541875,0.015768364,0.020898227,0.012727876,0.009139376,0.0026897688,0.0026538882,0.0011012839,0.011539778,0.01596327,0.020474875,0.012670596,0.009556062,0.0025119088,0.0064080297,0.44372374,0.50588286,2.799694,3.6860592,-8e-45
2016-08-09,CTD4,4180266,698264,0.1239,0.0948,0.0712,0.0497,0.0439,0.0367,0.0349,0.0309,0.0309,0.009,0.0005,0.019,0.0141,0.012232205,0.016163472,0.020794677,0.01361722,0.010675067,0.0029217137,0.0029570088,0.0012071619,0.012189769,0.016238127,0.020232417,0.013742971,0.0106596295,0.0027647547,0.0150754135,0.37832466,0.4783479,4.280022,3.4771128,-8e-45
2016-08-09,CTD5,4179450,700268,0.1242,0.0983,0.0747,0.0407,0.0348,0.0312,0.0295,0.027,0.0259,0.0081,0.0007,0.0168,0.0135,0.016155478,0.023619534,0.027844686,0.0052009933,0.003387407,0.0008297391,0.000832062,0.00032840646,0.01623443,0.02356713,0.028047284,0.005341543,0.0034906736,0.0008330146,0.097648144,0.012819604,0.1776437,1.1020277,0.8343012,-8e-45
2016-08-09,CTD6,4176009,695829,0.117,0.0879,0.0648,0.0413,0.0345,0.0281,0.0263,0.0235,0.0219,0.007,0.0006,0.0125,0.0096,0.010644523,0.014724901,0.020898227,0.011229972,0.007957409,0.0022787794,0.0022850684,0.0009541616,0.010653177,0.014810074,0.020635728,0.011193777,0.008273284,0.0021513517,0.07486447,0.35180783,0.45293668,2.2350419,3.172947,-8e-45
2016-08-09,CTD7,4176724,690397,0.1215,0.0938,0.0744,0.0511,0.0442,0.0349,0.0334,0.0299,0.0283,0.0087,0.0007,0.018,0.014,0.012703064,0.018026946,0.027963018,0.016160632,0.013199067,0.003946072,0.003917308,0.0016129757,0.012572144,0.017966624,0.027832612,0.016053364,0.013172475,0.0038352578,0.2208767,0.48144078,0.75882584,5.121526,4.561914,-8e-45
2016-08-09,CTD8,4174178,693048,0.1183,0.0903,0.0713,0.0438,0.037,0.0292,0.0272,0.0243,0.0227,0.007,0.0005,0.0128,0.0098,0.011359334,0.016675513,0.025548164,0.01222232,0.009286434,0.0026033532,0.002582983,0.0010510597,0.011321673,0.016557895,0.025616698,0.012241106,0.009326644,0.0025580197,0.19486144,0.27378404,0.6315576,3.3653486,2.9424348,-8e-45
2016-08-09,CTD9,4171106,693183,0.1233,0.098,0.0838,0.059,0.0505,0.0375,0.0362,0.0324,0.0311,0.0093,0.0006,0.0212,0.0166,0.014405838,0.021559559,0.035027616,0.02114661,0.017063655,0.004783324,0.004834198,0.0019697186,0.014262073,0.02162561,0.035286598,0.020998998,0.016929366,0.0047345227,0.20482987,0.4090339,0.8603505,5.055439,6.2420526,-8e-45
2016-08-09,CTD10,4170388,695646,0.1199,0.0927,0.0737,0.0485,0.041,0.0333,0.0321,0.0281,0.0268,0.0084,0.0006,0.0166,0.0135,0.012565436,0.01820481,0.02827469,0.014299517,0.011351404,0.0032746764,0.003244722,0.0013287661,0.012484175,0.018207148,0.028146796,0.014202868,0.011216576,0.0032035909,0.18839455,0.350852,0.688847,4.318349,3.5954435,-8e-45
