Date,Buoy,Latitude,Longitude,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_9,Band_10,Band_11,Band_12,Band_13,Band_14,Band_15,Band_16,Band_17,Band_18,Band_19,Band_20,Band_21,Band_22,Band_23,Band_24,Band_25,Band_26,Band_27,Band_28,Band_29,Band_30,Band_31,Band_32,Band_33
2016-08-09,CTD1,4187246,695025,0.1166,0.088,0.0713,0.0427,0.0373,0.0259,0.024,0.0213,0.0194,0.0065,0.0005,0.0092,0.0075,0.005731157,0.014207409,0.038568657,0.018638626,0.0170158,0.004787862,0.0046895384,0.0018007173,0.0056829103,0.014454156,0.039117813,0.019008828,0.01605457,0.0049948087,0.5182927,0.28079587,4.209515,8.220111,2.9752991,0.0
2016-08-09,CTD2,4181518,693105,0.1218,0.0926,0.0705,0.0474,0.0417,0.0341,0.0324,0.0287,0.028,0.0088,0.0007,0.0175,0.0145,0.0061484445,0.011972377,0.023884796,0.011033784,0.010584949,0.003230629,0.0031829225,0.0012446915,0.0061178263,0.011799649,0.024192063,0.011337929,0.0101308925,0.003347566,0.46724638,0.31746545,1.9023128,5.847145,2.1552403,0.0
2016-08-09,CTD3,4181698,695238,0.1208,0.0931,0.0698,0.0482,0.0416,0.0344,0.0333,0.03,0.0293,0.0088,0.0007,0.0188,0.0145,0.0062793368,0.012703992,0.024710445,0.012148,0.011127428,0.0034067265,0.003342095,0.0013201119,0.006240739,0.012703475,0.024764562,0.01212898,0.010621661,0.003402267,0.50282925,0.40192544,1.0074542,5.829585,2.581012,0.0
2016-08-09,CTD4,4180266,698264,0.1283,0.0901,0.0666,0.043,0.042,0.0314,0.0309,0.0277,0.0273,0.0107,0.0005,0.0195,0.0145,0.0036118168,0.006785014,0.015658265,0.009603352,0.01290134,0.003911526,0.0039216955,0.0015820895,0.0036397362,0.006492031,0.016038617,0.010661883,0.012085402,0.0041480972,0.63983315,0.3055096,4.059415,6.484693,3.9112227,0.0
2016-08-09,CTD5,4179450,700268,0.1245,0.1004,0.0771,0.0413,0.0339,0.032,0.0293,0.0262,0.0264,0.0082,0.0007,0.0167,0.0137,0.006887885,0.014554088,0.01697487,0.0029320626,0.001735568,0.00044793732,0.00043395895,0.00017069299,0.0067816353,0.014882068,0.016995769,0.0028845328,0.0018233629,0.00043819775,0.02235193,0.030578915,0.35059187,0.7118656,0.3573525,0.0
2016-08-09,CTD6,4176009,695829,0.1171,0.0881,0.0651,0.0413,0.0349,0.028,0.0259,0.0243,0.0221,0.007,0.0006,0.0129,0.0096,0.0065942276,0.012779382,0.024055956,0.009152798,0.007927722,0.002314353,0.0022753547,0.0009009904,0.006558838,0.012684781,0.024236284,0.009220223,0.007660309,0.0023520337,0.31171608,0.25937736,1.2137126,3.692813,1.781681,0.0
2016-08-09,CTD7,4176724,690397,0.1219,0.0953,0.0755,0.0527,0.0456,0.0357,0.0359,0.0315,0.0306,0.0088,0.0007,0.0193,0.0155,0.013368423,0.021022636,0.0364347,0.01902283,0.018591052,0.0057212044,0.0055950857,0.0021801041,0.01312339,0.020781763,0.036852933,0.019121837,0.017680854,0.0057473877,0.595136,0.5338805,1.1537197,9.353531,4.3237915,0.0
2016-08-09,CTD8,4174178,693048,0.1178,0.0891,0.0695,0.0414,0.0359,0.0272,0.0245,0.0225,0.0224,0.0069,0.0005,0.0117,0.0085,0.0077019064,0.01676312,0.03372512,0.012039777,0.009535782,0.0026410918,0.0025738513,0.0010092695,0.0076012104,0.016859,0.033768218,0.012039851,0.00941098,0.0026996378,0.42793238,0.16674945,1.3503486,4.5053825,1.9408842,0.0
2016-08-09,CTD9,4171106,693183,0.123,0.0984,0.0846,0.0574,0.0497,0.0373,0.0354,0.0313,0.0315,0.0093,0.0005,0.0215,0.0162,0.006087794,0.016020028,0.040854033,0.02219395,0.019630406,0.005633065,0.0055235513,0.0021086298,0.005984252,0.016306255,0.041706342,0.02168231,0.01886277,0.0059794937,0.3814799,0.43092936,4.2239547,9.966663,3.0462697,0.0
2016-08-09,CTD10,4170388,695646,0.1199,0.0925,0.0743,0.0492,0.0411,0.0326,0.033,0.0283,0.0267,0.0084,0.0006,0.0167,0.0137,0.013091566,0.021001317,0.036947016,0.018572835,0.017491495,0.0052627916,0.0051411605,0.0019936734,0.012876673,0.0208034,0.037351605,0.018702812,0.016661331,0.005308367,0.5947752,0.4543456,1.137985,8.36877,3.8216813,0.0
2016-08-09,CTD11,4169609,700351,0.1245,0.0924,0.0732,0.0491,0.0413,0.0345,0.0337,0.0273,0.0299,0.0093,0.0005,0.0196,0.016,0.0043315855,0.009476996,0.026094498,0.012157884,0.011369099,0.003227481,0.0032065627,0.0012303779,0.004356719,0.009389774,0.02679436,0.012237355,0.010907218,0.0035015282,0.53581643,0.15332673,3.0207045,5.285697,1.799254,0.0
2016-08-09,CTD12,4173438,695414,0.1192,0.0916,0.0717,0.0455,0.0384,0.0309,0.0297,0.0263,0.0256,0.0077,0.0005,0.0151,0.0122,0.01127791,0.020572433,0.036850583,0.012884595,0.010512082,0.002897272,0.0028239845,0.0010946572,0.011097433,0.020443011,0.036994934,0.012728461,0.010140864,0.0029168134,0.35050568,0.17471874,0.8443626,4.9248834,1.9107314,0.0
2016-09-08,CTD1,4187246,695025,0.1222,0.0919,0.0742,0.05,0.0442,0.0356,0.0352,0.0292,0.0293,0.0086,0.0007,0.0174,0.0129,0.006207642,0.012908329,0.029258177,0.01699419,0.016272835,0.004910323,0.0047994447,0.0018157054,0.0061516417,0.012812335,0.029810939,0.017168444,0.016068513,0.0053518624,0.47756115,0.53563684,3.2475138,8.593695,3.1029987,0.0
2016-09-08,CTD2,4181518,693105,0.1193,0.0889,0.069,0.0438,0.0371,0.0301,0.0287,0.0242,0.0246,0.0079,0.0007,0.0125,0.0088,0.003646756,0.009805792,0.024496019,0.011615957,0.009482059,0.0027521,0.0026820851,0.0010318822,0.0036125854,0.009971882,0.024854759,0.011706504,0.0091352705,0.002865382,0.30567616,0.33844277,3.3438964,4.976325,1.5170311,0.0
2016-09-08,CTD3,4181698,695238,0.1182,0.0868,0.0658,0.0404,0.0343,0.0279,0.0257,0.0218,0.022,0.0072,0.0005,0.0097,0.0071,0.0015733631,0.0044225655,0.016144725,0.009059243,0.008257379,0.0021562034,0.002103297,0.0007962809,0.0015896033,0.0044992995,0.016703412,0.009307243,0.007716121,0.00232479,0.3304902,0.16748372,4.031449,3.538567,1.0608892,0.0
2016-09-08,CTD4,4180266,698264,0.1196,0.0895,0.0668,0.0443,0.0378,0.0305,0.0305,0.0254,0.0252,0.0075,0.0005,0.0143,0.011,0.013034536,0.018500656,0.028131861,0.01449079,0.014649527,0.004621614,0.0045049917,0.0017528116,0.012790599,0.018261459,0.028113594,0.014456104,0.013490983,0.004605106,0.57312465,0.57012707,0.85782474,7.778868,3.473355,0.0
2016-09-08,CTD5,4179450,700268,0.1238,0.0956,0.0733,0.0405,0.0353,0.0324,0.0309,0.0266,0.0268,0.0081,0.0006,0.0165,0.012,0.0049978774,0.0116278725,0.018949859,0.0039146966,0.0023821264,0.0006345796,0.00061991415,0.00024596383,0.0049639638,0.011863148,0.0189723,0.0038622993,0.00252724,0.00062151294,0.00036130336,0.0753533,0.6316189,0.9532727,0.5923385,0.0
2016-09-08,CTD6,4176009,695829,0.1166,0.0865,0.0642,0.0405,0.034,0.0272,0.025,0.0213,0.0211,0.0072,0.0005,0.0094,0.0071,0.00302549,0.008493967,0.023209797,0.009092814,0.0064613004,0.0017419539,0.0016929943,0.00066734117,0.0030041174,0.008788778,0.023630342,0.00908358,0.006622849,0.0017399004,0.13132186,0.1966394,3.437107,3.017596,1.0462097,0.0
2016-09-08,CTD7,4176724,690397,0.1202,0.0898,0.0702,0.0449,0.0376,0.0313,0.0301,0.0242,0.0253,0.0072,0.0005,0.0117,0.0083,0.005979565,0.012178509,0.02600316,0.011754035,0.009825755,0.0029214656,0.0028719385,0.0011262529,0.00594945,0.012282843,0.026595168,0.011779145,0.009540207,0.002970071,0.38662773,0.291329,1.7533531,5.0713863,2.2451134,0.0
2016-09-08,CTD8,4174178,693048,0.1193,0.089,0.07,0.0454,0.039,0.0309,0.029,0.0248,0.0244,0.0078,0.0006,0.0122,0.0088,0.003931835,0.011294658,0.028070262,0.014631234,0.01386991,0.0040148417,0.00391978,0.0014938029,0.0038814635,0.011614326,0.028329942,0.014742743,0.013298407,0.004221105,0.2490471,0.41316316,5.2499366,7.1708446,2.0447168,0.0
2016-09-08,CTD9,4171106,693183,0.1213,0.0933,0.0793,0.0544,0.0465,0.0354,0.035,0.0301,0.0299,0.0083,0.0005,0.0174,0.0123,0.006933538,0.015287411,0.040888462,0.023354677,0.020835783,0.006347452,0.0062277378,0.0024009498,0.0068477,0.015263408,0.041607276,0.023302164,0.02055582,0.006600138,0.5097211,0.599193,4.059415,11.297453,4.5153217,0.0
