Date,Buoy,Latitude,Longitude,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_9,Band_10,Band_11,Band_12,Band_13,Value
2022-06-24,CTD7,37.718,-0.839783,31,34,38,29,27,27,28,26,27,40,23,22,255,0.64692223
2022-06-24,CTD8,37.694517,-0.8104,76,56,57,60,68,64,64,56,63,183,31,31,255,0.5940893
2022-06-24,CTD10,37.659833,-0.781967,255,255,237,228,243,233,230,233,222,255,61,72,255,0.30540422
2022-06-24,CTD11,37.6518,-0.728883,238,226,209,199,212,201,194,206,186,255,54,63,255,0.09238764
2022-06-24,CTD12,37.68735,-0.783783,218,192,182,174,191,184,178,179,170,255,54,60,255,0.58472854
2024-06-18,CTD1,37.8118,-0.784483,17,19,21,19,18,17,17,18,17,16,18,16,255,0.10880024
2024-06-18,CTD2,37.760617,-0.8078,20,23,24,20,20,19,19,19,19,16,19,16,255,0.32444662
2024-06-18,CTD3,37.761783,-0.78355,18,20,22,18,19,17,18,18,17,15,17,15,255,0.16911754
2024-06-18,CTD4,37.748233,-0.749617,17,22,23,19,19,18,18,18,17,16,18,16,255,0.042397078
2024-06-18,CTD6,37.710417,-0.778383,19,21,23,18,20,18,19,18,18,17,18,15,255,0.25017804
2024-06-18,CTD7,37.718,-0.839783,20,25,31,20,19,17,17,18,17,14,16,13,255,0.6447352
2024-06-18,CTD8,37.694517,-0.8104,19,24,27,21,20,18,18,19,18,16,17,15,255,0.44362468
2024-06-18,CTD10,37.659833,-0.781967,14,14,16,13,12,11,11,12,11,12,11,9,255,0.46102878
2024-06-18,CTD11,37.6518,-0.728883,22,25,27,23,24,22,23,21,23,22,23,21,255,0.29152688
2024-06-18,CTD12,37.68735,-0.783783,18,20,23,19,19,18,18,18,17,16,17,16,255,0.34942427
2023-01-20,CTD1,37.8118,-0.784483,2,3,3,0,0,0,0,0,0,0,0,1,255,1.55992
2023-01-20,CTD2,37.760617,-0.8078,46,44,42,40,45,48,50,47,49,43,43,36,255,1.2986736
2023-01-20,CTD3,37.761783,-0.78355,3,5,4,1,0,0,0,1,1,0,0,1,255,1.1559223
2023-01-20,CTD4,37.748233,-0.749617,6,7,7,2,2,2,4,1,4,5,6,6,255,0.68558586
2023-01-20,CTD6,37.710417,-0.778383,4,5,5,2,1,1,1,1,2,1,2,3,255,0.45129496
2023-01-20,CTD7,37.718,-0.839783,10,16,21,5,4,2,1,1,1,0,1,1,255,1.1209455
2023-01-20,CTD8,37.694517,-0.8104,4,9,10,2,1,0,1,0,0,0,0,1,255,0.71965533
2023-01-20,CTD10,37.659833,-0.781967,2,4,3,1,0,0,0,0,0,0,0,1,255,0.4332493
2023-01-20,CTD11,37.6518,-0.728883,117,102,96,89,92,90,88,91,83,170,64,46,255,0.069566704
2023-01-20,CTD12,37.68735,-0.783783,3,5,4,1,0,0,1,0,0,0,0,1,255,0.4657883
2021-01-05,CTD1,37.8118,-0.784483,2,3,4,0,0,0,0,0,0,0,0,1,255,0.42246744
2021-01-05,CTD2,37.760617,-0.8078,2,3,3,1,1,0,0,0,0,0,0,0,255,0.3219707
2021-01-05,CTD3,37.761783,-0.78355,4,4,4,1,1,0,0,0,0,0,0,0,255,0.34636334
2021-01-05,CTD4,37.748233,-0.749617,2,4,4,0,0,0,0,0,0,0,0,0,255,0.33992895
2021-01-05,CTD6,37.710417,-0.778383,2,3,4,1,0,0,0,0,0,0,0,0,255,0.36472404
2021-01-05,CTD7,37.718,-0.839783,3,3,4,1,1,0,1,0,0,0,0,0,255,0.3545413
2021-01-05,CTD8,37.694517,-0.8104,2,3,3,1,0,0,0,0,0,0,0,0,255,0.3992232
2021-01-05,CTD10,37.659833,-0.781967,2,4,6,1,1,0,0,0,0,0,0,0,255,0.41271222
2021-01-05,CTD11,37.6518,-0.728883,0,0,0,0,0,0,0,0,0,0,0,0,255,0.40632427
2021-01-05,CTD12,37.68735,-0.783783,2,1,3,1,0,0,0,0,0,0,0,0,255,0.39144352
