Date,Buoy,Chl,Turbidez
2016-06-08,CTD8,13.755,4.685
2016-06-29,CTD4,11.875,5.955
2016-08-02,CTD1,11.845,5.735
2016-08-02,CTD10,13.015,7.92
2016-08-02,CTD11,15.07,6.15
2016-08-02,CTD12,14.885,7.08
2016-08-02,CTD2,14.925,5.555
2016-08-02,CTD3,14.125,4.835
2016-08-02,CTD4,12.875,4.53
2016-08-02,CTD6,17.845,6.195
2016-08-02,CTD7,16.45,7.355
2016-08-02,CTD8,14.08,7.81
2016-08-02,CTD9,,
2016-08-04,CTD1,14.705,6.695
2016-08-04,CTD10,15.355,6.0
2016-08-04,CTD11,11.52,5.715
2016-08-04,CTD12,19.02,5.985
2016-08-04,CTD2,11.36,4.71
2016-08-04,CTD3,10.89,3.965
2016-08-04,CTD4,7.085,4.46
2016-08-04,CTD6,10.71,5.425
2016-08-04,CTD7,12.375,5.0
2016-08-04,CTD8,16.14,6.76
2016-08-04,CTD9,,
2016-08-09,CTD1,10.685,6.75
2016-08-09,CTD10,13.575,4.515
2016-08-09,CTD11,9.47,3.705
2016-08-09,CTD12,9.215,4.285
2016-08-09,CTD2,11.665,4.805
2016-08-09,CTD3,11.67,3.9
2016-08-09,CTD4,8.39,3.735
2016-08-09,CTD5,0.37,0.14
2016-08-09,CTD6,10.59,4.245
2016-08-09,CTD7,12.01,5.81
2016-08-09,CTD8,13.7,6.125
2016-08-09,CTD9,,
2016-08-22,CTD12,11.655,7.385
2016-08-25,CTD1,13.625,6.5
2016-08-25,CTD10,17.49,11.6
2016-08-25,CTD11,15.08,10.16
2016-08-25,CTD2,15.495,5.805
2016-08-25,CTD3,13.94,4.8
2016-08-25,CTD4,,
2016-08-25,CTD5,0.385,1.205
2016-08-25,CTD6,11.36,7.895
2016-08-25,CTD7,11.615,9.21
2016-08-25,CTD8,11.135,9.51
2016-08-25,CTD9,,
2016-08-26,CTD4,16.76,4.37
2016-08-27,CTD4,11.11,5.35
2016-08-30,CTD1,,
2016-08-30,CTD10,13.05,8.32
2016-08-30,CTD11,8.92,7.39
2016-08-30,CTD2,13.875,5.59
2016-08-30,CTD3,15.45,4.935
2016-08-30,CTD4,12.245,4.205
2016-08-30,CTD5,2.035,0.51
2016-08-30,CTD6,13.905,5.475
