Date,Buoy,Chl
2017-05-19,CTD1,0.8830724466666666
2017-05-19,CTD10,0.8365195085714286
2017-05-19,CTD11,0.8993320766666666
2017-05-19,CTD12,0.8745189287499999
2017-05-19,CTD2,1.4447031375
2017-05-19,CTD3,1.557893025
2017-05-19,CTD4,1.30013109375
2017-05-19,CTD6,0.90185494
2017-05-19,CTD7,0.7708437942857141
2017-05-19,CTD8,1.16255928375
2017-05-24,CTD1,0.8815629666666668
2017-05-24,CTD10,0.5703088028571428
2017-05-24,CTD11,0.5865369116666667
2017-05-24,CTD12,1.1542067725
2017-05-24,CTD2,1.79590805
2017-05-24,CTD3,1.5143904375
2017-05-24,CTD4,0.6918158825
2017-05-24,CTD6,0.9407287225000001
2017-05-24,CTD7,1.6590657857142859
2017-05-24,CTD8,2.54723894
2017-06-02,CTD1,1.6882161
2017-06-02,CTD10,2.0371786
2017-06-02,CTD11,0.9585850499999999
2017-06-02,CTD12,1.6194740625000001
2017-06-02,CTD2,2.9129153249999997
2017-06-02,CTD3,2.040617975
2017-06-02,CTD4,0.93816919
2017-06-02,CTD6,1.5096225
2017-06-02,CTD7,1.9384300857142855
2017-06-02,CTD8,1.8387067875000003
2017-06-06,CTD1,0.9725991333333334
2017-06-06,CTD10,1.8654728999999999
2017-06-06,CTD11,2.2089771333333332
2017-06-06,CTD12,1.2649775950000002
2017-06-06,CTD2,2.8543787125
2017-06-06,CTD3,1.21181064625
2017-06-06,CTD4,0.93792577125
2017-06-06,CTD6,0.96097337625
2017-06-06,CTD7,1.5557484071428571
2017-06-06,CTD8,2.2967804624999997
2017-06-13,CTD1,1.23708811
2017-06-13,CTD10,1.8367296285714285
2017-06-13,CTD11,0.8660156166666667
2017-06-13,CTD12,1.53631973375
2017-06-13,CTD2,1.6351308
2017-06-13,CTD3,1.7437137625000003
2017-06-13,CTD4,1.17500564125
2017-06-13,CTD6,0.89896137375
2017-06-13,CTD7,2.0944618
2017-06-13,CTD8,1.398406125
2017-06-21,CTD1,1.4275537
2017-06-21,CTD10,0.7632691857142857
2017-06-21,CTD11,1.0342957133333333
2017-06-21,CTD12,1.0173352375
2017-06-21,CTD2,1.4916695999999998
2017-06-21,CTD3,1.529416175
