Date,Buoy,Latitude,Longitude,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_9,Band_10,Band_11,Band_12,Band_13,Band_14,Band_15,Band_16,Chl
2018-01-31,CTD8,4174178.030118922,693047.7091175154,0.0051066293,0.015077063,0.04095738,0.013862907,0.009225727,0.0023018764,0.002208431,0.00084255496,0.004999555,0.01574061,0.040722657,0.013563748,0.009502239,0.0023291658,0.014934843,-1.1e-44,5.403203749999999
2018-01-31,CTD10,4170388.237872792,695645.9552495586,0.007492367,0.018752566,0.05065793,0.02949347,0.024881441,0.006839597,0.0066327085,0.0024840918,0.007368144,0.019135954,0.05134488,0.028658403,0.024583673,0.007319896,0.32623196,-1.1e-44,6.559120514285714
2018-01-31,CTD11,4169608.9781368254,700350.5509754587,0.0029236912,0.009085457,0.026715424,0.011038292,0.00740299,0.0019322853,0.0018636433,0.0007207106,0.0028901605,0.009535354,0.027188173,0.010807379,0.0076656095,0.0019679447,6.516376e-05,-1.1e-44,6.169494933333333
2018-01-31,CTD12,4173437.93021035,695413.5305598581,0.005956595,0.014081014,0.029531255,0.008371429,0.005902482,0.001534072,0.001492278,0.0005863679,0.00588221,0.014280778,0.029517002,0.008375807,0.005983896,0.001541298,0.13957709,-1.1e-44,5.8740794
2018-02-20,CTD1,4187246.4763657423,695024.7116773892,0.00267664,0.008298066,0.023255331,0.015157003,0.014965927,0.006934989,0.007077588,0.0032472205,0.0026652094,0.008427653,0.024184698,0.015807532,0.016771078,0.0067968387,0.3356663,-1.1e-44,3.2437423333333335
2018-02-20,CTD2,4181518.346026066,693105.1561410306,0.0017482903,0.005551344,0.01495783,0.005941221,0.003733898,0.001020432,0.0009918573,0.0004016522,0.0017567662,0.005791424,0.0152435955,0.005807864,0.003925946,0.0010079751,2.718151e-05,-1.1e-44,4.962618299999999
2018-02-20,CTD3,4181698.0921413857,695238.4758410116,0.010168454,0.020921485,0.034547146,0.008385218,0.0053019053,0.0013910328,0.0013447928,0.0005258131,0.01007004,0.021124272,0.034487575,0.008417249,0.005618913,0.001356553,0.08283165,-0.0,3.602579375
2018-02-20,CTD4,4180265.85759629,698264.0657476727,0.006465845,0.015227099,0.02798244,0.0065509207,0.0042506442,0.0011136723,0.0010853123,0.00042826615,0.0063872845,0.0154852895,0.027906777,0.0065274755,0.004438175,0.0011047735,0.06148745,-0.0,2.8460452125
2018-02-20,CTD6,4176008.900458722,695829.0091863506,0.010150639,0.018901788,0.031929176,0.009358118,0.007242031,0.0020078288,0.001964627,0.0007850138,0.01002998,0.018851347,0.03194901,0.009337408,0.007143034,0.0020037985,0.22427133,-0.0,7.1322925
2018-02-20,CTD7,4176723.693900513,690396.7024300082,0.0014197999,0.004962,0.014672068,0.004102786,0.0025009622,0.00063018093,0.0006038109,0.00023957198,0.0014489219,0.005259828,0.014813775,0.003942893,0.0025434508,0.0006195004,2.666089e-05,-1.446e-42,2.5621985857142855
2018-02-20,CTD8,4174178.030118922,693047.7091175154,0.0016450518,0.0057334113,0.015495372,0.0039319773,0.0023418956,0.00058476365,0.0005615959,0.00022092361,0.0016637297,0.006091272,0.015659343,0.0037846551,0.002393137,0.00057385495,2.6614343e-05,-1.435e-42,3.4682006375000003
2018-02-20,CTD10,4170388.237872792,695645.9552495586,0.01738699,0.026541108,0.040991865,0.014874069,0.013522826,0.003924776,0.0038176435,0.0014836871,0.016988618,0.026273523,0.041442506,0.014842082,0.0125596505,0.00389607,0.44356972,-0.0,7.096297942857142
2018-02-20,CTD11,4169608.9781368254,700350.5509754587,0.003567714,0.009959747,0.025419554,0.009304458,0.0066579264,0.0017967115,0.0017538571,0.0006997452,0.003531265,0.010255836,0.025709372,0.009226203,0.0067813555,0.0018180902,0.01923714,-0.0,6.498268383333333
2018-02-20,CTD12,4173437.93021035,695413.5305598581,0.0026187343,0.007426789,0.016302237,0.0042030006,0.0027228731,0.00071846193,0.00069612137,0.00027929933,0.0026109728,0.0076442864,0.016389113,0.0041277832,0.002795275,0.0007117695,4.576373e-05,-0.0,7.3308715875
2018-03-07,CTD1,4187246.4763657423,695024.7116773892,0.01240823,0.023333337,0.041476667,0.0142824575,0.010412653,0.0028286208,0.002737177,0.0010729476,0.012232937,0.023432424,0.04153033,0.014223846,0.010522063,0.0027597,0.20015796,-0.0,3.0205596333333333
