Date,Buoy,Latitude,Longitude,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_9,Band_10,Band_11,Band_12,Band_13,Chl
2017-06-30,CTD1,37.8118,-0.784483,0.0392156862745098,0.047058823529411764,0.050980392156862744,0.027450980392156862,0.023529411764705882,0.01568627450980392,0.01568627450980392,0.01568627450980392,0.01568627450980392,0.011764705882352941,0.01568627450980392,0.011764705882352941,1.0,0.9915965333333334
2017-06-30,CTD2,37.760617,-0.8078,0.058823529411764705,0.0784313725490196,0.08235294117647059,0.06274509803921569,0.054901960784313725,0.050980392156862744,0.050980392156862744,0.054901960784313725,0.047058823529411764,0.0392156862745098,0.047058823529411764,0.043137254901960784,1.0,1.1955854125
2017-06-30,CTD3,37.761783,-0.78355,0.06274509803921569,0.07450980392156863,0.07450980392156863,0.058823529411764705,0.058823529411764705,0.054901960784313725,0.054901960784313725,0.06274509803921569,0.050980392156862744,0.043137254901960784,0.050980392156862744,0.047058823529411764,1.0,1.5234733125
2017-06-30,CTD4,37.748233,-0.749617,0.058823529411764705,0.07450980392156863,0.0784313725490196,0.058823529411764705,0.054901960784313725,0.050980392156862744,0.050980392156862744,0.054901960784313725,0.047058823529411764,0.043137254901960784,0.047058823529411764,0.043137254901960784,1.0,1.5401894875
2017-06-30,CTD6,37.710417,-0.778383,0.07058823529411765,0.08235294117647059,0.09019607843137255,0.07058823529411765,0.06666666666666667,0.06274509803921569,0.06274509803921569,0.06666666666666667,0.06274509803921569,0.054901960784313725,0.058823529411764705,0.054901960784313725,1.0,1.7752051875000001
2017-06-30,CTD7,37.718,-0.839783,0.07450980392156863,0.09803921568627451,0.10588235294117647,0.07450980392156863,0.07058823529411765,0.06666666666666667,0.06666666666666667,0.07058823529411765,0.06274509803921569,0.054901960784313725,0.058823529411764705,0.050980392156862744,1.0,2.620511
2017-06-30,CTD8,37.694517,-0.8104,0.07450980392156863,0.09019607843137255,0.09411764705882353,0.07058823529411765,0.07058823529411765,0.06274509803921569,0.06666666666666667,0.06666666666666667,0.06274509803921569,0.054901960784313725,0.058823529411764705,0.054901960784313725,1.0,1.27311476125
2017-06-30,CTD10,37.659833,-0.781967,0.07450980392156863,0.09019607843137255,0.08627450980392157,0.07058823529411765,0.07058823529411765,0.06666666666666667,0.06666666666666667,0.07058823529411765,0.06274509803921569,0.054901960784313725,0.06274509803921569,0.054901960784313725,1.0,0.8001469842857142
2017-06-30,CTD11,37.6518,-0.728883,0.10196078431372549,0.09803921568627451,0.10196078431372549,0.08627450980392157,0.09019607843137255,0.08627450980392157,0.08627450980392157,0.08235294117647059,0.08627450980392157,0.08627450980392157,0.08235294117647059,0.0784313725490196,1.0,1.1225326566666667
2017-06-30,CTD12,37.68735,-0.783783,0.07450980392156863,0.08627450980392157,0.09411764705882353,0.07450980392156863,0.07450980392156863,0.06274509803921569,0.06666666666666667,0.06666666666666667,0.06274509803921569,0.054901960784313725,0.058823529411764705,0.054901960784313725,1.0,1.4179599875
2018-01-31,CTD1,37.8118,-0.784483,0.0,0.011764705882352941,0.023529411764705882,0.011764705882352941,0.00392156862745098,0.0,0.00392156862745098,0.011764705882352941,0.00784313725490196,0.0,0.011764705882352941,0.011764705882352941,1.0,3.472369366666667
2018-01-31,CTD2,37.760617,-0.8078,0.00392156862745098,0.0196078431372549,0.03529411764705882,0.01568627450980392,0.011764705882352941,0.011764705882352941,0.011764705882352941,0.01568627450980392,0.011764705882352941,0.00392156862745098,0.011764705882352941,0.011764705882352941,1.0,4.8366668624999996
