Date,Buoy,Chl,Turbidez
2016-06-08,CTD8,12.62,4.93
2016-06-29,CTD4,11.35,6.1
2016-08-02,CTD1,11.78,5.84
2016-08-02,CTD10,12.56,8.25
2016-08-02,CTD11,13.65,6.33
2016-08-02,CTD12,15.61,7.14
2016-08-02,CTD2,15.42,5.69
2016-08-02,CTD3,13.93,4.91
2016-08-02,CTD4,12.46,4.82
2016-08-02,CTD6,17.75,6.28
2016-08-02,CTD7,16.4,7.47
2016-08-02,CTD8,14.34,7.93
2016-08-02,CTD9,,
2016-08-04,CTD1,13.15,6.87
2016-08-04,CTD10,14.43,6.25
2016-08-04,CTD11,9.98,5.93
2016-08-04,CTD12,16.59,6.06
2016-08-04,CTD2,10.63,4.94
2016-08-04,CTD3,10.87,3.97
2016-08-04,CTD4,7.03,4.47
2016-08-04,CTD6,11.27,5.56
2016-08-04,CTD7,9.83,5.2
2016-08-04,CTD8,12.51,7.18
2016-08-04,CTD9,,
2016-08-09,CTD1,11.46,6.89
2016-08-09,CTD10,9.75,4.72
2016-08-09,CTD11,8.69,3.95
2016-08-09,CTD12,8.52,4.48
2016-08-09,CTD2,12.21,5.08
2016-08-09,CTD3,11.75,4.04
2016-08-09,CTD4,7.58,3.96
2016-08-09,CTD5,0.36,0.15
2016-08-09,CTD6,9.52,4.23
2016-08-09,CTD7,10.94,5.94
2016-08-09,CTD8,12.84,6.3
2016-08-09,CTD9,,
2016-08-22,CTD12,12.403,7.957
2016-08-25,CTD1,13.43,6.87
2016-08-25,CTD10,17.46,11.76
2016-08-25,CTD11,10.34,10.6
2016-08-25,CTD2,14.99,6.07
2016-08-25,CTD3,12.9,4.96
2016-08-25,CTD4,,
2016-08-25,CTD5,0.6,1.27
2016-08-25,CTD6,10.42,8.18
2016-08-25,CTD7,10.54,9.37
2016-08-25,CTD8,10.42,9.77
2016-08-25,CTD9,,
2016-08-26,CTD4,,
2016-08-27,CTD4,11.11,5.35
2016-08-30,CTD1,,
2016-08-30,CTD10,11.92,8.41
2016-08-30,CTD11,7.72,7.6
2016-08-30,CTD2,13.85,5.62
2016-08-30,CTD3,15.48,4.89
2016-08-30,CTD4,12.24,4.22
2016-08-30,CTD5,2.4,0.62
2016-08-30,CTD6,11.48,5.73
2016-08-30,CTD7,13.66,11.92
2016-08-30,CTD8,12.75,7.07
2016-08-30,CTD9,,
2016-08-31,CTD1,,
2016-09-01,CTD1,15.61,7.0
2016-09-06,CTD1,17.74,4.87
2016-09-06,CTD10,15.3,6.08
2016-09-06,CTD11,15.54,6.87
2016-09-06,CTD12,,
2016-09-06,CTD2,14.72,4.01
2016-09-06,CTD3,15.77,4.0
2016-09-06,CTD4,10.1,4.24
2016-09-06,CTD5,1.52,0.28
2016-09-06,CTD6,15.23,4.34
2016-09-06,CTD7,13.57,7.29
2016-09-06,CTD8,11.94,6.17
2016-09-06,CTD9,,
2016-09-08,CTD1,18.69,4.95
2016-09-08,CTD10,15.06,5.38
2016-09-08,CTD11,11.3,6.33
2016-09-08,CTD12,11.52,4.19
2016-09-08,CTD2,13.22,4.29
2016-09-08,CTD3,13.57,3.92
2016-09-08,CTD4,12.38,4.15
2016-09-08,CTD5,1.6,0.24
2016-09-08,CTD6,12.32,4.35
2016-09-08,CTD7,13.91,4.69
2016-09-08,CTD9,,
2016-09-22,CTD1,17.92,7.35
2016-09-22,CTD10,14.82,9.25
2016-09-22,CTD11,13.765,10.46
2016-09-22,CTD2,14.13,6.31
2016-09-22,CTD3,12.66,7.38
2016-09-22,CTD4,11.387,6.763
2016-09-22,CTD5,0.97,0.46
2016-09-22,CTD6,12.695,6.485
2016-09-22,CTD7,13.95,13.67
2016-09-22,CTD8,12.645,8.95
2016-09-22,CTD9,,
2016-09-29,CTD1,10.85,7.3
2016-09-29,CTD10,8.185,20.105
2016-09-29,CTD11,10.93,11.475
2016-09-29,CTD12,10.885,10.71
2016-09-29,CTD2,11.94,14.14
2016-09-29,CTD3,13.137,6.71
2016-09-29,CTD5,1.26,4.115
2016-09-29,CTD6,9.973,8.81
2016-09-29,CTD7,10.8,12.6
2016-09-29,CTD8,10.34,15.9
2016-09-29,CTD9,,
2016-10-06,CTD1,16.04,5.28
2016-10-06,CTD10,10.82,12.355
2016-10-06,CTD11,12.58,9.605
2016-10-06,CTD12,12.115,8.605
2016-10-06,CTD2,16.89,5.59
2016-10-06,CTD3,15.023,5.793
2016-10-06,CTD4,11.673,6.283
2016-10-06,CTD5,0.93,1.015
2016-10-06,CTD6,15.087,7.81
2016-10-06,CTD7,15.64,6.31
2016-10-06,CTD8,11.58,10.335
2016-10-06,CTD9,,
2016-10-14,CTD1,23.46,6.05
2016-10-14,CTD10,18.96,11.23
2016-10-14,CTD11,21.453,9.437
2016-10-14,CTD12,19.3,9.227
2016-10-14,CTD2,20.923,6.07
2016-10-14,CTD3,19.54,5.877
2016-10-14,CTD4,16.29,6.647
2016-10-14,CTD5,8.383,1.917
2016-10-14,CTD6,21.272,7.548
2016-10-14,CTD7,17.28,9.953
2016-10-14,CTD8,21.697,8.667
2016-10-14,CTD9,,
2016-10-21,CTD1,11.99,5.53
2016-10-21,CTD10,21.903,10.067
2016-10-21,CTD11,11.247,7.85
2016-10-21,CTD12,19.13,6.61
2016-10-21,CTD2,16.2,5.29
2016-10-21,CTD3,16.693,5.163
2016-10-21,CTD4,9.643,6.23
2016-10-21,CTD5,5.15,1.463
2016-10-21,CTD6,16.402,6.33
2016-10-21,CTD7,17.833,7.02
2016-10-21,CTD8,16.717,7.733
2016-10-21,CTD9,,
2016-10-28,CTD1,9.22,4.27
2016-10-28,CTD10,14.563,7.897
2016-10-28,CTD11,13.313,6.92
2016-10-28,CTD12,20.96,7.17
2016-10-28,CTD2,14.265,5.42
2016-10-28,CTD3,16.823,5.427
2016-10-28,CTD4,17.327,5.757
2016-10-28,CTD5,10.653,4.417
2016-10-28,CTD6,13.128,6.385
2016-10-28,CTD7,11.447,9.037
2016-10-28,CTD8,16.887,6.657
2016-10-28,CTD9,,
2016-11-03,CTD1,15.75,7.16
2016-11-03,CTD10,24.54,5.42
2016-11-03,CTD11,27.283,6.13
2016-11-03,CTD12,27.5,4.717
2016-11-03,CTD2,18.6,6.303
2016-11-03,CTD3,21.4,6.363
2016-11-03,CTD4,21.917,4.95
2016-11-03,CTD5,10.51,1.39
2016-11-03,CTD6,27.11,4.818
2016-11-03,CTD7,17.647,10.78
2016-11-03,CTD8,25.243,8.113
2016-11-03,CTD9,,
2016-11-11,CTD1,9.76,3.83
2016-11-11,CTD10,21.457,6.753
2016-11-11,CTD11,24.693,7.237
2016-11-11,CTD12,23.007,7.733
2016-11-11,CTD2,10.51,4.21
2016-11-11,CTD3,20.103,5.14
2016-11-11,CTD4,20.777,4.36
2016-11-11,CTD5,6.94,2.213
2016-11-11,CTD6,24.61,5.775
2016-11-11,CTD7,18.703,6.597
2016-11-11,CTD8,22.14,7.59
2016-11-11,CTD9,,
2016-11-18,CTD1,11.03,7.75
2016-11-18,CTD10,26.743,6.86
2016-11-18,CTD11,22.627,5.763
2016-11-18,CTD12,25.897,7.093
2016-11-18,CTD2,23.867,6.493
2016-11-18,CTD3,25.207,5.6
