Date,Buoy,Latitude,Longitude,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_9,Band_10,Band_11,Band_12,Band_13,Band_14,Band_15,Band_16,Band_17,Band_18,Band_19,Band_20,Band_21,Band_22,Band_23,Band_24,Band_25,Band_26,Band_27,Band_28,Band_29,Band_30,Band_31,Band_32,Band_33
2016-08-09,CTD1,4187246,695025,0.1167,0.0877,0.0707,0.0433,0.0364,0.026,0.0241,0.0208,0.019,0.0066,0.0005,0.0093,0.0074,0.008070978,0.016069137,0.037302088,0.018189587,0.016987761,0.0048800195,0.004780963,0.0018166462,0.007972146,0.015954318,0.03776214,0.018359888,0.016189676,0.0051140673,0.52926654,0.3600321,2.2955894,8.349457,3.1567013,0.0
2016-08-09,CTD2,4181518,693105,0.1216,0.0935,0.0707,0.0489,0.0419,0.0343,0.033,0.0295,0.0283,0.0088,0.0007,0.0175,0.0144,0.009889182,0.01580255,0.027201401,0.013357286,0.012700007,0.003917199,0.003851406,0.0015118626,0.009781067,0.015515936,0.027317742,0.013462694,0.012020914,0.0039724447,0.53155094,0.5091727,1.0243216,6.942117,2.889224,0.0
2016-08-09,CTD3,4181698,695238,0.1208,0.093,0.0697,0.0481,0.0413,0.0344,0.0328,0.0295,0.0282,0.0088,0.0006,0.0185,0.0148,0.008019139,0.013332295,0.024710445,0.010726914,0.010006291,0.0030128446,0.0029424403,0.0011630221,0.007976878,0.013446204,0.024764562,0.010827807,0.0095624095,0.0030186782,0.43472952,0.35012037,1.0238495,5.308217,2.1664598,0.0
2016-08-09,CTD4,4180266,698264,0.1239,0.0948,0.0712,0.0497,0.0439,0.0367,0.0349,0.0309,0.0309,0.009,0.0005,0.019,0.0141,0.0072989874,0.012468741,0.022691267,0.010250406,0.010185521,0.0032211938,0.0031672553,0.0012388164,0.007280167,0.012308337,0.023043899,0.010604795,0.009959268,0.0033169584,0.4491755,0.27861005,1.0814908,5.025185,2.2684996,0.0
2016-08-09,CTD5,4179450,700268,0.1242,0.0983,0.0747,0.0407,0.0348,0.0312,0.0295,0.027,0.0259,0.0081,0.0007,0.0168,0.0135,0.008863068,0.017672306,0.024472283,0.0050206967,0.0030244784,0.0008262665,0.0008110017,0.00032166412,0.008912263,0.017912947,0.024480678,0.0049772426,0.0032741406,0.00080669584,0.037633836,0.05086193,0.32518098,1.1643285,0.77220905,0.0
2016-08-09,CTD6,4176009,695829,0.117,0.0879,0.0648,0.0413,0.0345,0.0281,0.0263,0.0235,0.0219,0.007,0.0006,0.0125,0.0096,0.0067248032,0.012950259,0.024251634,0.009474125,0.0079520885,0.0023052725,0.0022708313,0.00089246803,0.00668157,0.012891639,0.024324926,0.009513962,0.007660309,0.0023493853,0.29276055,0.24421123,1.0477077,3.8149335,1.728814,0.0
2016-08-09,CTD7,4176724,690397,0.1215,0.0938,0.0744,0.0511,0.0442,0.0349,0.0334,0.0299,0.0283,0.0087,0.0007,0.018,0.014,0.007957782,0.015417228,0.032503646,0.016390841,0.01580667,0.0047220597,0.0046354653,0.0017830711,0.007868629,0.015289385,0.03305979,0.016510947,0.01480663,0.0048134266,0.521821,0.4655523,2.0667303,8.144294,3.1768103,0.0
2016-08-09,CTD8,4174178,693048,0.1183,0.0903,0.0713,0.0438,0.037,0.0292,0.0272,0.0243,0.0227,0.007,0.0005,0.0128,0.0098,0.0072083855,0.0148012545,0.03236666,0.012039777,0.009681849,0.002625595,0.0025598314,0.0009928945,0.0071370066,0.015061099,0.03261213,0.012143885,0.00941098,0.0026533515,0.27054295,0.20280834,1.4408935,4.5837584,1.6873899,0.0
2016-08-09,CTD9,4171106,693183,0.1233,0.098,0.0838,0.059,0.0505,0.0375,0.0362,0.0324,0.0311,0.0093,0.0006,0.0212,0.0166,0.008698794,0.017615123,0.0412338,0.023354677,0.020694202,0.005931767,0.005812027,0.002237759,0.0085874535,0.01781079,0.041938104,0.023215223,0.020012014,0.0062568216,0.5286154,0.4541328,2.664336,9.955417,3.945605,0.0
2016-08-09,CTD10,4170388,695646,0.1199,0.0927,0.0737,0.0485,0.041,0.0333,0.0321,0.0281,0.0268,0.0084,0.0006,0.0166,0.0135,0.009921215,0.01733578,0.03286769,0.01427671,0.012950748,0.0037087975,0.0036315576,0.0013860922,0.009772669,0.017287325,0.03304105,0.014371329,0.01221898,0.003767395,0.5266663,0.280925,1.2198128,6.5622635,2.3720274,0.0
2016-08-09,CTD11,4169609,700351,0.1228,0.093,0.0726,0.0488,0.0425,0.0354,0.0349,0.0279,0.0309,0.0094,0.0005,0.0198,0.0166,0.005275526,0.011103814,0.026169416,0.01157814,0.011735666,0.003227481,0.0031829225,0.0012034965,0.0052539385,0.011133158,0.026786368,0.011980714,0.010666545,0.0033181314,0.5593035,0.17510498,1.9039732,5.8401155,1.7723763,0.0
2016-08-09,CTD12,4173438,695414,0.1193,0.0917,0.0712,0.0454,0.0386,0.0313,0.0293,0.0263,0.0251,0.0077,0.0006,0.0152,0.0124,0.00671207,0.014301724,0.030877892,0.0112522,0.009161676,0.002465748,0.0024104735,0.0009285171,0.0066451426,0.014458304,0.031143188,0.011302636,0.008896005,0.0025627646,0.26734635,0.18781054,1.3237371,4.301441,1.6063393,0.0
2016-09-08,CTD1,4187246,695025,0.1221,0.092,0.0744,0.0492,0.0427,0.0347,0.0338,0.0287,0.029,0.0085,0.0007,0.0167,0.0124,0.0042988583,0.011502018,0.031086095,0.015788093,0.014785274,0.004305127,0.0042274473,0.0016204726,0.0042532845,0.011676991,0.031612147,0.016007638,0.014298342,0.0045705354,0.4001516,0.29784894,4.5005393,7.166627,2.3643773,0.0
