Date,Buoy,Chl,Turbidez
2016-08-09,CTD5,0.21,0.12
2016-08-25,CTD5,0.44,1.06
2016-08-30,CTD5,1.67,0.44
2016-09-06,CTD5,,
2016-09-08,CTD5,0.94,0.04
2016-09-22,CTD5,0.56,0.97
2016-09-29,CTD5,0.46,3.39
2016-10-06,CTD5,0.88,1.83
2016-10-14,CTD5,3.5,1.45
2016-10-21,CTD5,1.24,0.45
2016-10-28,CTD5,2.05,1.62
2016-11-03,CTD5,3.65,0.57
2016-11-11,CTD5,1.16,0.45
2016-11-18,CTD5,1.95,3.48
2016-11-22,CTD5,1.33,0.49
2016-12-02,CTD5,1.35,2.57
2016-12-13,CTD5,2.56,0.73
2016-12-21,CTD5,0.53,5.05
2017-01-12,CTD5,4.78,10.12
2017-01-26,CTD5,4.52,2.68
2017-02-03,CTD5,2.17,1.05
2017-02-10,CTD5,1.61,2.23
2017-02-16,CTD5,1.79,5.5
2017-02-24,CTD5,1.63,0.79
2017-03-02,CTD5,0.73,0.57
2017-03-22,CTD1,,3.249
2017-03-22,CTD10,,3.017
2017-03-22,CTD11,,1.212
2017-03-22,CTD12,,2.737
2017-03-22,CTD2,,2.145
2017-03-22,CTD3,,1.948
2017-03-22,CTD4,,1.654
2017-03-22,CTD5,2.28,0.43
2017-03-22,CTD6,,2.187
2017-03-22,CTD7,,3.116
2017-03-22,CTD8,,2.982
2017-03-22,CTD9,,
2017-03-30,CTD1,,5.41
2017-03-30,CTD10,,2.571
2017-03-30,CTD11,,0.794
2017-03-30,CTD12,,2.183
2017-03-30,CTD2,,1.882
2017-03-30,CTD3,,1.558
2017-03-30,CTD4,,1.36
2017-03-30,CTD5,3.32,0.44
2017-03-30,CTD6,,1.848
2017-03-30,CTD7,,3.525
2017-03-30,CTD8,,2.035
2017-03-30,CTD9,,
2017-04-05,CTD1,,3.012
2017-04-05,CTD10,,3.286
2017-04-05,CTD11,,0.811
2017-04-05,CTD12,,1.715
2017-04-05,CTD2,,1.891
2017-04-05,CTD3,,1.438
2017-04-05,CTD4,,1.054
2017-04-05,CTD5,2.47,0.22
2017-04-05,CTD6,,2.396
2017-04-05,CTD7,,5.062
2017-04-05,CTD8,,2.23
2017-04-05,CTD9,,
2017-04-12,CTD1,,8.846
2017-04-12,CTD10,,2.683
2017-04-12,CTD11,,1.215
2017-04-12,CTD12,,2.445
2017-04-12,CTD2,,1.761
2017-04-12,CTD3,,1.733
2017-04-12,CTD4,,1.626
2017-04-12,CTD5,3.27,1.02
2017-04-12,CTD6,,2.483
2017-04-12,CTD7,,2.593
2017-04-12,CTD8,,2.02
2017-04-12,CTD9,,
2017-04-18,CTD5,,
2017-04-25,CTD1,,1.742
2017-04-25,CTD10,,1.324
2017-04-25,CTD11,,1.304
2017-04-25,CTD12,,1.83
2017-04-25,CTD2,,1.748
2017-04-25,CTD3,,1.756
2017-04-25,CTD4,,1.462
2017-04-25,CTD5,2.91,1.16
2017-04-25,CTD6,,1.506
2017-04-25,CTD7,,2.826
2017-04-25,CTD8,,2.585
2017-04-25,CTD9,,
2017-05-04,CTD1,,2.779
2017-05-04,CTD10,,1.077
2017-05-04,CTD11,,1.282
2017-05-04,CTD12,,1.348
2017-05-04,CTD2,,1.456
2017-05-04,CTD3,,1.224
2017-05-04,CTD4,,1.117
2017-05-04,CTD5,2.67,1.1
2017-05-04,CTD6,,1.42
2017-05-04,CTD7,,1.44
2017-05-04,CTD8,,1.972
2017-05-04,CTD9,,
2017-05-10,CTD5,2.93,0.32
2017-05-19,CTD1,0.693,3.051
2017-05-19,CTD10,0.611,1.963
2017-05-19,CTD11,0.599,1.314
2017-05-19,CTD12,0.682,1.595
2017-05-19,CTD2,1.414,1.542
2017-05-19,CTD3,1.023,1.101
2017-05-19,CTD4,0.885,1.41
2017-05-19,CTD5,0.27,0.46
2017-05-19,CTD6,0.735,1.166
2017-05-19,CTD7,0.588,2.796
2017-05-19,CTD8,0.748,3.248
2017-05-19,CTD9,,
