Date,Buoy,Latitude,Longitude,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_9,Band_10,Band_11,Band_12,Band_13,Band_14,Band_15,Band_16
2018-03-07,CTD12,4173438,695414,0.007685251,0.015321953,0.026028045,0.008123689,0.005981173,0.0016593024,0.0016285931,0.00065412244,0.0076741907,0.015215873,0.026074912,0.008103948,0.0060420292,0.0016556331,0.23377085,0.0
2018-05-16,CTD1,4187246,695025,0.022599727,0.033327125,0.05270011,0.018638626,0.015091658,0.0041526025,0.0039679343,0.0015245494,0.022378726,0.033288844,0.0531802,0.018652122,0.014418859,0.0040294467,0.4303684,0.0
2018-05-16,CTD2,4181518,693105,0.0048213415,0.012688955,0.023507046,0.0047410587,0.0028465982,0.00073278206,0.0007108613,0.00027943993,0.004765824,0.0131204175,0.023479005,0.0046819076,0.0030237278,0.00072079326,0.0012190505,0.0
2018-05-16,CTD3,4181698,695238,0.0077808267,0.01655233,0.027425306,0.00573789,0.0035942707,0.0009336235,0.00090907165,0.00035681523,0.0077109057,0.016691737,0.027390836,0.0057246694,0.0037951716,0.0009231357,0.03651535,0.0
2018-05-16,CTD4,4180266,698264,0.0069182916,0.015184122,0.023013307,0.004816721,0.0028564562,0.0007652471,0.0007477815,0.00029538435,0.0068851113,0.01547217,0.02298733,0.0047756834,0.0030903164,0.00074491877,0.011824995,0.0
2018-05-16,CTD5,4179450,700268,0.0142378695,0.026815169,0.03724814,0.0069848755,0.004194884,0.0011099043,0.0010773577,0.00041991807,0.014239836,0.02685995,0.037372056,0.006989274,0.0045024604,0.0010809687,0.08666812,0.0
2018-05-16,CTD6,4176009,695829,0.009805115,0.020299967,0.030802436,0.0066567715,0.0040676803,0.001047355,0.0010183713,0.0003981419,0.009705692,0.020480465,0.030697187,0.006627925,0.004337724,0.0010285691,0.06523846,0.0
2018-05-16,CTD7,4176724,690397,0.016233481,0.03005465,0.050644822,0.013158836,0.009161676,0.0023812517,0.0022867022,0.0008835595,0.016093416,0.03004913,0.05050934,0.013166868,0.009230561,0.00230562,0.20494536,0.0
2018-05-16,CTD8,4174178,693048,0.014823633,0.027726388,0.041418757,0.009361963,0.0060262247,0.0015476646,0.0014959851,0.0005784207,0.0147762755,0.02782136,0.04142057,0.00939798,0.0062840073,0.0014974955,0.11650406,0.0
2018-05-16,CTD9,4171106,693183,0.016369384,0.029114267,0.061854295,0.031974014,0.029098954,0.00798488,0.0077285874,0.0028825954,0.016242512,0.029132398,0.062772304,0.03204638,0.028049832,0.0083182985,0.56238765,0.0
2018-05-16,CTD10,4170388,695646,0.0061131637,0.013548179,0.01916928,0.003656402,0.0021965771,0.00058637955,0.0005732378,0.00022688092,0.0060711415,0.013806423,0.019153269,0.0036060775,0.0023441745,0.0005733909,0.0010460421,0.0
2018-05-16,CTD11,4169609,700351,0.016008522,0.028000152,0.04139561,0.011316679,0.008075004,0.0021477393,0.0020752163,0.0008102732,0.015885368,0.02797045,0.041618276,0.011295588,0.008096922,0.002094747,0.19948258,0.0
2018-05-16,CTD12,4173438,695414,0.02386313,0.033724368,0.044475373,0.0115075465,0.0081782285,0.0021562034,0.0020752163,0.0008051567,0.02368111,0.03370138,0.044738542,0.011501395,0.008135843,0.002091552,0.22412106,0.0
2018-06-20,CTD1,4187246,695025,0.0066718864,0.01563095,0.026698494,0.006036989,0.003578574,0.0009181033,0.00088900543,0.0003463708,0.0066008605,0.015931955,0.02665878,0.0060289702,0.0038535737,0.000899107,0.02666085,0.0
2018-06-20,CTD2,4181518,693105,0.010399189,0.019303456,0.026036344,0.0050638095,0.003023167,0.000821571,0.0008016831,0.0003158277,0.010354,0.01945455,0.026012404,0.005036292,0.0032852062,0.0007998397,0.038981978,0.0
2018-06-20,CTD3,4181698,695238,0.010115081,0.020138608,0.026504394,0.0051365304,0.0030534891,0.0008290189,0.0008082718,0.00031954327,0.010067174,0.020453708,0.02655547,0.0051190066,0.0033198642,0.00080669584,0.037498914,0.0
2018-06-20,CTD4,4180266,698264,0.018237723,0.026093533,0.032006636,0.008605385,0.0059495727,0.0016439015,0.0016060863,0.0006482956,0.01811221,0.026054762,0.032077163,0.008562264,0.0060161315,0.0016298648,0.1603052,0.0
2018-06-20,CTD5,4179450,700268,0.011416573,0.020857753,0.020075029,0.002924096,0.0017023232,0.00044634644,0.0004323951,0.00017020492,0.011371968,0.02108057,0.020359721,0.0028574762,0.0017943989,0.00044382887,0.059884045,-2.87e-42
2018-06-20,CTD6,4176009,695829,0.009163326,0.019700307,0.027339023,0.0051365304,0.003056141,0.00083099096,0.0008102207,0.00032035718,0.009087658,0.020007737,0.027374579,0.005106607,0.0033211086,0.00080899417,0.020749774,0.0
2018-06-20,CTD7,4176724,690397,0.021955492,0.02954761,0.03865706,0.011806816,0.008217712,0.002283848,0.002153083,0.00084433623,0.021509755,0.029478597,0.03888609,0.011641427,0.008231009,0.0021440003,0.15888153,0.0
2018-06-20,CTD8,4174178,693048,0.010201176,0.02206686,0.035165094,0.0069162603,0.0040516164,0.0010433195,0.0010193676,0.00039793644,0.010150537,0.022258965,0.03522769,0.006883954,0.004379589,0.0010145215,0.046946377,0.0
2018-06-20,CTD9,4171106,693183,0.016311644,0.030455226,0.063515134,0.024801016,0.019829733,0.0052082296,0.004975959,0.0018768467,0.0161739,0.030570854,0.06368181,0.02485013,0.019351,0.0051417463,0.39610112,0.0
2018-06-20,CTD10,4170388,695646,0.018396508,0.02734284,0.03891199,0.010402667,0.0069210995,0.0018937276,0.0018043154,0.0007064157,0.018151132,0.02731905,0.03863437,0.010349288,0.0071280585,0.001799827,0.13899902,0.0
2018-06-20,CTD11,4169609,700351,0.0022564637,0.0062471433,0.013310013,0.0029966782,0.0018035253,0.00044654493,0.00042467134,0.00016842876,0.0022587795,0.0064387904,0.013395544,0.0028795025,0.0018260821,0.0004338516,0.00010679979,-1.1e-44
2018-06-20,CTD12,4173438,695414,0.012182737,0.023197513,0.031105073,0.006362605,0.0036561778,0.0009631937,0.00093506236,0.00036835237,0.01215333,0.023444118,0.03122398,0.0063544316,0.004014485,0.00093405775,0.045357473,0.0
2018-07-10,CTD1,4187246,695025,0.009519456,0.016994327,0.030120159,0.010179256,0.0066696736,0.0018020165,0.0017442849,0.0006902229,0.009430571,0.01719724,0.030203382,0.010215278,0.00696508,0.0017541997,0.11814167,0.0
2018-07-10,CTD2,4181518,693105,0.01132614,0.022072349,0.030698907,0.006817419,0.004060533,0.0010468496,0.0010119206,0.00039405367,0.011299722,0.022258965,0.030679448,0.006819135,0.004379589,0.0010219351,0.05076159,0.0
2018-07-10,CTD3,4181698,695238,0.008983839,0.018008355,0.02833498,0.006144423,0.0036068799,0.0009767066,0.00094881456,0.0003731162,0.008909667,0.018177573,0.028304914,0.006132942,0.003947907,0.000943192,0.019695576,0.0
